lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
284.797333,276.797333,45.280457,37.280457,41.280457,280.797333,0
290.320465,282.320465,45.90971,37.90971,41.90971,286.320465,1
294.611908,286.611908,46.563076,38.563076,42.563076,290.611908,2
298.571564,290.571564,47.052773,39.052773,43.052773,294.571564,3
303.162048,295.162048,47.418964,39.418964,43.418964,299.162048,4
306.949738,298.949738,47.630264,39.630264,43.630264,302.949738,5
310.913544,302.913544,48.054585,40.054585,44.054585,306.913544,6
314.770935,306.770935,48.539448,40.539448,44.539448,310.770935,7
318.712372,310.712372,48.941944,40.941944,44.941944,314.712372,8
323.257721,315.257721,49.948345,41.948345,45.948345,319.257721,9
328.143188,320.143188,51.444584,43.444584,47.444584,324.143188,10
332.599121,324.599121,53.004097,45.004097,49.004097,328.599121,11
336.71875,328.71875,54.725304,46.725304,50.725304,332.71875,12
340.550262,332.550262,56.361042,48.361042,52.361042,336.550262,13
343.640503,335.640503,58.553783,50.553783,54.553783,339.640503,14
345.338501,337.338501,60.775425,52.775425,56.775425,341.338501,15
345.853271,337.853271,62.853687,54.853687,58.853687,341.853271,16
345.876312,337.876312,64.384571,56.384571,60.384570999999994,341.876312,17
345.82547,337.82547,65.845493,57.845493,61.845493000000005,341.82547,18
345.305481,337.305481,66.561584,58.561584,62.561583999999996,341.305481,19
344.082581,336.082581,66.52137,58.52137,62.521370000000005,340.082581,20
343.409424,335.409424,66.305912,58.305912,62.305912000000006,339.409424,21
342.597351,334.597351,64.250526,56.250526,60.250525999999994,338.597351,22
343.567657,335.567657,63.93821,55.93821,59.93821,339.567657,23
345.152771,337.152771,63.502064,55.502064,59.502064,341.152771,24
347.023346,339.023346,63.741592,55.741592,59.741592,343.023346,25
349.166595,341.166595,64.267353,56.267353,60.267353,345.166595,26
351.683868,343.683868,64.219631,56.219631,60.21963100000001,347.683868,27
0.483185,352.483185,65.222618,57.222618,61.222618,176.483185,30
3.732666,355.732666,65.323441,57.323441,61.323441,179.732666,31
6.227356,358.227356,65.880363,57.880363,61.880363,182.227356,32
6.888619,358.888619,67.891632,59.891632,63.891632,182.888619,33
