lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
306.307404,298.307404,48.769184,40.769184,44.769184,302.307404,0
308.976837,300.976837,49.228519,41.228519,45.228519,304.976837,1
311.157898,303.157898,49.501019,41.501019,45.501019,307.157898,2
311.690399,303.690399,48.719952,40.719952,44.719952,307.690399,3
313.916504,305.916504,48.875923,40.875923,44.875923,309.916504,4
316.953461,308.953461,49.812969,41.812969,45.812969,312.953461,5
320.440643,312.440643,50.753292,42.753292,46.753292,316.440643,6
324.666229,316.666229,52.125038,44.125038,48.125038,320.666229,7
329.293579,321.293579,53.946743,45.946743,49.946743,325.293579,8
334.239471,326.239471,56.074974,48.074974,52.074974,330.239471,9
339.05191,331.05191,58.752125,50.752125,54.752125,335.05191,10
341.965302,333.965302,62.372433,54.372433,58.372433,337.965302,11
347.036163,339.036163,63.196121,55.196121,59.196121,343.036163,12
351.56604,343.56604,64.422897,56.422897,60.422897000000006,347.56604,13
1.041626,353.041626,67.221115,59.221115,63.221115,177.041626,16
3.134766,355.134766,67.745869,59.745869,63.745869,179.134766,17
4.416117,356.416117,68.424316,60.424316,64.424316,180.41611699999999,18
5.694252,357.694252,69.028114,61.028114,65.028114,181.694252,19
6.004548,358.004548,69.342743,61.342743,65.342743,182.004548,20
6.664774,358.664774,69.740295,61.740295,65.740295,182.66477400000002,21
6.999807,358.999807,73.990417,65.990417,69.990417,182.99980699999998,33
6.009066,358.009066,73.954651,65.954651,69.954651,182.00906600000002,34
5.244671,357.244671,74.050591,66.050591,70.050591,181.24467099999998,35
3.811523,355.811523,74.236023,66.236023,70.236023,179.81152300000002,36
2.55014,354.55014,74.483246,66.483246,70.483246,178.55014,37
0.59137,352.59137,74.624489,66.624489,70.624489,176.59136999999998,38
