lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
274.885437,266.885437,44.067955,36.067955,40.067955,270.885437,0
276.895081,268.895081,44.928398,36.928398,40.928398,272.895081,1
278.728882,270.728882,45.533386,37.533386,41.533386,274.728882,2
281.061401,273.061401,45.582283,37.582283,41.582283,277.061401,3
283.942169,275.942169,45.723091,37.723091,41.723091,279.942169,4
286.497986,278.497986,45.851879,37.851879,41.851879,282.497986,5
289.154236,281.154236,46.160484,38.160484,42.160484,285.154236,6
291.894653,283.894653,46.217777,38.217777,42.217777,287.894653,7
293.616852,285.616852,46.017132,38.017132,42.017132,289.616852,8
295.104858,287.104858,45.709301,37.709301,41.709301,291.104858,9
297.412323,289.412323,45.817669,37.817669,41.817669,293.412323,10
300.536743,292.536743,46.212757,38.212757,42.212757,296.536743,11
303.945282,295.945282,46.534161,38.534161,42.534161,299.945282,12
307.691284,299.691284,46.693733,38.693733,42.693733,303.691284,13
311.98053,303.98053,47.198978,39.198978,43.198978,307.98053,14
316.278229,308.278229,47.873535,39.873535,43.873535,312.278229,15
320.973083,312.973083,48.581894,40.581894,44.581894,316.973083,16
325.682343,317.682343,49.421024,41.421024,45.421024,321.682343,17
329.624054,321.624054,50.539051,42.539051,46.539051,325.624054,18
333.522156,325.522156,51.640797,43.640797,47.640797,329.522156,19
337.392975,329.392975,52.377758,44.377758,48.377758,333.392975,20
341.826874,333.826874,52.914646,44.914646,48.914646,337.826874,21
345.98526,337.98526,53.877903,45.877903,49.877903,341.98526,22
349.818024,341.818024,54.84148,46.84148,50.84148,345.818024,23
0.704834,352.704834,58.645306,50.645306,54.645306,176.704834,27
2.413208,354.413208,59.964058,51.964058,55.964058,178.413208,28
3.441193,355.441193,60.839199,52.839199,56.839199,179.441193,29
3.907745,355.907745,61.634457,53.634457,57.634457,179.90774499999998,30
4.126234,356.126234,62.572063,54.572063,58.572063,180.126234,31
3.720367,355.720367,63.247139,55.247139,59.247139,179.720367,32
3.237793,355.237793,63.510818,55.510818,59.510818,179.237793,33
3.211304,355.211304,63.804283,55.804283,59.804283,179.21130399999998,34
3.385712,355.385712,63.948101,55.948101,59.948101,179.385712,35
3.451233,355.451233,63.914234,55.914234,59.914234,179.451233,36
4.05532,356.05532,64.286751,56.286751,60.286750999999995,180.05532,37
4.673233,356.673233,65.178219,57.178219,61.178219,180.67323299999998,38
5.252237,357.252237,66.18066,58.18066,62.18066,181.25223699999998,39
5.335758,357.335758,66.879589,58.879589,62.879588999999996,181.335758,40
6.097899,358.097899,67.641968,59.641968,63.641968000000006,182.09789899999998,41
6.20924,358.20924,68.528389,60.528389,64.528389,182.20924000000002,42
5.691137,357.691137,69.303719,61.303719,65.303719,181.69113700000003,43
5.134386,357.134386,69.831238,61.831238,65.831238,181.134386,44
3.885498,355.885498,69.925682,61.925682,65.925682,179.88549799999998,45
