lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
301.562683,293.562683,52.963093,44.963093,48.963093,297.562683,0
305.173157,297.173157,53.57267,45.57267,49.57267,301.173157,1
308.762054,300.762054,53.977791,45.977791,49.977791,304.762054,2
311.636932,303.636932,54.480999,46.480999,50.480999,307.636932,3
314.528717,306.528717,55.147194,47.147194,51.147194,310.528717,4
318.183746,310.183746,55.810883,47.810883,51.810883,314.183746,5
322.126587,314.126587,56.630493,48.630493,52.630493,318.126587,6
326.200165,318.200165,57.488068,49.488068,53.488068,322.200165,7
330.348846,322.348846,58.21949,50.21949,54.21949,326.348846,8
334.730743,326.730743,59.050575,51.050575,55.050575,330.730743,9
339.167999,331.167999,59.825005,51.825005,55.825005,335.167999,10
343.152435,335.152435,60.212593,52.212593,56.212593,339.152435,11
347.114716,339.114716,60.587292,52.587292,56.587292,343.114716,12
351.333832,343.333832,60.85569,52.85569,56.85569,347.333832,13
1.11795,353.11795,62.276154,54.276154,58.276154,177.11795,16
3.859436,355.859436,62.585667,54.585667,58.585667,179.85943600000002,17
6.479579,358.479579,62.651531,54.651531,58.651531,182.479579,18
75.786667,67.786667,75.663811,67.663811,71.663811,71.786667,56
78.894356,70.894356,75.86187,67.86187,71.86187,74.894356,57
82.971619,74.971619,76.625122,68.625122,72.625122,78.971619,58
87.463829,79.463829,77.266373,69.266373,73.266373,83.463829,59
