lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
317.722107,309.722107,38.972126,30.972126,34.972126,313.722107,0
318.65744,310.65744,38.551723,30.551723,34.551723,314.65744,1
319.68631,311.68631,38.499928,30.499928,34.499928,315.68631,2
321.02771,313.02771,39.089622,31.089622,35.089622,317.02771,3
321.911346,313.911346,39.44379,31.44379,35.44379,317.911346,4
322.553223,314.553223,40.213982,32.213982,36.213982,318.553223,5
323.134125,315.134125,40.861984,32.861984,36.861984,319.134125,6
324.250244,316.250244,41.73904,33.73904,37.73904,320.250244,7
325.092957,317.092957,41.939106,33.939106,37.939106,321.092957,8
325.987,317.987,42.224258,34.224258,38.224258,321.987,9
326.393188,318.393188,42.271782,34.271782,38.271782,322.393188,10
326.78244,318.78244,42.295624,34.295624,38.295624,322.78244,11
326.427307,318.427307,40.16293,32.16293,36.16293,322.427307,12
326.029114,318.029114,38.254368,30.254368,34.254368,322.029114,13
325.534363,317.534363,37.132,29.132,33.132,321.534363,14
333.445251,325.445251,37.306316,29.306316,33.306316,329.445251,81
334.364288,326.364288,37.818367,29.818367,33.818367,330.364288,82
335.529785,327.529785,38.265709,30.265709,34.265709,331.529785,83
336.855286,328.855286,38.895828,30.895828,34.895828,332.855286,84
338.24118,330.24118,39.335106,31.335106,35.335106,334.24118,85
339.49173,331.49173,39.761143,31.761143,35.761143,335.49173,86
340.839935,332.839935,40.204269,32.204269,36.204269,336.839935,87
342.079041,334.079041,41.054058,33.054058,37.054058,338.079041,88
343.561554,335.561554,42.23621,34.23621,38.23621,339.561554,89
344.807617,336.807617,43.5177,35.5177,39.5177,340.807617,90
346.161041,338.161041,44.665398,36.665398,40.665398,342.161041,91
347.353577,339.353577,46.259983,38.259983,42.259983,343.353577,92
348.548462,340.548462,47.742573,39.742573,43.742573,344.548462,93
349.726776,341.726776,49.460281,41.460281,45.460281,345.726776,94
350.669525,342.669525,50.99012,42.99012,46.99012,346.669525,95
351.621124,343.621124,52.725998,44.725998,48.725998,347.621124,96
0.517914,352.517914,61.405979,53.405979,57.405979,176.51791400000002,104
2.297028,354.297028,61.780613,53.780613,57.780613,178.297028,105
4.066744,356.066744,62.108696,54.108696,58.108696,180.06674400000003,106
5.377394,357.377394,62.158932,54.158932,58.158932,181.37739399999998,107
7.60501,359.60501,62.470085,54.470085,58.470085,183.60501,108
