lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
280.574524,272.574524,37.584526,29.584526,33.584526,276.574524,4
283.155548,275.155548,40.275181,32.275181,36.275181,279.155548,5
285.796539,277.796539,42.762558,34.762558,38.762558,281.796539,6
288.753418,280.753418,44.902924,36.902924,40.902924,284.753418,7
291.72702,283.72702,46.552105,38.552105,42.552105,287.72702,8
294.359528,286.359528,47.723244,39.723244,43.723244,290.359528,9
297.220062,289.220062,49.026623,41.026623,45.026623,293.220062,10
300.459686,292.459686,50.10078,42.10078,46.10078,296.459686,11
303.865173,295.865173,51.364552,43.364552,47.364552,299.865173,12
307.184601,299.184601,52.327557,44.327557,48.327557,303.184601,13
310.113647,302.113647,52.724865,44.724865,48.724865,306.113647,14
313.891022,305.891022,53.304119,45.304119,49.304119,309.891022,15
317.756958,309.756958,53.821346,45.821346,49.821346,313.756958,16
320.938873,312.938873,53.830563,45.830563,49.830563,316.938873,17
325.975006,317.975006,54.370476,46.370476,50.370476,321.975006,18
331.278229,323.278229,54.934727,46.934727,50.934727,327.278229,19
