lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
291.287994,283.287994,50.087238,42.087238,46.087238,287.287994,0
296.324707,288.324707,50.889828,42.889828,46.889828,292.324707,1
298.232697,290.232697,50.519428,42.519428,46.519428,294.232697,2
303.936646,295.936646,51.891117,43.891117,47.891117,299.936646,3
308.654053,300.654053,52.736591,44.736591,48.736591,304.654053,4
311.748535,303.748535,52.899265,44.899265,48.899265,307.748535,5
315.23877,307.23877,53.070087,45.070087,49.070087,311.23877,6
318.704529,310.704529,53.281445,45.281445,49.281445,314.704529,7
322.163025,314.163025,53.64529,45.64529,49.64529,318.163025,8
326.047485,318.047485,53.956886,45.956886,49.956886,322.047485,9
329.87973,321.87973,54.073303,46.073303,50.073303,325.87973,10
333.49707,325.49707,54.605843,46.605843,50.605843,329.49707,11
336.925812,328.925812,55.172031,47.172031,51.172031,332.925812,12
340.595947,332.595947,55.870098,47.870098,51.870098,336.595947,13
344.370728,336.370728,56.848385,48.848385,52.848385,340.370728,14
347.297028,339.297028,57.931076,49.931076,53.931076,343.297028,15
349.983551,341.983551,58.665028,50.665028,54.665028,345.983551,16
0.660614,352.660614,62.22583,54.22583,58.22583,176.660614,24
2.353851,354.353851,62.314983,54.314983,58.314983,178.35385100000002,25
3.775848,355.775848,62.817101,54.817101,58.817101,179.775848,26
5.420037,357.420037,63.205154,55.205154,59.205154,181.42003699999998,27
7.041395,359.041395,63.85783,55.85783,59.85783,183.04139500000002,28
7.944631,359.944631,64.583782,56.583782,60.583782,183.94463100000002,29
7.731719,359.731719,68.075607,60.075607,64.075607,183.731719,51
