lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
275.13559,267.13559,45.447643,37.447643,41.447643,271.13559,0
278.332367,270.332367,45.015244,37.015244,41.015244,274.332367,1
280.067535,272.067535,43.860733,35.860733,39.860733,276.067535,2
282.75769,274.75769,43.46167,35.46167,39.46167,278.75769,3
284.469727,276.469727,42.745144,34.745144,38.745144,280.469727,4
287.365997,279.365997,42.927238,34.927238,38.927238,283.365997,5
289.942108,281.942108,43.108273,35.108273,39.108273,285.942108,6
292.397644,284.397644,43.269356,35.269356,39.269356,288.397644,7
293.853485,285.853485,42.08514,34.08514,38.08514,289.853485,8
294.735138,286.735138,40.79026,32.79026,36.79026,290.735138,9
295.783478,287.783478,40.362572,32.362572,36.362572,291.783478,10
297.550323,289.550323,40.401173,32.401173,36.401173,293.550323,11
300.315002,292.315002,41.030495,33.030495,37.030495,296.315002,12
301.392883,293.392883,40.643803,32.643803,36.643803,297.392883,13
301.717163,293.717163,40.495934,32.495934,36.495934,297.717163,14
303.410736,295.410736,41.280205,33.280205,37.280205,299.410736,15
304.959747,296.959747,41.905449,33.905449,37.905449,300.959747,16
307.493103,299.493103,43.461475,35.461475,39.461475,303.493103,17
309.652496,301.652496,44.628017,36.628017,40.628017,305.652496,18
311.202545,303.202545,45.355877,37.355877,41.355877,307.202545,19
312.833221,304.833221,46.292126,38.292126,42.292126,308.833221,20
314.744598,306.744598,47.275478,39.275478,43.275478,310.744598,21
316.303375,308.303375,48.704025,40.704025,44.704025,312.303375,22
317.600739,309.600739,49.56781,41.56781,45.56781,313.600739,23
319.076172,311.076172,50.517143,42.517143,46.517143,315.076172,24
320.492584,312.492584,51.400574,43.400574,47.400574,316.492584,25
321.955963,313.955963,52.341969,44.341969,48.341969,317.955963,26
323.841248,315.841248,53.85384,45.85384,49.85384,319.841248,27
325.588013,317.588013,54.598633,46.598633,50.598633,321.588013,28
329.173462,321.173462,58.278957,50.278957,54.278957,325.173462,29
331.533356,323.533356,60.196987,52.196987,56.196987,327.533356,30
334.132477,326.132477,61.902966,53.902966,57.902966,330.132477,31
337.555298,329.555298,63.761448,55.761448,59.761448,333.555298,32
341.875244,333.875244,65.319088,57.319088,61.319087999999994,337.875244,33
346.180695,338.180695,66.768734,58.768734,62.768733999999995,342.180695,34
351.057892,343.057892,67.93531,59.93531,63.93531,347.057892,35
1.548431,353.548431,69.592888,61.592888,65.592888,177.548431,37
5.913401,357.913401,70.087006,62.087006,66.087006,181.91340100000002,38
75.879227,67.879227,62.142384,54.142384,58.142384,71.879227,56
80.115417,72.115417,63.375221,55.375221,59.375221,76.115417,57
81.806679,73.806679,63.506371,55.506371,59.506371,77.806679,58
83.158188,75.158188,64.204521,56.204521,60.204521,79.158188,59
85.670204,77.670204,65.371475,57.371475,61.371475000000004,81.670204,60
87.69297,79.69297,65.831459,57.831459,61.831458999999995,83.69297,61
