lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
276.184906,268.184906,39.226082,31.226082,35.226082,272.184906,0
279.601196,271.601196,40.061241,32.061241,36.061241,275.601196,1
281.482544,273.482544,40.91235,32.91235,36.91235,277.482544,2
284.764832,276.764832,42.858681,34.858681,38.858681,280.764832,3
288.437805,280.437805,44.341217,36.341217,40.341217,284.437805,4
292.112488,284.112488,45.08046,37.08046,41.08046,288.112488,5
295.231415,287.231415,45.870548,37.870548,41.870548,291.231415,6
298.337219,290.337219,46.651176,38.651176,42.651176,294.337219,7
301.063629,293.063629,47.33427,39.33427,43.33427,297.063629,8
304.401154,296.401154,48.119652,40.119652,44.119652,300.401154,9
308.065308,300.065308,49.311268,41.311268,45.311268,304.065308,10
310.908691,302.908691,50.11615,42.11615,46.11615,306.908691,11
314.348389,306.348389,51.017155,43.017155,47.017155,310.348389,12
317.771454,309.771454,52.297192,44.297192,48.297192,313.771454,13
320.483765,312.483765,53.15675,45.15675,49.15675,316.483765,14
324.14679,316.14679,54.642937,46.642937,50.642937,320.14679,15
328.4664,320.4664,56.431698,48.431698,52.431698,324.4664,16
333.445465,325.445465,58.727192,50.727192,54.727192,329.445465,17
338.683411,330.683411,60.964878,52.964878,56.964878,334.683411,18
343.713959,335.713959,62.804958,54.804958,58.804958,339.713959,19
349.15274,341.15274,64.378048,56.378048,60.37804800000001,345.15274,20
0.257233,352.257233,66.845684,58.845684,62.845684000000006,176.25723299999999,22
7.186947,359.186947,67.375736,59.375736,63.375736,183.18694699999998,23
