lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
277.15271,269.15271,37.126343,29.126343,33.126343,273.15271,0
278.559143,270.559143,38.310276,30.310276,34.310276,274.559143,5
278.798523,270.798523,37.598068,29.598068,33.598068,274.798523,6
285.70752,277.70752,38.21373,30.21373,34.21373,281.70752,12
288.828674,280.828674,40.217735,32.217735,36.217735,284.828674,13
291.425507,283.425507,41.827843,33.827843,37.827843,287.425507,14
293.658722,285.658722,43.26236,35.26236,39.26236,289.658722,15
295.843536,287.843536,44.90659,36.90659,40.90659,291.843536,16
297.987183,289.987183,46.392284,38.392284,42.392284,293.987183,17
300.35437,292.35437,47.576286,39.576286,43.576286,296.35437,18
303.056183,295.056183,49.250061,41.250061,45.250061,299.056183,19
306.098541,298.098541,50.796822,42.796822,46.796822,302.098541,20
309.501465,301.501465,52.285519,44.285519,48.285519,305.501465,21
313.228516,305.228516,53.633041,45.633041,49.633041,309.228516,22
317.192688,309.192688,55.131119,47.131119,51.131119,313.192688,23
320.99585,312.99585,56.135941,48.135941,52.135941,316.99585,24
324.786194,316.786194,57.041588,49.041588,53.041588,320.786194,25
328.328247,320.328247,57.971153,49.971153,53.971153,324.328247,26
331.657745,323.657745,58.531185,50.531185,54.531185,327.657745,27
334.972137,326.972137,58.923325,50.923325,54.923325,330.972137,28
338.153259,330.153259,59.277237,51.277237,55.277237,334.153259,29
341.118286,333.118286,59.299973,51.299973,55.299973,337.118286,30
344.108032,336.108032,59.232262,51.232262,55.232262,340.108032,31
346.95752,338.95752,59.018772,51.018772,55.018772,342.95752,32
349.384735,341.384735,58.92543,50.92543,54.92543,345.384735,33
2.958923,354.958923,58.886345,50.886345,54.886345,178.95892300000003,37
5.547139,357.547139,59.993332,51.993332,55.993332,181.54713900000002,38
7.364009,359.364009,60.745369,52.745369,56.745369,183.364009,39
