lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
295.49115,287.49115,41.878094,33.878094,37.878094,291.49115,0
301.59845,293.59845,40.863495,32.863495,36.863495,297.59845,1
303.977936,295.977936,40.882866,32.882866,36.882866,299.977936,2
305.479889,297.479889,41.062786,33.062786,37.062786,301.479889,3
307.942352,299.942352,41.839684,33.839684,37.839684,303.942352,4
310.826447,302.826447,43.226532,35.226532,39.226532,306.826447,5
313.173553,305.173553,44.386715,36.386715,40.386715,309.173553,6
315.987091,307.987091,45.470749,37.470749,41.470749,311.987091,7
318.78299,310.78299,47.599834,39.599834,43.599834,314.78299,8
321.813202,313.813202,50.373676,42.373676,46.373676,317.813202,9
324.673767,316.673767,52.210403,44.210403,48.210403,320.673767,10
327.954407,319.954407,54.761112,46.761112,50.761112,323.954407,11
331.110077,323.110077,57.598572,49.598572,53.598572,327.110077,12
334.136108,326.136108,59.729076,51.729076,55.729076,330.136108,13
336.799377,328.799377,61.182426,53.182426,57.182426,332.799377,14
339.682373,331.682373,62.155048,54.155048,58.155048,335.682373,15
342.028595,334.028595,62.845398,54.845398,58.845398,338.028595,16
343.793121,335.793121,63.348286,55.348286,59.348286,339.793121,17
345.682068,337.682068,63.702587,55.702587,59.702587,341.682068,18
347.818451,339.818451,64.01881,56.01881,60.01881,343.818451,19
350.024414,342.024414,64.271042,56.271042,60.271041999999994,346.024414,20
0.797302,352.797302,63.88356,55.88356,59.88356,176.797302,24
3.405579,355.405579,63.67487,55.67487,59.67487,179.405579,25
5.758032,357.758032,63.392315,55.392315,59.392315,181.75803200000001,26
7.78702,359.78702,63.162899,55.162899,59.162899,183.78701999999998,27
