lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
300.15033,292.15033,47.846214,39.846214,43.846214,296.15033,0
303.360077,295.360077,47.181728,39.181728,43.181728,299.360077,1
306.284943,298.284943,46.5937,38.5937,42.5937,302.284943,2
309.229675,301.229675,46.447659,38.447659,42.447659,305.229675,3
313.034454,305.034454,46.367817,38.367817,42.367817,309.034454,4
316.93573,308.93573,46.458084,38.458084,42.458084,312.93573,5
320.312927,312.312927,46.214863,38.214863,42.214863,316.312927,6
323.852264,315.852264,46.507519,38.507519,42.507519,319.852264,7
327.643951,319.643951,46.624432,38.624432,42.624432,323.643951,8
331.046356,323.046356,46.947407,38.947407,42.947407,327.046356,9
334.796265,326.796265,47.827843,39.827843,43.827843,330.796265,10
339.648865,331.648865,49.674469,41.674469,45.674469,335.648865,11
343.209686,335.209686,51.065369,43.065369,47.065369,339.209686,12
346.582092,338.582092,53.042591,45.042591,49.042591,342.582092,13
349.135132,341.135132,54.875271,46.875271,50.875271,345.135132,14
351.172791,343.172791,56.66737,48.66737,52.66737,347.172791,15
351.050812,343.050812,73.093628,65.093628,69.093628,347.050812,28
350.565399,342.565399,72.734665,64.734665,68.734665,346.565399,29
351.084747,343.084747,72.344681,64.344681,68.344681,347.084747,30
351.619171,343.619171,71.92765,63.92765,67.92765,347.619171,31
351.82959,343.82959,71.831329,63.831329,67.831329,347.82959,32
0.261749,352.261749,72.064102,64.064102,68.064102,176.261749,42
3.497559,355.497559,74.452225,66.452225,70.452225,179.49755900000002,43
4.47588,356.47588,73.812012,65.812012,69.812012,180.47588000000002,44
6.082169,358.082169,73.498093,65.498093,69.498093,182.08216900000002,45
7.8481,359.8481,73.215538,65.215538,69.215538,183.8481,46
