lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
304.233337,296.233337,52.008999,44.008999,48.008999,300.233337,0
305.358246,297.358246,51.611435,43.611435,47.611435,301.358246,1
306.688965,298.688965,50.779945,42.779945,46.779945,302.688965,2
310.951538,302.951538,51.796726,43.796726,47.796726,306.951538,3
314.187042,306.187042,52.147404,44.147404,48.147404,310.187042,4
317.467255,309.467255,52.674366,44.674366,48.674366,313.467255,5
321.226318,313.226318,53.488636,45.488636,49.488636,317.226318,6
327.042786,319.042786,55.143482,47.143482,51.143482,323.042786,7
332.279999,324.279999,56.55645,48.55645,52.55645,328.279999,8
337.760437,329.760437,58.631306,50.631306,54.631306,333.760437,9
342.543671,334.543671,60.633503,52.633503,56.633503,338.543671,10
346.709076,338.709076,61.890724,53.890724,57.890724,342.709076,11
351.282349,343.282349,63.096287,55.096287,59.096287,347.282349,12
0.229828,352.229828,65.429184,57.429184,61.42918400000001,176.229828,14
4.360923,356.360923,66.516186,58.516186,62.516186000000005,180.360923,15
7.115192,359.115192,67.282799,59.282799,63.282799,183.11519199999998,16
7.366296,359.366296,74.710693,66.710693,70.710693,183.36629599999998,26
5.285696,357.285696,74.397301,66.397301,70.397301,181.28569599999997,27
3.833862,355.833862,73.937614,65.937614,69.937614,179.833862,28
2.770966,354.770966,73.368584,65.368584,69.368584,178.770966,29
2.298035,354.298035,72.820679,64.820679,68.820679,178.29803500000003,30
2.224548,354.224548,72.463722,64.463722,68.463722,178.22454800000003,31
2.411713,354.411713,72.144981,64.144981,68.144981,178.41171300000002,32
3.015594,355.015594,71.906708,63.906708,67.906708,179.01559400000002,33
4.187997,356.187997,71.676033,63.676033,67.676033,180.187997,34
6.587742,358.587742,71.495476,63.495476,67.495476,182.587742,35
