lon_east,lon_west,lat_north,lat_south,center_lat,center_lon,timestep
283.57019,275.57019,51.192966,43.192966,47.192966,279.57019,0
283.888824,275.888824,51.531765,43.531765,47.531765,279.888824,1
284.673248,276.673248,51.603874,43.603874,47.603874,280.673248,2
285.462128,277.462128,51.716637,43.716637,47.716637,281.462128,3
286.595337,278.595337,51.64851,43.64851,47.64851,282.595337,4
287.635071,279.635071,51.655209,43.655209,47.655209,283.635071,5
288.76059,280.76059,51.557339,43.557339,47.557339,284.76059,6
290.481262,282.481262,51.59272,43.59272,47.59272,286.481262,7
292.957855,284.957855,51.416924,43.416924,47.416924,288.957855,8
299.675323,291.675323,51.634171,43.634171,47.634171,295.675323,9
301.856964,293.856964,51.715492,43.715492,47.715492,297.856964,10
304.014832,296.014832,51.898514,43.898514,47.898514,300.014832,11
306.001404,298.001404,52.000366,44.000366,48.000366,302.001404,12
307.963928,299.963928,51.929146,43.929146,47.929146,303.963928,13
311.548035,303.548035,51.804356,43.804356,47.804356,307.548035,14
315.510223,307.510223,51.852505,43.852505,47.852505,311.510223,15
319.649536,311.649536,51.842411,43.842411,47.842411,315.649536,16
323.180695,315.180695,51.815075,43.815075,47.815075,319.180695,17
327.093597,319.093597,52.239635,44.239635,48.239635,323.093597,18
331.386475,323.386475,52.531124,44.531124,48.531124,327.386475,19
336.20047,328.20047,53.210205,45.210205,49.210205,332.20047,20
340.673096,332.673096,54.137959,46.137959,50.137959,336.673096,21
345.08255,337.08255,55.148117,47.148117,51.148117,341.08255,22
348.586304,340.586304,56.189915,48.189915,52.189915,344.586304,23
351.712494,343.712494,57.512959,49.512959,53.512959,347.712494,24
350.646362,342.646362,69.098618,61.098618,65.098618,346.646362,32
349.170837,341.170837,69.681366,61.681366,65.681366,345.170837,33
348.036804,340.036804,70.29393,62.29393,66.29393,344.036804,34
347.361145,339.361145,70.763855,62.763855,66.763855,343.361145,35
346.957916,338.957916,71.431526,63.431526,67.431526,342.957916,36
346.903381,338.903381,72.267677,64.267677,68.267677,342.903381,37
346.867279,338.867279,72.932991,64.932991,68.932991,342.867279,38
347.730927,339.730927,73.630676,65.630676,69.630676,343.730927,39
351.0802,343.0802,74.575089,66.575089,70.575089,347.0802,40
