lon_east,lon_west,lat_south,lat_north,storm
343.557536,351.557536,61.983444,69.983444,1
343.148214,351.148214,62.061875,70.061875,1
342.738892,350.738892,62.140305,70.140305,1
342.42336,350.42336,62.089831,70.089831,1
342.107829,350.107829,62.039358,70.039358,1
341.792297,349.792297,61.988884,69.988884,1
341.42339,349.42339,61.905403,69.905403,1
341.054484,349.054484,61.821922,69.821922,1
340.685577,348.685577,61.738441,69.738441,1
340.452341,348.452341,61.579213,69.579213,1
340.219106,348.219106,61.419985,69.419985,1
339.98587,347.98587,61.260757,69.260757,1
339.86265,347.86265,61.110244,69.110244,1
339.739431,347.739431,60.959732,68.959732,1
339.616211,347.616211,60.809219,68.809219,1
339.601969,347.601969,60.711298,68.711298,1
339.587728,347.587728,60.613378,68.613378,1
339.573486,347.573486,60.515457,68.515457,1
339.530528,347.530528,60.434555,68.434555,1
339.487569,347.487569,60.353653,68.353653,1
339.444611,347.444611,60.272751,68.272751,1
339.381144,347.381144,60.212184,68.212184,1
339.317678,347.317678,60.151616,68.151616,1
339.254211,347.254211,60.091049,68.091049,1
339.060394,347.060394,60.000929,68.000929,1
338.866577,346.866577,59.91081,67.91081,1
338.67276,346.67276,59.82069,67.82069,1
338.451731,346.451731,59.722779,67.722779,1
338.230703,346.230703,59.624869,67.624869,1
338.009674,346.009674,59.526958,67.526958,1
337.450907,345.450907,59.41018,67.41018,1
336.892141,344.892141,59.293402,67.293402,1
336.333374,344.333374,59.176624,67.176624,1
335.610606,343.610606,58.934163,66.934163,1
334.887838,342.887838,58.691703,66.691703,1
334.16507,342.16507,58.449242,66.449242,1
333.785574,341.785574,58.162581,66.162581,1
333.406077,341.406077,57.875921,65.875921,1
333.026581,341.026581,57.58926,65.58926,1
332.846659,340.846659,57.379098,65.379098,1
332.666738,340.666738,57.168937,65.168937,1
332.486816,340.486816,56.958775,64.958775,1
332.538513,340.538513,56.880221,64.880221,1
332.59021,340.59021,56.801668,64.801668,1
332.641907,340.641907,56.723114,64.723114,1
332.761882,340.761882,56.636464,64.636464,1
332.881856,340.881856,56.549815,64.549815,1
333.001831,341.001831,56.463165,64.463165,1
333.118815,341.118815,56.340601,64.340601,1
333.235799,341.235799,56.218038,64.218038,1
333.352783,341.352783,56.095474,64.095474,1
333.518392,341.518392,56.036323,64.036323,1
333.684,341.684,55.977173,63.977173,1
333.849609,341.849609,55.918022,63.918022,1
333.901265,341.901265,55.886266,63.886266,1
333.952922,341.952922,55.85451,63.85451,1
334.004578,342.004578,55.822754,63.822754,1
334.223806,342.223806,55.719805,63.719805,1
334.443034,342.443034,55.616857,63.616857,1
334.662262,342.662262,55.513908,63.513908,1
335.038554,343.038554,55.26985,63.26985,1
335.414846,343.414846,55.025792,63.025792,1
335.791138,343.791138,54.781734,62.781734,1
336.417806,344.417806,54.54132,62.54132,1
337.044475,345.044475,54.300907,62.300907,1
337.671143,345.671143,54.060493,62.060493,1
338.154918,346.154918,53.91543,61.91543,1
338.638692,346.638692,53.770368,61.770368,1
339.122467,347.122467,53.625305,61.625305,1
339.378184,347.378184,53.467304,61.467304,1
339.633901,347.633901,53.309303,61.309303,1
339.889618,347.889618,53.151302,61.151302,1
340.181437,348.181437,53.002383,61.002383,1
340.473257,348.473257,52.853463,60.853463,1
340.765076,348.765076,52.704544,60.704544,1
341.002564,349.002564,52.830793,60.830793,1
341.240051,349.240051,52.957041,60.957041,1
341.477539,349.477539,53.08329,61.08329,1
341.775411,349.775411,53.121103,61.121103,1
342.073283,350.073283,53.158915,61.158915,1
342.371155,350.371155,53.196728,61.196728,1
343.755982,351.755982,53.476254,61.476254,1
345.140808,353.140808,53.755779,61.755779,1
346.525635,354.525635,54.035305,62.035305,1
346.551595,354.551595,55.228615,63.228615,1
346.577556,354.577556,56.421924,64.421924,1
346.603516,354.603516,57.615234,65.615234,1
347.144277,355.144277,57.785766,65.785766,1
347.685039,355.685039,57.956299,65.956299,1
348.2258,356.2258,58.126831,66.126831,1
348.034831,356.034831,58.30129,66.30129,1
347.843862,355.843862,58.475749,66.475749,1
347.652893,355.652893,58.650208,66.650208,1
347.79364,355.79364,58.725216,66.725216,1
347.934387,355.934387,58.800225,66.800225,1
348.075134,356.075134,58.875233,66.875233,1
348.212168,356.212168,58.947401,66.947401,1
348.349203,356.349203,59.019568,67.019568,1
348.486237,356.486237,59.091736,67.091736,1
348.563711,356.563711,59.129907,67.129907,1
348.641184,356.641184,59.168078,67.168078,1
348.718658,356.718658,59.206249,67.206249,1
348.632253,356.632253,59.349836,67.349836,1
348.545847,356.545847,59.493422,67.493422,1
348.459442,356.459442,59.637009,67.637009,1
348.421132,356.421132,59.843707,67.843707,1
348.382823,356.382823,60.050405,68.050405,1
348.344513,356.344513,60.257103,68.257103,1
348.305064,356.305064,60.353757,68.353757,1
348.265615,356.265615,60.450412,68.450412,1
348.226166,356.226166,60.547066,68.547066,1
348.325063,356.325063,60.544413,68.544413,1
348.423961,356.423961,60.541761,68.541761,1
348.522858,356.522858,60.539108,68.539108,1
348.487753,356.487753,60.677587,68.677587,1
348.452647,356.452647,60.816065,68.816065,1
348.417542,356.417542,60.954544,68.954544,1
348.771108,356.771108,60.975894,68.975894,1
349.124675,357.124675,60.997243,68.997243,1
349.478241,357.478241,61.018593,69.018593,1
301.020905,309.020905,38.657398,46.657398,2
301.152171,309.152171,38.746219,46.746219,2
301.283437,309.283437,38.835041,46.835041,2
301.414703,309.414703,38.923862,46.923862,2
301.851593,309.851593,39.03085,47.03085,2
302.288482,310.288482,39.137839,47.137839,2
302.725372,310.725372,39.244827,47.244827,2
303.542246,311.542246,39.381709,47.381709,2
304.359121,312.359121,39.51859,47.51859,2
305.175995,313.175995,39.655472,47.655472,2
305.548248,313.548248,39.797783,47.797783,2
305.920502,313.920502,39.940094,47.940094,2
306.292755,314.292755,40.082405,48.082405,2
305.896108,313.896108,40.048471,48.048471,2
305.499461,313.499461,40.014536,48.014536,2
305.102814,313.102814,39.980602,47.980602,2
304.577271,312.577271,39.83492,47.83492,2
304.051727,312.051727,39.689238,47.689238,2
303.526184,311.526184,39.543556,47.543556,2
304.300832,312.300832,39.666548,47.666548,2
305.07548,313.07548,39.789541,47.789541,2
305.850128,313.850128,39.912533,47.912533,2
306.993072,314.993072,40.313571,48.313571,2
308.136017,316.136017,40.714608,48.714608,2
309.278961,317.278961,41.115646,49.115646,2
310.264496,318.264496,41.376077,49.376077,2
311.25003,319.25003,41.636507,49.636507,2
312.235565,320.235565,41.896938,49.896938,2
313.136057,321.136057,42.064019,50.064019,2
314.03655,322.03655,42.231101,50.231101,2
314.937042,322.937042,42.398182,50.398182,2
316.20816,324.20816,42.699693,50.699693,2
317.479279,325.479279,43.001204,51.001204,2
318.750397,326.750397,43.302715,51.302715,2
320.148448,328.148448,43.5702,51.5702,2
321.546499,329.546499,43.837686,51.837686,2
322.94455,330.94455,44.105171,52.105171,2
324.479706,332.479706,44.350424,52.350424,2
326.014862,334.014862,44.595678,52.595678,2
327.550018,335.550018,44.840931,52.840931,2
329.070617,337.070617,45.052165,53.052165,2
330.591217,338.591217,45.263398,53.263398,2
332.111816,340.111816,45.474632,53.474632,2
333.778167,341.778167,45.835942,53.835942,2
335.444519,343.444519,46.197253,54.197253,2
337.11087,345.11087,46.558563,54.558563,2
338.599487,346.599487,46.814777,54.814777,2
340.088104,348.088104,47.070992,55.070992,2
341.576721,349.576721,47.327206,55.327206,2
343.032308,351.032308,47.530607,55.530607,2
344.487894,352.487894,47.734007,55.734007,2
345.943481,353.943481,47.937408,55.937408,2
347.343424,355.343424,48.164034,56.164034,2
348.743368,356.743368,48.390661,56.390661,2
350.143311,358.143311,48.617287,56.617287,2
351.190603,359.190603,48.894805,56.894805,2
352.237895,0.237895,49.172323,57.172323,2
353.285187,1.285187,49.449841,57.449841,2
354.324936,2.324936,49.764152,57.764152,2
355.364684,3.364684,50.078462,58.078462,2
356.404433,4.404433,50.392773,58.392773,2
357.39388,5.39388,50.700918,58.700918,2
358.383328,6.383328,51.009062,59.009062,2
359.372775,7.372775,51.317207,59.317207,2
0.252995,8.252995,51.593265,59.593265,2
1.133215,9.133215,51.869324,59.869324,2
2.013435,10.013435,52.145382,60.145382,2
2.548875,10.548875,52.359722,60.359722,2
3.084316,11.084316,52.574063,60.574063,2
3.619756,11.619756,52.788403,60.788403,2
4.228465,12.228465,52.970846,60.970846,2
4.837173,12.837173,53.153289,61.153289,2
5.445882,13.445882,53.335732,61.335732,2
5.879439,13.879439,53.524501,61.524501,2
6.312995,14.312995,53.71327,61.71327,2
6.746552,14.746552,53.902039,61.902039,2
7.078319,15.078319,54.046663,62.046663,2
7.410085,15.410085,54.191287,62.191287,2
7.741852,15.741852,54.335911,62.335911,2
8.106289,16.106289,54.403842,62.403842,2
8.470725,16.470725,54.471772,62.471772,2
8.835162,16.835162,54.539703,62.539703,2
9.476484,17.476484,54.630586,62.630586,2
10.117805,18.117805,54.721468,62.721468,2
10.759127,18.759127,54.812351,62.812351,2
11.415598,19.415598,54.914893,62.914893,2
12.072069,20.072069,55.017434,63.017434,2
12.72854,20.72854,55.119976,63.119976,2
13.293995,21.293995,55.195902,63.195902,2
13.859449,21.859449,55.271829,63.271829,2
14.424904,22.424904,55.347755,63.347755,2
15.031551,23.031551,55.43699,63.43699,2
15.638199,23.638199,55.526224,63.526224,2
16.244846,24.244846,55.615459,63.615459,2
16.944,24.944,55.829546,63.829546,2
17.643154,25.643154,56.043634,64.043634,2
18.342308,26.342308,56.257721,64.257721,2
18.992987,26.992987,56.399404,64.399404,2
19.643667,27.643667,56.541087,64.541087,2
20.294346,28.294346,56.68277,64.68277,2
20.866268,28.866268,56.792209,64.792209,2
21.438189,29.438189,56.901647,64.901647,2
22.010111,30.010111,57.011086,65.011086,2
22.41027,30.41027,57.07502,65.07502,2
22.810429,30.810429,57.138954,65.138954,2
23.210588,31.210588,57.202888,65.202888,2
23.801622,31.801622,57.348861,65.348861,2
24.392656,32.392656,57.494835,65.494835,2
24.98369,32.98369,57.640808,65.640808,2
25.520977,33.520977,57.820599,65.820599,2
26.058265,34.058265,58.000389,66.000389,2
26.595552,34.595552,58.18018,66.18018,2
27.299377,35.299377,58.348227,66.348227,2
28.003202,36.003202,58.516275,66.516275,2
28.707027,36.707027,58.684322,66.684322,2
29.409834,37.409834,58.878298,66.878298,2
30.112642,38.112642,59.072275,67.072275,2
30.815449,38.815449,59.266251,67.266251,2
31.538254,39.538254,59.563721,67.563721,2
32.261059,40.261059,59.861191,67.861191,2
32.983864,40.983864,60.158661,68.158661,2
33.416916,41.416916,60.367956,68.367956,2
33.849968,41.849968,60.57725,68.57725,2
34.28302,42.28302,60.786545,68.786545,2
34.706338,42.706338,61.135516,69.135516,2
35.129657,43.129657,61.484487,69.484487,2
35.552975,43.552975,61.833458,69.833458,2
35.636533,43.636533,62.140511,70.140511,2
35.720092,43.720092,62.447563,70.447563,2
35.80365,43.80365,62.754616,70.754616,2
36.070952,44.070952,62.763064,70.763064,2
36.338254,44.338254,62.771513,70.771513,2
36.605556,44.605556,62.779961,70.779961,2
36.929481,44.929481,62.935415,70.935415,2
37.253407,45.253407,63.090869,71.090869,2
37.577332,45.577332,63.246323,71.246323,2
37.951657,45.951657,63.303543,71.303543,2
38.325981,46.325981,63.360764,71.360764,2
38.700306,46.700306,63.417984,71.417984,2
39.187642,47.187642,63.297765,71.297765,2
39.674979,47.674979,63.177546,71.177546,2
40.162315,48.162315,63.057327,71.057327,2
41.500409,49.500409,62.778564,70.778564,2
42.838504,50.838504,62.499802,70.499802,2
44.176598,52.176598,62.221039,70.221039,2
45.275505,53.275505,62.120644,70.120644,2
46.374413,54.374413,62.020248,70.020248,2
47.47332,55.47332,61.919853,69.919853,2
48.289641,56.289641,61.89935,69.89935,2
49.105962,57.105962,61.878848,69.878848,2
49.922283,57.922283,61.858345,69.858345,2
51.341912,59.341912,61.747342,69.747342,2
52.761542,60.761542,61.63634,69.63634,2
54.181171,62.181171,61.525337,69.525337,2
255.711029,263.711029,27.519335,35.519335,3
256.182393,264.182393,28.123708,36.123708,3
256.653758,264.653758,28.728082,36.728082,3
257.125122,265.125122,29.332455,37.332455,3
258.000224,266.000224,29.168531,37.168531,3
258.875325,266.875325,29.004607,37.004607,3
259.750427,267.750427,28.840683,36.840683,3
260.290476,268.290476,28.921911,36.921911,3
260.830526,268.830526,29.003138,37.003138,3
261.370575,269.370575,29.084366,37.084366,3
261.940542,269.940542,29.238676,37.238676,3
262.510508,270.510508,29.392985,37.392985,3
263.080475,271.080475,29.547295,37.547295,3
263.717723,271.717723,29.830291,37.830291,3
264.35497,272.35497,30.113286,38.113286,3
264.992218,272.992218,30.396282,38.396282,3
265.543732,273.543732,30.487732,38.487732,3
266.095245,274.095245,30.579181,38.579181,3
266.646759,274.646759,30.670631,38.670631,3
267.46167,275.46167,31.011239,39.011239,3
268.276581,276.276581,31.351847,39.351847,3
269.091492,277.091492,31.692455,39.692455,3
269.926778,277.926778,32.106534,40.106534,3
270.762065,278.762065,32.520613,40.520613,3
271.597351,279.597351,32.934692,40.934692,3
272.483602,280.483602,33.300421,41.300421,3
273.369853,281.369853,33.66615,41.66615,3
274.256104,282.256104,34.031879,42.031879,3
274.966004,282.966004,34.378016,42.378016,3
275.675903,283.675903,34.724153,42.724153,3
276.385803,284.385803,35.07029,43.07029,3
277.334971,285.334971,35.419088,43.419088,3
278.284139,286.284139,35.767886,43.767886,3
279.233307,287.233307,36.116684,44.116684,3
280.099142,288.099142,36.467681,44.467681,3
280.964976,288.964976,36.818677,44.818677,3
281.830811,289.830811,37.169674,45.169674,3
282.540477,290.540477,37.443653,45.443653,3
283.250142,291.250142,37.717632,45.717632,3
283.959808,291.959808,37.991611,45.991611,3
284.799937,292.799937,38.188629,46.188629,3
285.640065,293.640065,38.385646,46.385646,3
286.480194,294.480194,38.582664,46.582664,3
287.248108,295.248108,38.793719,46.793719,3
288.016022,296.016022,39.004773,47.004773,3
288.783936,296.783936,39.215828,47.215828,3
289.598063,297.598063,39.388678,47.388678,3
290.412191,298.412191,39.561529,47.561529,3
291.226318,299.226318,39.734379,47.734379,3
292.005513,300.005513,39.909992,47.909992,3
292.784709,300.784709,40.085606,48.085606,3
293.563904,301.563904,40.261219,48.261219,3
294.396383,302.396383,40.39323,48.39323,3
295.228861,303.228861,40.525242,48.525242,3
296.06134,304.06134,40.657253,48.657253,3
296.976806,304.976806,40.736203,48.736203,3
297.892273,305.892273,40.815154,48.815154,3
298.807739,306.807739,40.894104,48.894104,3
299.857066,307.857066,40.921127,48.921127,3
300.906392,308.906392,40.948151,48.948151,3
301.955719,309.955719,40.975174,48.975174,3
303.210093,311.210093,40.918214,48.918214,3
304.464468,312.464468,40.861255,48.861255,3
305.718842,313.718842,40.804295,48.804295,3
306.955272,314.955272,40.751623,48.751623,3
308.191701,316.191701,40.69895,48.69895,3
309.428131,317.428131,40.646278,48.646278,3
311.401398,319.401398,40.756035,48.756035,3
313.374664,321.374664,40.865791,48.865791,3
315.347931,323.347931,40.975548,48.975548,3
317.17986,325.17986,41.162318,49.162318,3
319.01179,327.01179,41.349088,49.349088,3
320.843719,328.843719,41.535858,49.535858,3
322.450754,330.450754,41.716528,49.716528,3
324.05779,332.05779,41.897199,49.897199,3
325.664825,333.664825,42.077869,50.077869,3
327.313395,335.313395,42.386613,50.386613,3
328.961965,336.961965,42.695357,50.695357,3
330.610535,338.610535,43.004101,51.004101,3
331.911662,339.911662,43.279558,51.279558,3
333.212789,341.212789,43.555014,51.555014,3
334.513916,342.513916,43.830471,51.830471,3
335.722371,343.722371,44.132278,52.132278,3
336.930827,344.930827,44.434086,52.434086,3
338.139282,346.139282,44.735893,52.735893,3
339.15979,347.15979,45.087159,53.087159,3
340.180298,348.180298,45.438426,53.438426,3
341.200806,349.200806,45.789692,53.789692,3
341.950399,349.950399,46.216198,54.216198,3
342.699992,350.699992,46.642704,54.642704,3
343.449585,351.449585,47.06921,55.06921,3
344.054576,352.054576,47.470634,55.470634,3
344.659566,352.659566,47.872059,55.872059,3
345.264557,353.264557,48.273483,56.273483,3
345.796722,353.796722,48.690843,56.690843,3
346.328888,354.328888,49.108202,57.108202,3
346.861053,354.861053,49.525562,57.525562,3
347.348378,355.348378,49.928542,57.928542,3
347.835704,355.835704,50.331521,58.331521,3
348.323029,356.323029,50.734501,58.734501,3
348.441091,356.441091,51.224508,59.224508,3
348.559154,356.559154,51.714514,59.714514,3
348.677216,356.677216,52.204521,60.204521,3
349.074626,357.074626,52.510495,60.510495,3
349.472036,357.472036,52.81647,60.81647,3
349.869446,357.869446,53.122444,61.122444,3
350.022288,358.022288,53.465173,61.465173,3
350.17513,358.17513,53.807902,61.807902,3
350.327972,358.327972,54.150631,62.150631,3
350.467234,358.467234,54.542809,62.542809,3
350.606496,358.606496,54.934986,62.934986,3
350.745758,358.745758,55.327164,63.327164,3
350.812083,358.812083,55.618221,63.618221,3
350.878408,358.878408,55.909279,63.909279,3
350.944733,358.944733,56.200336,64.200336,3
350.972636,358.972636,56.504165,64.504165,3
351.000539,359.000539,56.807995,64.807995,3
351.028442,359.028442,57.111824,65.111824,3
351.086771,359.086771,57.422741,65.422741,3
351.145101,359.145101,57.733658,65.733658,3
351.20343,359.20343,58.044575,66.044575,3
351.320312,359.320312,58.364314,66.364314,3
351.437195,359.437195,58.684053,66.684053,3
351.554077,359.554077,59.003792,67.003792,3
351.714589,359.714589,59.270538,67.270538,3
351.875102,359.875102,59.537285,67.537285,3
352.035614,0.035614,59.804031,67.804031,3
352.161672,0.161672,60.109682,68.109682,3
352.28773,0.28773,60.415334,68.415334,3
352.413788,0.413788,60.720985,68.720985,3
352.591034,0.591034,61.02138,69.02138,3
352.76828,0.76828,61.321774,69.321774,3
352.945526,0.945526,61.622169,69.622169,3
352.994018,0.994018,61.815839,69.815839,3
353.042511,1.042511,62.009508,70.009508,3
353.091003,1.091003,62.203178,70.203178,3
353.242859,1.242859,62.354792,70.354792,3
353.394714,1.394714,62.506406,70.506406,3
353.54657,1.54657,62.65802,70.65802,3
353.704081,1.704081,62.940684,70.940684,3
353.861593,1.861593,63.223348,71.223348,3
354.019104,2.019104,63.506012,71.506012,3
354.128977,2.128977,63.706085,71.706085,3
354.238851,2.238851,63.906159,71.906159,3
354.348724,2.348724,64.106232,72.106232,3
354.599914,2.599914,64.321208,72.321208,3
354.851105,2.851105,64.536184,72.536184,3
355.102295,3.102295,64.75116,72.75116,3
355.482503,3.482503,64.997783,72.997783,3
355.86271,3.86271,65.244405,73.244405,3
356.242918,4.242918,65.491028,73.491028,3
356.436101,4.436101,65.798917,73.798917,3
356.629285,4.629285,66.106807,74.106807,3
356.822468,4.822468,66.414696,74.414696,3
357.110202,5.110202,66.701383,74.701383,3
357.397935,5.397935,66.98807,74.98807,3
357.685669,5.685669,67.274757,75.274757,3
358.06881,6.06881,67.474179,75.474179,3
358.451951,6.451951,67.673602,75.673602,3
358.835092,6.835092,67.873024,75.873024,3
358.962419,6.962419,68.071612,76.071612,3
359.089746,7.089746,68.2702,76.2702,3
359.217073,7.217073,68.468788,76.468788,3
359.613813,7.613813,68.808301,76.808301,3
0.010554,8.010554,69.147815,77.147815,3
0.407294,8.407294,69.487328,77.487328,3
1.005858,9.005858,69.80718,77.80718,3
1.604423,9.604423,70.127032,78.127032,3
2.202987,10.202987,70.446884,78.446884,3
2.466711,10.466711,70.744893,78.744893,3
2.730436,10.730436,71.042903,79.042903,3
2.99416,10.99416,71.340912,79.340912,3
3.127784,11.127784,71.5669,79.5669,3
3.261408,11.261408,71.792887,79.792887,3
3.395032,11.395032,72.018875,80.018875,3
307.513184,315.513184,36.932602,44.932602,4
308.848735,316.848735,37.077536,45.077536,4
310.184285,318.184285,37.222471,45.222471,4
311.519836,319.519836,37.367405,45.367405,4
312.995371,320.995371,37.824281,45.824281,4
314.470907,322.470907,38.281157,46.281157,4
315.946442,323.946442,38.738033,46.738033,4
317.516978,325.516978,38.918082,46.918082,4
319.087515,327.087515,39.09813,47.09813,4
320.658051,328.658051,39.278179,47.278179,4
321.506317,329.506317,39.410889,47.410889,4
322.354584,330.354584,39.543598,47.543598,4
323.20285,331.20285,39.676308,47.676308,4
323.761963,331.761963,39.910977,47.910977,4
324.321075,332.321075,40.145645,48.145645,4
324.880188,332.880188,40.380314,48.380314,4
325.39207,333.39207,40.628731,48.628731,4
325.903951,333.903951,40.877148,48.877148,4
326.415833,334.415833,41.125565,49.125565,4
326.937856,334.937856,41.201447,49.201447,4
327.45988,335.45988,41.277328,49.277328,4
327.981903,335.981903,41.35321,49.35321,4
328.697357,336.697357,41.630261,49.630261,4
329.412811,337.412811,41.907313,49.907313,4
330.128265,338.128265,42.184364,50.184364,4
331.11025,339.11025,42.683009,50.683009,4
332.092234,340.092234,43.181653,51.181653,4
333.074219,341.074219,43.680298,51.680298,4
333.800334,341.800334,44.177387,52.177387,4
334.526448,342.526448,44.674477,52.674477,4
335.252563,343.252563,45.171566,53.171566,4
336.153717,344.153717,45.788314,53.788314,4
337.05487,345.05487,46.405061,54.405061,4
337.956024,345.956024,47.021809,55.021809,4
338.96346,346.96346,47.604421,55.604421,4
339.970897,347.970897,48.187034,56.187034,4
340.978333,348.978333,48.769646,56.769646,4
341.856029,349.856029,49.278225,57.278225,4
342.733724,350.733724,49.786804,57.786804,4
343.61142,351.61142,50.295383,58.295383,4
344.786418,352.786418,50.872908,58.872908,4
345.961416,353.961416,51.450433,59.450433,4
347.136414,355.136414,52.027958,60.027958,4
348.968801,356.968801,53.052264,61.052264,4
350.801188,358.801188,54.07657,62.07657,4
352.633575,0.633575,55.100876,63.100876,4
276.807861,284.807861,36.62738,44.62738,5
277.602193,285.602193,36.774003,44.774003,5
278.396525,286.396525,36.920626,44.920626,5
279.190857,287.190857,37.067249,45.067249,5
279.098155,287.098155,36.645981,44.645981,5
279.005452,287.005452,36.224712,44.224712,5
278.91275,286.91275,35.803444,43.803444,5
279.32077,287.32077,35.583538,43.583538,5
279.72879,287.72879,35.363632,43.363632,5
280.13681,288.13681,35.143726,43.143726,5
280.565582,288.565582,35.005546,43.005546,5
280.994354,288.994354,34.867367,42.867367,5
281.423126,289.423126,34.729187,42.729187,5
281.926086,289.926086,34.76856,42.76856,5
282.429047,290.429047,34.807932,42.807932,5
282.932007,290.932007,34.847305,42.847305,5
284.196564,292.196564,35.452356,43.452356,5
285.46112,293.46112,36.057406,44.057406,5
286.725677,294.725677,36.662457,44.662457,5
287.32547,295.32547,36.923341,44.923341,5
287.925262,295.925262,37.184226,45.184226,5
288.525055,296.525055,37.44511,45.44511,5
289.331858,297.331858,37.882199,45.882199,5
290.138662,298.138662,38.319289,46.319289,5
290.945465,298.945465,38.756378,46.756378,5
292.046102,300.046102,39.307772,47.307772,5
293.146738,301.146738,39.859167,47.859167,5
294.247375,302.247375,40.410561,48.410561,5
295.691894,303.691894,41.035317,49.035317,5
297.136414,305.136414,41.660072,49.660072,5
298.580933,306.580933,42.284828,50.284828,5
300.353435,308.353435,42.993882,50.993882,5
302.125936,310.125936,43.702937,51.702937,5
303.898438,311.898438,44.411991,52.411991,5
305.792654,313.792654,45.003432,53.003432,5
307.686869,315.686869,45.594873,53.594873,5
309.581085,317.581085,46.186314,54.186314,5
311.07605,319.07605,46.678751,54.678751,5
312.571014,320.571014,47.171187,55.171187,5
314.065979,322.065979,47.663624,55.663624,5
316.097839,324.097839,48.132802,56.132802,5
318.1297,326.1297,48.601981,56.601981,5
320.16156,328.16156,49.071159,57.071159,5
322.617564,330.617564,49.39609,57.39609,5
325.073568,333.073568,49.721021,57.721021,5
327.529572,335.529572,50.045952,58.045952,5
329.578858,337.578858,50.121437,58.121437,5
331.628143,339.628143,50.196923,58.196923,5
333.677429,341.677429,50.272408,58.272408,5
335.552521,343.552521,50.366307,58.366307,5
337.427612,345.427612,50.460205,58.460205,5
339.302704,347.302704,50.554104,58.554104,5
340.899078,348.899078,50.666269,58.666269,5
342.495453,350.495453,50.778433,58.778433,5
344.091827,352.091827,50.890598,58.890598,5
345.82784,353.82784,50.916947,58.916947,5
347.563853,355.563853,50.943297,58.943297,5
349.299866,357.299866,50.969646,58.969646,5
350.891592,358.891592,51.038218,59.038218,5
352.483317,0.483317,51.10679,59.10679,5
354.075043,2.075043,51.175362,59.175362,5
355.491139,3.491139,51.305603,59.305603,5
356.907234,4.907234,51.435845,59.435845,5
358.32333,6.32333,51.566086,59.566086,5
359.622253,7.622253,51.721406,59.721406,5
0.921175,8.921175,51.876727,59.876727,5
2.220098,10.220098,52.032047,60.032047,5
3.351574,11.351574,52.259219,60.259219,5
4.48305,12.48305,52.48639,60.48639,5
5.614526,13.614526,52.713562,60.713562,5
6.635728,14.635728,52.984947,60.984947,5
7.65693,15.65693,53.256333,61.256333,5
8.678132,16.678132,53.527718,61.527718,5
9.525122,17.525122,53.749415,61.749415,5
10.372111,18.372111,53.971113,61.971113,5
