lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
344.763062,352.763062,52.23531,60.23531,-11.0,56.2
345.778778,353.778778,53.16183,61.16183,-10.0,57.1
346.794495,354.794495,54.08835,62.08835,-9.2,58.0
347.810211,355.810211,55.01487,63.01487,-8.1,59.0
348.7488,356.7488,55.565397,63.565397,-7.2,59.5
349.687388,357.687388,56.115924,64.115924,-6.3,60.1
350.625977,358.625977,56.666451,64.666451,-5.3,60.6
351.449158,359.449158,57.104835,65.104835,-4.5,61.1
352.272339,0.272339,57.543218,65.543218,-3.7,61.5
353.09552,1.09552,57.981602,65.981602,-2.9,61.9
353.889313,1.889313,58.240336,66.240336,-2.1,62.2
354.683105,2.683105,58.499071,66.499071,-1.3,62.4
355.476898,3.476898,58.757805,66.757805,-0.5,62.7
356.180432,4.180432,59.008851,67.008851,0.18,63.0
356.883966,4.883966,59.259898,67.259898,0.88,63.2
357.5875,5.5875,59.510944,67.510944,1.58,63.5
358.06053,6.06053,59.722053,67.722053,2.06,63.7
358.533561,6.533561,59.933163,67.933163,2.53,63.9
359.006591,7.006591,60.144272,68.144272,3.0,64.1
358.908006,6.908006,60.183464,68.183464,2.9,64.1
358.809421,6.809421,60.222656,68.222656,2.8,64.2
358.710836,6.710836,60.261848,68.261848,2.71,64.2
359.092467,7.092467,60.234774,68.234774,3.09,64.2
359.474099,7.474099,60.2077,68.2077,3.47,64.2
359.85573,7.85573,60.180626,68.180626,3.85,64.1
0.368225,8.368225000000002,60.076588,68.076588,4.36,64.0
0.880721,8.880721,59.972549,67.972549,4.88,63.9
1.393216,9.393216,59.868511,67.868511,5.39,63.8
1.882261,9.882261,59.732216,67.732216,5.88,63.7
2.371307,10.371307,59.59592,67.59592,6.37,63.5
2.860352,10.860352,59.459625,67.459625,6.86,63.4
3.553003,11.553003,59.410021,67.410021,7.55,63.4
4.245654,12.245654,59.360418,67.360418,8.24,63.3
4.938305,12.938305,59.310814,67.310814,8.93,63.3
5.786961,13.786961,59.202582,67.202582,9.78,63.2
6.635618,14.635618,59.09435,67.09435,10.6,63.0
7.484274,15.484274,58.986118,66.986118,11.4,62.9
9.067587,17.067587,58.847083,66.847083,13.0,62.8
10.6509,18.6509,58.708047,66.708047,14.6,62.7
12.234213,20.234213,58.569012,66.569012,16.2,62.5
13.768419,21.768419,58.405388,66.405388,17.7,62.4
15.302626,23.302626,58.241764,66.241764,19.3,62.2
16.836832,24.836832,58.07814,66.07814,20.8,62.0
17.21627,25.21627,57.773704,65.773704,21.2,61.7
17.595707,25.595707,57.469269,65.469269,21.5,61.4
17.975145,25.975145,57.164833,65.164833,21.9,61.1
18.390011,26.390011,56.851929,64.851929,22.3,60.8
18.804878,26.804878,56.539024,64.539024,22.8,60.5
19.219744,27.219744,56.22612,64.22612,23.2,60.2
19.858402,27.858402,56.035418,64.035418,23.8,60.0
20.497059,28.497059,55.844717,63.844717,24.4,59.8
21.135717,29.135717,55.654015,63.654015,25.1,59.6
21.943421,29.943421,55.512669,63.512669,25.9,59.5
22.751124,30.751124,55.371323,63.371323,26.7,59.3
23.558828,31.558828,55.229977,63.229977,27.5,59.2
24.442213,32.442213,55.058838,63.058838,28.4,59.0
25.325597,33.325597,54.887699,62.887699,29.3,58.8
26.208982,34.208982,54.71656,62.71656,30.2,58.7
27.017744,35.017744,54.454351,62.454351,31.0,58.4
27.826507,35.826507,54.192141,62.192141,31.8,58.1
28.635269,36.635269,53.929932,61.929932,32.6,57.9
29.533648,37.533648,53.686193,61.686193,33.5,57.6
30.432027,38.432027,53.442454,61.442454,34.4,57.4
31.330406,39.330406,53.198715,61.198715,35.3,57.1
32.408445,40.408445,52.913906,60.913906,36.4,56.9
33.486483,41.486483,52.629097,60.629097,37.4,56.6
34.564522,42.564522,52.344288,60.344288,38.5,56.3
35.905211,43.905211,51.965283,59.965283,39.9,55.9
37.245901,45.245901,51.586277,59.586277,41.2,55.5
38.58659,46.58659,51.207272,59.207272,42.5,55.2
39.54981,47.54981,50.666182,58.666182,43.5,54.6
40.51303,48.51303,50.125093,58.125093,44.5,54.1
41.47625,49.47625,49.584003,57.584003,45.4,53.5
41.835413,49.835413,49.456535,57.456535,45.8,53.4
42.194575,50.194575,49.329067,57.329067,46.1,53.3
42.553738,50.553738,49.201599,57.201599,46.5,53.2
42.890302,50.890302,49.319004,57.319004,46.8,53.3
43.226867,51.226867,49.436409,57.436409,47.2,53.4
43.563431,51.563431,49.553814,57.553814,47.5,53.5
43.722356,51.722356,49.539457,57.539457,47.7,53.5
43.881282,51.881282,49.525099,57.525099,47.8,53.5
44.040207,52.040207,49.510742,57.510742,48.0,53.5
43.775803,51.775803,49.303354,57.303354,47.7,53.3
43.511398,51.511398,49.095965,57.095965,47.5,53.0
43.246994,51.246994,48.888577,56.888577,47.2,52.8
42.886955,50.886955,48.801248,56.801248,46.8,52.8
42.526917,50.526917,48.71392,56.71392,46.5,52.7
42.166878,50.166878,48.626591,56.626591,46.1,52.6
41.554609,49.554609,48.403398,56.403398,45.5,52.4
40.942339,48.942339,48.180205,56.180205,44.9,52.1
40.33007,48.33007,47.957012,55.957012,44.3,51.9
40.567594,48.567594,47.752226,55.752226,44.5,51.7
40.805117,48.805117,47.547441,55.547441,44.8,51.5
41.042641,49.042641,47.342655,55.342655,45.0,51.3
41.523442,49.523442,47.232159,55.232159,45.5,51.2
42.004242,50.004242,47.121662,55.121662,46.0,51.1
42.485043,50.485043,47.011166,55.011166,46.4,51.0
43.101665,51.101665,46.81553,54.81553,47.1,50.8
43.718286,51.718286,46.619895,54.619895,47.7,50.6
44.334908,52.334908,46.424259,54.424259,48.3,50.4
