lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.252472,352.252472,50.629123,58.629123,-11.0,54.6,130
345.092956,353.092956,50.450597,58.450597,-10.0,54.4,131
345.933441,353.933441,50.272072,58.272072,-10.0,54.2,132
346.866424,354.866424,50.086402,58.086402,-9.1,54.0,133
347.799408,355.799408,49.900731,57.900731,-8.2,53.9,134
348.732391,356.732391,49.715061,57.715061,-7.2,53.7,135
349.44517,357.44517,49.438757,57.438757,-6.5,53.4,136
350.157949,358.157949,49.162454,57.162454,-5.8,53.1,137
350.870728,358.870728,48.88615,56.88615,-5.1,52.8,138
351.493297,359.493297,48.693854,56.693854,-4.5,52.6,139
352.115865,0.115865,48.501557,56.501557,-3.8,52.5,140
352.738434,0.738434,48.309261,56.309261,-3.2,52.3,141
353.235494,1.235494,48.093685,56.093685,-2.7,52.0,142
353.732554,1.732554,47.878109,55.878109,-2.2,51.8,143
354.229614,2.229614,47.662533,55.662533,-1.7,51.6,144
354.672485,2.672485,47.546977,55.546977,-1.3,51.5,145
355.115357,3.115357,47.431421,55.431421,-0.8,51.4,146
355.558228,3.558228,47.315865,55.315865,-0.4,51.3,147
355.991903,3.991903,47.280673,55.280673,0.0,51.2,148
356.425577,4.425577,47.245481,55.245481,0.42,51.2,149
356.859252,4.859252,47.210289,55.210289,0.85,51.2,150
357.25016,5.25016,47.223614,55.223614,1.25,51.2,151
357.641067,5.641067,47.236938,55.236938,1.64,51.2,152
358.031975,6.031975,47.250263,55.250263,2.03,51.2,153
358.249061,6.249061,47.21576,55.21576,2.24,51.2,154
358.466146,6.466146,47.181258,55.181258,2.46,51.1,155
358.683232,6.683232,47.146755,55.146755,2.68,51.1,156
358.892525,6.892525,47.081381,55.081381,2.89,51.0,157
359.101817,7.101817,47.016008,55.016008,3.1,51.0,158
359.31111,7.31111,46.950634,54.950634,3.31,50.9,159
359.5913,7.5913,46.90875,54.90875,3.59,50.9,160
359.87149,7.87149,46.866866,54.866866,3.87,50.8,161
0.15168,8.151680000000002,46.824982,54.824982,4.15,50.8,162
0.384289,8.384289000000004,46.772943,54.772943,4.38,50.7,163
0.616897,8.616897,46.720904,54.720904,4.61,50.7,164
0.849506,8.849506,46.668865,54.668865,4.84,50.6,165
1.098653,9.098653,46.604468,54.604468,5.09,50.6,166
1.347799,9.347799,46.540071,54.540071,5.34,50.5,167
1.596946,9.596946,46.475674,54.475674,5.59,50.4,168
1.691943,9.691943,46.087532,54.087532,5.69,50.0,169
1.786939,9.786939,45.699391,53.699391,5.78,49.6,170
1.881936,9.881936,45.311249,53.311249,5.88,49.3,171
