lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
344.436981,352.436981,56.378815,64.378815,-11.0,60.3
345.190094,353.190094,56.537998,64.537998,-10.0,60.5
345.943207,353.943207,56.697182,64.697182,-10.0,60.6
346.865173,354.865173,56.714028,64.714028,-9.1,60.7
347.78714,355.78714,56.730873,64.730873,-8.2,60.7
348.709106,356.709106,56.747719,64.747719,-7.2,60.7
349.967132,357.967132,56.906019,64.906019,-6.0,60.9
351.225159,359.225159,57.064318,65.064318,-4.7,61.0
352.483185,0.483185,57.222618,65.222618,-3.5,61.2
353.566345,1.566345,57.256226,65.256226,-2.4,61.2
354.649506,2.649506,57.289833,65.289833,-1.3,61.2
355.732666,3.732666,57.323441,65.323441,-0.2,61.3
356.564229,4.564229,57.509082,65.509082,0.56,61.5
357.395793,5.395793,57.694722,65.694722,1.39,61.6
358.227356,6.227356,57.880363,65.880363,2.22,61.8
358.447777,6.447777,58.550786,66.550786,2.44,62.5
358.668198,6.668198,59.221209,67.221209,2.66,63.2
358.888619,6.888619,59.891632,67.891632,2.88,63.8
359.717485,7.717485,59.946958,67.946958,3.71,63.9
0.546352,8.546352000000002,60.002284,68.002284,4.54,64.0
1.375218,9.375218,60.05761,68.05761,5.37,64.0
1.699196,9.699196,60.449285,68.449285,5.69,64.4
2.023175,10.023175,60.84096,68.84096,6.02,64.8
2.347153,10.347153,61.232635,69.232635,6.34,65.2
