lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
345.209808,353.209808,56.142014,64.142014,-10.0,60.1
346.503275,354.503275,56.096724,64.096724,-9.4,60.0
347.796743,355.796743,56.051435,64.051435,-8.2,60.0
349.09021,357.09021,56.006145,64.006145,-6.9,60.0
350.105214,358.105214,55.999146,63.999146,-5.8,59.9
351.120219,359.120219,55.992148,63.992148,-4.8,59.9
352.135223,0.135223,55.985149,63.985149,-3.8,59.9
353.014974,1.014974,55.930749,63.930749,-2.9,59.9
353.894724,1.894724,55.876349,63.876349,-2.1,59.8
354.774475,2.774475,55.821949,63.821949,-1.2,59.8
356.068563,4.068563,55.481485,63.481485,0.06,59.4
357.36265,5.36265,55.14102,63.14102,1.36,59.1
358.656738,6.656738,54.800556,62.800556,2.65,58.8
359.90427,7.90427,54.360894,62.360894,3.9,58.3
1.151801,9.151801,53.921233,61.921233,5.15,57.9
2.399333,10.399333,53.481571,61.481571,6.39,57.4
3.482298,11.482298,53.245014,61.245014,7.48,57.2
4.565263,12.565263,53.008457,61.008457,8.56,57.0
5.648228,13.648228,52.7719,60.7719,9.64,56.7
6.861393,14.861393,52.59988,60.59988,10.8,56.5
8.074558,16.074558,52.42786,60.42786,12.0,56.4
9.287723,17.287723,52.25584,60.25584,13.2,56.2
10.36437,18.36437,52.086262,60.086262,14.3,56.0
11.441017,19.441017,51.916683,59.916683,15.4,55.9
12.517664,20.517664,51.747105,59.747105,16.5,55.7
13.320385,21.320385,51.653761,59.653761,17.3,55.6
14.123106,22.123106,51.560416,59.560416,18.1,55.5
14.925827,22.925827,51.467072,59.467072,18.9,55.4
15.737636,23.737636,51.451282,59.451282,19.7,55.4
16.549445,24.549445,51.435491,59.435491,20.5,55.4
17.361254,25.361254,51.419701,59.419701,21.3,55.4
18.021938,26.021938,51.418709,59.418709,22.0,55.4
18.682623,26.682623,51.417717,59.417717,22.6,55.4
19.343307,27.343307,51.416725,59.416725,23.3,55.4
20.122001,28.122001,51.371447,59.371447,24.1,55.3
20.900696,28.900696,51.326169,59.326169,24.9,55.3
21.67939,29.67939,51.280891,59.280891,25.6,55.2
22.781636,30.781636,51.190385,59.190385,26.7,55.1
23.883882,31.883882,51.099879,59.099879,27.8,55.0
24.986128,32.986128,51.009373,59.009373,28.9,55.0
25.906107,33.906107,50.994957,58.994957,29.9,54.9
26.826086,34.826086,50.980541,58.980541,30.8,54.9
27.746065,35.746065,50.966125,58.966125,31.7,54.9
28.297429,36.297429,51.054354,59.054354,32.2,55.0
28.848794,36.848794,51.142583,59.142583,32.8,55.1
29.400158,37.400158,51.230812,59.230812,33.4,55.2
30.100163,38.100163,51.365106,59.365106,34.1,55.3
30.800167,38.800167,51.4994,59.4994,34.8,55.4
31.500172,39.500172,51.633694,59.633694,35.5,55.6
31.648159,39.648159,51.827099,59.827099,35.6,55.8
31.796147,39.796147,52.020504,60.020504,35.7,56.0
31.944134,39.944134,52.213909,60.213909,35.9,56.2
32.083965,40.083965,52.377696,60.377696,36.0,56.3
32.223797,40.223797,52.541482,60.541482,36.2,56.5
32.363628,40.363628,52.705269,60.705269,36.3,56.7
32.396591,40.396591,52.864459,60.864459,36.3,56.8
32.429554,40.429554,53.023648,61.023648,36.4,57.0
32.462517,40.462517,53.182838,61.182838,36.4,57.1
32.384747,40.384747,53.252887,61.252887,36.3,57.2
32.306976,40.306976,53.322937,61.322937,36.3,57.3
32.229206,40.229206,53.392986,61.392986,36.2,57.3
32.379705,40.379705,53.455136,61.455136,36.3,57.4
32.530203,40.530203,53.517287,61.517287,36.5,57.5
32.680702,40.680702,53.579437,61.579437,36.6,57.5
33.177358,41.177358,53.718501,61.718501,37.1,57.7
33.674014,41.674014,53.857564,61.857564,37.6,57.8
34.17067,42.17067,53.996628,61.996628,38.1,57.9
34.381821,42.381821,54.151684,62.151684,38.3,58.1
34.592972,42.592972,54.30674,62.30674,38.5,58.3
34.804123,42.804123,54.461796,62.461796,38.8,58.4
34.68298,42.68298,54.496502,62.496502,38.6,58.4
34.561836,42.561836,54.531208,62.531208,38.5,58.5
34.440693,42.440693,54.565914,62.565914,38.4,58.5
34.697319,42.697319,54.697778,62.697778,38.6,58.6
34.953945,42.953945,54.829642,62.829642,38.9,58.8
35.210571,43.210571,54.961506,62.961506,39.2,58.9
36.321305,44.321305,55.272216,63.272216,40.3,59.2
37.43204,45.43204,55.582925,63.582925,41.4,59.5
38.542774,46.542774,55.893635,63.893635,42.5,59.8
