lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.241028,352.241028,51.425339,59.425339,-11.0,55.4,133
345.314911,353.314911,51.506382,59.506382,-10.0,55.5,134
346.388794,354.388794,51.587425,59.587425,-9.6,55.5,135
347.462474,355.462474,51.601632,59.601632,-8.5,55.6,136
348.536153,356.536153,51.61584,59.61584,-7.4,55.6,137
349.609833,357.609833,51.630047,59.630047,-6.3,55.6,138
350.782125,358.782125,51.546616,59.546616,-5.2,55.5,139
351.954417,359.954417,51.463184,59.463184,-4.0,55.4,140
353.126709,1.126709,51.379753,59.379753,-2.8,55.3,141
354.15781,2.15781,51.260523,59.260523,-1.8,55.2,142
355.18891,3.18891,51.141294,59.141294,-0.8,55.1,143
356.220011,4.220011000000002,51.022064,59.022064,0.22,55.0,144
357.041427,5.041427,50.985049,58.985049,1.04,54.9,145
357.862842,5.862842,50.948033,58.948033,1.86,54.9,146
358.684258,6.684258,50.911018,58.911018,2.68,54.9,147
359.346159,7.346159,50.90294,58.90294,3.34,54.9,148
0.008059,8.008059,50.894862,58.894862,4.0,54.8,149
0.66996,8.66996,50.886784,58.886784,4.66,54.8,150
1.332324,9.332324,50.88525,58.88525,5.33,54.8,151
1.994687,9.994687,50.883717,58.883717,5.99,54.8,152
2.657051,10.657051,50.882183,58.882183,6.65,54.8,153
3.513912,11.513912,50.873108,58.873108,7.51,54.8,154
4.370772,12.370772,50.864033,58.864033,8.37,54.8,155
5.227633,13.227633,50.854958,58.854958,9.22,54.8,156
6.379909,14.379909,50.857371,58.857371,10.3,54.8,157
7.532185,15.532185,50.859785,58.859785,11.5,54.8,158
8.684461000000002,16.684461,50.862198,58.862198,12.6,54.8,159
9.809846,17.809846,50.850491,58.850491,13.8,54.8,160
10.935232,18.935232,50.838783,58.838783,14.9,54.8,161
12.060617,20.060617,50.827076,58.827076,16.0,54.8,162
12.89813,20.89813,50.803923,58.803923,16.8,54.8,163
13.735643,21.735643,50.780771,58.780771,17.7,54.7,164
14.573156,22.573156,50.757618,58.757618,18.5,54.7,165
15.320257,23.320257,50.729832,58.729832,19.3,54.7,166
16.067358,24.067358,50.702045,58.702045,20.0,54.7,167
16.814459,24.814459,50.674259,58.674259,20.8,54.6,168
17.50863,25.50863,50.636252,58.636252,21.5,54.6,169
18.202802,26.202802,50.598245,58.598245,22.2,54.5,170
18.896973,26.896973,50.560238,58.560238,22.8,54.5,171
19.713715,27.713715,50.618376,58.618376,23.7,54.6,172
20.530456,28.530456,50.676515,58.676515,24.5,54.6,173
21.347198,29.347198,50.734653,58.734653,25.3,54.7,174
22.111183,30.111183,50.84099,58.84099,26.1,54.8,175
22.875168,30.875168,50.947328,58.947328,26.8,54.9,176
23.639153,31.639153,51.053665,59.053665,27.6,55.0,177
24.22258,32.22258,51.098189,59.098189,28.2,55.0,178
24.806006,32.806006,51.142713,59.142713,28.8,55.1,179
25.389433,33.389433,51.187237,59.187237,29.3,55.1,180
26.075736,34.075736,51.238552,59.238552,30.0,55.2,181
26.762038,34.762038,51.289868,59.289868,30.7,55.2,182
27.448341,35.448341,51.341183,59.341183,31.4,55.3,183
27.987582,35.987582,51.64659,59.64659,31.9,55.6,184
28.526822,36.526822,51.951997,59.951997,32.5,55.9,185
29.066063,37.066063,52.257404,60.257404,33.0,56.2,186
29.484963,37.484963,52.496015,60.496015,33.4,56.4,187
29.903862,37.903862,52.734625,60.734625,33.9,56.7,188
30.322762,38.322762,52.973236,60.973236,34.3,56.9,189
30.844034,38.844034,53.187752,61.187752,34.8,57.1,190
31.365306,39.365306,53.402267,61.402267,35.3,57.4,191
31.886578,39.886578,53.616783,61.616783,35.8,57.6,192
32.210041,40.210041,54.051858,62.051858,36.2,58.0,193
