lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
344.352173,352.352173,43.24698,51.24698,-11.0,47.2
345.887085,353.887085,43.317332,51.317332,-10.0,47.3
347.421997,355.421997,43.387684,51.387684,-8.5,47.3
348.680298,356.680298,43.462182,51.462182,-7.3,47.4
349.938598,357.938598,43.536681,51.536681,-6.0,47.5
351.196899,359.196899,43.611179,51.611179,-4.8,47.6
352.281484,0.281484,43.501841,51.501841,-3.7,47.5
353.366068,1.366068,43.392503,51.392503,-2.6,47.3
354.450653,2.450653,43.283165,51.283165,-1.5,47.2
355.524344,3.524344,43.094793,51.094793,-0.4,47.0
356.598035,4.598035,42.90642,50.90642,0.59,46.9
357.671726,5.671726,42.718048,50.718048,1.67,46.7
358.983007,6.983007,42.451749,50.451749,2.98,46.4
0.294288,8.294288,42.18545,50.18545,4.29,46.1
1.605569,9.605569,41.919151,49.919151,5.6,45.9
2.729865,10.729865,41.624662,49.624662,6.72,45.6
3.854162,11.854162,41.330172,49.330172,7.85,45.3
4.978458,12.978458,41.035683,49.035683,8.97,45.0
5.662745,13.662745,40.860382,48.860382,9.66,44.8
6.347033,14.347033,40.685082,48.685082,10.3,44.6
7.03132,15.03132,40.509781,48.509781,11.0,44.5
7.552848,15.552848,40.47832,48.47832,11.5,44.4
8.074377,16.074377,40.446859,48.446859,12.0,44.4
8.595905,16.595905,40.415398,48.415398,12.5,44.4
9.111757,17.111757,40.363051,48.363051,13.1,44.3
9.627609,17.627609,40.310705,48.310705,13.6,44.3
10.143461,18.143461,40.258358,48.258358,14.1,44.2
10.952603,18.952603,40.140472,48.140472,14.9,44.1
11.761745,19.761745,40.022587,48.022587,15.7,44.0
12.570887,20.570887,39.904701,47.904701,16.5,43.9
13.6578,21.6578,39.954847,47.954847,17.6,43.9
14.744712,22.744712,40.004992,48.004992,18.7,44.0
15.831625,23.831625,40.055138,48.055138,19.8,44.0
16.925399,24.925399,40.459753,48.459753,20.9,44.4
18.019173,26.019173,40.864367,48.864367,22.0,44.8
19.112947,27.112947,41.268982,49.268982,23.1,45.2
19.916354,27.916354,41.581655,49.581655,23.9,45.5
20.719762,28.719762,41.894328,49.894328,24.7,45.8
21.523169,29.523169,42.207001,50.207001,25.5,46.2
22.012423,30.012423,42.400274,50.400274,26.0,46.4
22.501677,30.501677,42.593546,50.593546,26.5,46.5
