lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
0.377178,8.377178000000002,54.495834,62.495834,4.37,58.4,0
1.371169,9.371169,54.387064,62.387064,5.37,58.3,1
2.365159,10.365159,54.278295,62.278295,6.36,58.2,2
3.35915,11.35915,54.169525,62.169525,7.35,58.1,3
4.125896,12.125896,54.087903,62.087903,8.12,58.0,4
4.892642,12.892642,54.006282,62.006282,8.89,58.0,5
5.659388,13.659388,53.92466,61.92466,9.65,57.9,6
6.61853,14.61853,53.730684,61.730684,10.6,57.7,7
7.577673,15.577673,53.536707,61.536707,11.5,57.5,8
8.536815000000002,16.536815,53.342731,61.342731,12.5,57.3,9
9.546092,17.546092,53.292448,61.292448,13.5,57.2,10
10.555369,18.555369,53.242166,61.242166,14.5,57.2,11
11.564646,19.564646,53.191883,61.191883,15.5,57.1,12
12.386303,20.386303,53.2716,61.2716,16.3,57.2,13
13.20796,21.20796,53.351317,61.351317,17.2,57.3,14
14.029617,22.029617,53.431034,61.431034,18.0,57.4,15
14.637922,22.637922,53.534294,61.534294,18.6,57.5,16
15.246227,23.246227,53.637554,61.637554,19.2,57.6,17
15.854532,23.854532,53.740814,61.740814,19.8,57.7,18
16.125454,24.125454,53.900424,61.900424,20.1,57.9,19
16.396375,24.396375,54.060033,62.060033,20.3,58.0,20
16.667297,24.667297,54.219643,62.219643,20.6,58.2,21
16.772301,24.772301,54.20655,62.20655,20.7,58.2,22
16.877305,24.877305,54.193456,62.193456,20.8,58.1,23
16.982309,24.982309,54.180363,62.180363,20.9,58.1,24
17.574702,25.574702,54.047721,62.047721,21.5,58.0,25
18.167096,26.167096,53.915078,61.915078,22.1,57.9,26
18.759489,26.759489,53.782436,61.782436,22.7,57.7,27
19.478759,27.478759,53.579354,61.579354,23.4,57.5,28
20.198029,28.198029,53.376273,61.376273,24.1,57.3,29
20.917299,28.917299,53.173191,61.173191,24.9,57.1,30
21.729622,29.729622,53.172639,61.172639,25.7,57.1,31
22.541946,30.541946,53.172087,61.172087,26.5,57.1,32
23.354269,31.354269,53.171535,61.171535,27.3,57.1,33
24.374748,32.374748,53.256505,61.256505,28.3,57.2,34
25.395226,33.395226,53.341475,61.341475,29.3,57.3,35
26.415705,34.415705,53.426445,61.426445,30.4,57.4,36
27.232384,35.232384,53.581805,61.581805,31.2,57.5,37
28.049063,36.049063,53.737165,61.737165,32.0,57.7,38
28.865742,36.865742,53.892525,61.892525,32.8,57.8,39
29.564629,37.564629,54.162424,62.162424,33.5,58.1,40
30.263515,38.263515,54.432322,62.432322,34.2,58.4,41
30.962402,38.962402,54.702221,62.702221,34.9,58.7,42
31.450406,39.450406,55.392518,63.392518,35.4,59.3,43
31.93841,39.93841,56.082816,64.082816,35.9,60.0,44
32.426414,40.426414,56.773113,64.773113,36.4,60.7,45
32.714611,40.714611,57.466148,65.466148,36.7,61.4,46
33.002807,41.002807,58.159184,66.159184,37.0,62.1,47
33.291004,41.291004,58.852219,66.852219,37.2,62.8,48
33.577221,41.577221,59.329852,67.329852,37.5,63.3,49
33.863437,41.863437,59.807485,67.807485,37.8,63.8,50
34.149654,42.149654,60.285118,68.285118,38.1,64.2,51
34.399212,42.399212,60.602302,68.602302,38.3,64.6,52
34.648769,42.648769,60.919487,68.919487,38.6,64.9,53
34.898327,42.898327,61.236671,69.236671,38.8,65.2,54
34.774571,42.774571,61.441541,69.441541,38.7,65.4,55
34.650814,42.650814,61.64641,69.64641,38.6,65.6,56
34.527058,42.527058,61.85128,69.85128,38.5,65.8,57
32.075498,40.075498,61.849688,69.849688,36.0,65.8,58
29.623937,37.623937,61.848096,69.848096,33.6,65.8,59
27.172377,35.172377,61.846504,69.846504,31.1,65.8,60
