lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.480092,352.480092,57.17962,65.17962,-11.0,61.1,68
345.313812,353.313812,57.743313,65.743313,-10.0,61.7,69
346.090271,354.090271,58.268725,66.268725,-9.9,62.2,70
346.866729,354.866729,58.794138,66.794138,-9.1,62.7,71
347.643188,355.643188,59.31955,67.31955,-8.3,63.3,72
348.409637,356.409637,59.940707,67.940707,-7.5,63.9,73
349.176086,357.176086,60.561865,68.561865,-6.8,64.5,74
349.942535,357.942535,61.183022,69.183022,-6.0,65.1,75
350.958272,358.958272,61.817454,69.817454,-5.0,65.8,76
351.974009,359.974009,62.451887,70.451887,-4.0,66.4,77
352.989746,0.989746,63.086319,71.086319,-3.0,67.0,78
353.647613,1.647613,63.670532,71.670532,-2.3,67.6,79
354.305481,2.305481,64.254746,72.25474599999998,-1.6,68.2,80
354.963348,2.963348,64.838959,72.838959,-1.0,68.8,81
355.211293,3.211293,65.466555,73.466555,-0.7,69.4,82
355.459239,3.459239,66.094152,74.09415199999998,-0.5,70.0,83
355.707184,3.707184,66.721748,74.721748,-0.2,70.7,84
355.800435,3.800435,67.301475,75.30147499999998,-0.1,71.3,85
355.893687,3.893687,67.881203,75.881203,-0.1,71.8,86
355.986938,3.986938,68.46093,76.46093,0.0,72.4,87
355.665191,3.665191,68.972646,76.97264599999998,-0.3,72.9,88
355.343445,3.343445,69.484362,77.484362,-0.6,73.4,89
355.021698,3.021698,69.996078,77.99607799999998,-0.9,73.9,90
355.108226,3.108226,70.302233,78.302233,-0.8,74.3,91
355.194753,3.194753,70.608388,78.608388,-0.8,74.6,92
355.281281,3.281281,70.914543,78.91454299999998,-0.7,74.9,93
