lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.009359,352.009359,55.646192,63.646192,-11.0,59.6,73
344.371104,352.371104,56.346968,64.346968,-11.0,60.3,74
344.732849,352.732849,57.047745,65.047745,-11.0,61.0,75
344.874359,352.874359,57.702292,65.702292,-11.0,61.7,76
345.015869,353.015869,58.35684,66.35684,-10.0,62.3,77
345.157379,353.157379,59.011387,67.011387,-10.0,63.0,78
345.382334,353.382334,59.547313,67.547313,-10.0,63.5,79
345.60729,353.60729,60.083238,68.083238,-10.0,64.0,80
345.832245,353.832245,60.619164,68.619164,-10.0,64.6,81
346.077189,354.077189,61.020022,69.020022,-9.9,65.0,82
346.322134,354.322134,61.420881,69.420881,-9.6,65.4,83
346.567078,354.567078,61.821739,69.821739,-9.4,65.8,84
346.738922,354.738922,62.196764,70.196764,-9.2,66.1,85
346.910767,354.910767,62.57179,70.57179,-9.0,66.5,86
347.082611,355.082611,62.946815,70.946815,-8.9,66.9,87
347.47875,355.47875,63.229042,71.229042,-8.5,67.2,88
347.874888,355.874888,63.511268,71.511268,-8.1,67.5,89
348.271027,356.271027,63.793495,71.793495,-7.7,67.7,90
348.676117,356.676117,64.006907,72.006907,-7.3,68.0,91
349.081208,357.081208,64.220319,72.220319,-6.9,68.2,92
349.486298,357.486298,64.433731,72.43373099999998,-6.5,68.4,93
349.901805,357.901805,64.627805,72.62780499999998,-6.0,68.6,94
350.317312,358.317312,64.821879,72.82187899999998,-5.6,68.8,95
350.732819,358.732819,65.015953,73.01595299999998,-5.2,69.0,96
351.228007,359.228007,65.229271,73.22927099999998,-4.7,69.2,97
351.723196,359.723196,65.442589,73.442589,-4.2,69.4,98
352.218384,0.218384,65.655907,73.655907,-3.7,69.6,99
352.749685,0.749685,65.823075,73.823075,-3.2,69.8,100
353.280985,1.280985,65.990242,73.99024199999998,-2.7,69.9,101
353.812286,1.812286,66.15741,74.15741,-2.1,70.1,102
354.517924,2.517924,66.353111,74.353111,-1.4,70.3,103
355.223561,3.223561,66.548813,74.54881299999998,-0.7,70.5,104
355.929199,3.929199,66.744514,74.74451399999998,0.0,70.7,105
356.730442,4.730442,66.933797,74.933797,0.73,70.9,106
357.531684,5.531684,67.12308,75.12308,1.53,71.1,107
358.332927,6.332927,67.312363,75.312363,2.33,71.3,108
359.056858,7.056858,67.501696,75.50169599999998,3.05,71.5,109
359.780789,7.780789,67.69103,75.69103,3.78,71.6,110
0.50472,8.504720000000002,67.880363,75.880363,4.5,71.8,111
1.05644,9.05644,68.075098,76.07509799999998,5.05,72.0,112
1.608159,9.608159,68.269834,76.269834,5.6,72.2,113
2.159879,10.159879,68.464569,76.46456899999998,6.15,72.4,114
2.884084,10.884084,68.629181,76.629181,6.88,72.6,115
3.608289,11.608289,68.793793,76.79379299999998,7.6,72.7,116
4.332494,12.332494,68.958405,76.958405,8.33,72.9,117
5.25213,13.25213,68.938134,76.938134,9.25,72.9,118
6.171765,14.171765,68.917862,76.917862,10.1,72.9,119
7.091401,15.091401,68.897591,76.897591,11.0,72.8,120
7.994234,15.994234,68.864332,76.864332,11.9,72.8,121
8.897068000000004,16.897068,68.831072,76.831072,12.8,72.8,122
9.799901,17.799901,68.797813,76.797813,13.7,72.7,123
10.755583,18.755583,68.829523,76.82952299999998,14.7,72.8,124
11.711264,19.711264,68.861234,76.86123399999998,15.7,72.8,125
12.666946,20.666946,68.892944,76.892944,16.6,72.8,126
13.422994,21.422994,68.864832,76.864832,17.4,72.8,127
14.179041,22.179041,68.836721,76.83672099999998,18.1,72.8,128
14.935089,22.935089,68.808609,76.808609,18.9,72.8,129
15.656747,23.656747,68.719912,76.71991199999998,19.6,72.7,130
16.378405,24.378405,68.631216,76.63121599999998,20.3,72.6,131
17.100063,25.100063,68.542519,76.542519,21.1,72.5,132
17.80563,25.80563,68.511742,76.511742,21.8,72.5,133
18.511196,26.511196,68.480965,76.480965,22.5,72.4,134
19.216763,27.216763,68.450188,76.45018799999998,23.2,72.4,135
19.271607,27.271607,68.369878,76.369878,23.2,72.3,136
19.32645,27.32645,68.289569,76.289569,23.3,72.2,137
19.381294,27.381294,68.209259,76.209259,23.3,72.2,138
19.806867,27.806867,68.029716,76.02971599999998,23.8,72.0,139
20.232439,28.232439,67.850174,75.85017399999998,24.2,71.8,140
20.658012,28.658012,67.670631,75.670631,24.6,71.6,141
21.351295,29.351295,67.564176,75.564176,25.3,71.5,142
22.044579,30.044579,67.45772,75.45771999999998,26.0,71.4,143
22.737862,30.737862,67.351265,75.351265,26.7,71.3,144
23.903424,31.903424,67.219312,75.219312,27.9,71.2,145
25.068987,33.068987,67.087359,75.087359,29.0,71.0,146
26.234549,34.234549,66.955406,74.95540599999998,30.2,70.9,147
27.279329,35.279329,66.734489,74.73448899999998,31.2,70.7,148
28.324109,36.324109,66.513573,74.51357299999998,32.3,70.5,149
29.368889,37.368889,66.292656,74.29265599999998,33.3,70.2,150
30.292993,38.292993,66.167549,74.16754899999998,34.2,70.1,151
31.217097,39.217097,66.042443,74.042443,35.2,70.0,152
32.141201,40.141201,65.917336,73.917336,36.1,69.9,153
32.974992,40.974992,65.77119,73.77119,36.9,69.7,154
33.808783,41.808783,65.625043,73.625043,37.8,69.6,155
34.642574,42.642574,65.478897,73.478897,38.6,69.4,156
35.357376,43.357376,65.317891,73.317891,39.3,69.3,157
36.072178,44.072178,65.156886,73.156886,40.0,69.1,158
36.78698,44.78698,64.99588,72.99588,40.7,68.9,159
37.14889,45.14889,64.923541,72.923541,41.1,68.9,160
37.510801,45.510801,64.851201,72.851201,41.5,68.8,161
37.872711,45.872711,64.778862,72.778862,41.8,68.7,162
38.41297,46.41297,64.739278,72.739278,42.4,68.7,163
38.953229,46.953229,64.699694,72.69969399999998,42.9,68.6,164
39.493488,47.493488,64.66011,72.66011,43.4,68.6,165
40.156921,48.156921,64.53053,72.53053,44.1,68.5,166
40.820355,48.820355,64.40095,72.40094999999998,44.8,68.4,167
41.483788,49.483788,64.27137,72.27137,45.4,68.2,168
42.136987,50.136987,64.16374,72.16374,46.1,68.1,169
42.790187,50.790187,64.056109,72.056109,46.7,68.0,170
