lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.184866,352.184866,49.816022,57.816022,-11.0,53.8,137
344.84491,352.84491,50.349407,58.349407,-11.0,54.3,138
345.648712,353.648712,50.918185,58.918185,-10.0,54.9,139
346.452515,354.452515,51.486962,59.486962,-9.5,55.4,140
347.256317,355.256317,52.05574,60.05574,-8.7,56.0,141
348.047384,356.047384,52.568193,60.568193,-7.9,56.5,142
348.83845,356.83845,53.080645,61.080645,-7.1,57.0,143
349.629517,357.629517,53.593098,61.593098,-6.3,57.5,144
350.110596,358.110596,54.233471,62.233471,-5.8,58.2,145
350.591675,358.591675,54.873844,62.873844,-5.4,58.8,146
351.072754,359.072754,55.514217,63.514217,-4.9,59.5,147
351.720052,359.720052,55.965416,63.965416,-4.2,59.9,148
352.36735,0.36735,56.416614,64.416614,-3.6,60.4,149
353.014648,1.014648,56.867813,64.867813,-2.9,60.8,150
353.578125,1.578125,57.345482,65.345482,-2.4,61.3,151
354.141601,2.141601,57.82315,65.82315,-1.8,61.8,152
354.705078,2.705078,58.300819,66.300819,-1.2,62.3,153
355.098684,3.098684,58.717543,66.717543,-0.9,62.7,154
355.492289,3.492289,59.134267,67.134267,-0.5,63.1,155
355.885895,3.885895,59.550991,67.550991,-0.1,63.5,156
356.200599,4.200599000000002,59.965879,67.965879,0.2,63.9,157
356.515303,4.515303,60.380766,68.380766,0.51,64.3,158
356.830007,4.830007,60.795654,68.795654,0.83,64.7,159
357.271338,5.271338,61.11176,69.11176,1.27,65.1,160
357.712668,5.712668,61.427867,69.427867,1.71,65.4,161
358.153999,6.153999,61.743973,69.743973,2.15,65.7,162
358.47168,6.47168,62.108259,70.108259,2.47,66.1,163
358.78936,6.78936,62.472544,70.472544,2.78,66.4,164
359.107041,7.107041,62.83683,70.83683,3.1,66.8,165
359.298318,7.298318,63.013606,71.013606,3.29,67.0,166
359.489595,7.489595,63.190381,71.190381,3.48,67.1,167
359.680872,7.680872,63.367157,71.367157,3.68,67.3,168
0.187262,8.187262,63.621079,71.621079,4.18,67.6,169
0.693651,8.693651,63.875,71.875,4.69,67.8,170
1.200041,9.200041,64.128922,72.128922,5.2,68.1,171
1.859488,9.859488,64.34597,72.34596999999998,5.85,68.3,172
2.518935,10.518935,64.563019,72.56301899999998,6.51,68.5,173
3.178382,11.178382,64.780067,72.780067,7.17,68.7,174
3.602881,11.602881,65.02581,73.02581,7.6,69.0,175
4.02738,12.02738,65.271553,73.27155299999998,8.02,69.2,176
4.451879,12.451879,65.517296,73.517296,8.45,69.5,177
4.600647,12.600647,65.804098,73.80409799999998,8.6,69.8,178
4.749414,12.749414,66.090899,74.09089899999998,8.74,70.0,179
4.898182,12.898182,66.377701,74.377701,8.89,70.3,180
5.442378,13.442378,66.572543,74.57254299999998,9.44,70.5,181
5.986574,13.986574,66.767385,74.767385,9.98,70.7,182
6.53077,14.53077,66.962227,74.962227,10.5,70.9,183
7.202479,15.202479,66.913076,74.913076,11.2,70.9,184
7.874188,15.874188,66.863925,74.86392499999998,11.8,70.8,185
8.545897,16.545897,66.814774,74.814774,12.5,70.8,186
9.338765,17.338765,66.719213,74.71921299999998,13.3,70.7,187
10.131632,18.131632,66.623652,74.623652,14.1,70.6,188
10.9245,18.9245,66.528091,74.528091,14.9,70.5,189
11.28478,19.28478,66.883949,74.883949,15.2,70.8,190
11.645059,19.645059,67.239807,75.239807,15.6,71.2,191
12.005339,20.005339,67.595665,75.59566499999998,16.0,71.5,192
14.075038,22.075038,67.299042,75.299042,18.0,71.2,193
16.144737,24.144737,67.002418,75.002418,20.1,71.0,194
18.214436,26.214436,66.705795,74.70579499999998,22.2,70.7,195
20.094082,28.094082,66.404897,74.404897,24.0,70.4,196
21.973727,29.973727,66.103999,74.103999,25.9,70.1,197
23.853373,31.853373,65.803101,73.803101,27.8,69.8,198
25.310304,33.310304,65.78668,73.78668,29.3,69.7,199
26.767236,34.767236,65.770259,73.77025899999998,30.7,69.7,200
28.224167,36.224167,65.753838,73.753838,32.2,69.7,201
29.943906,37.943906,65.832797,73.832797,33.9,69.8,202
31.663646,39.663646,65.911756,73.91175599999998,35.6,69.9,203
33.383385,41.383385,65.990715,73.99071499999998,37.3,69.9,204
35.085339,43.085339,65.930456,73.930456,39.0,69.9,205
36.787292,44.787292,65.870196,73.870196,40.7,69.8,206
38.489246,46.489246,65.809937,73.809937,42.4,69.8,207
39.737634,47.737634,65.866819,73.866819,43.7,69.8,208
40.986021,48.986021,65.923701,73.92370099999998,44.9,69.9,209
42.234409,50.234409,65.980583,73.98058299999998,46.2,69.9,210
43.06396,51.06396,66.122368,74.12236799999998,47.0,70.1,211
43.89351,51.89351,66.264152,74.26415199999998,47.8,70.2,212
44.723061,52.723061,66.405937,74.40593699999998,48.7,70.4,213
45.786069,53.786069,66.398465,74.398465,49.7,70.3,214
46.849078,54.849078,66.390994,74.390994,50.8,70.3,215
47.912086,55.912086,66.383522,74.383522,51.9,70.3,216
48.912328,56.912328,66.410586,74.41058599999998,52.9,70.4,217
49.912569,57.912569,66.43765,74.43765,53.9,70.4,218
50.912811,58.912811,66.464714,74.464714,54.9,70.4,219
51.773347,59.773347,66.482119,74.48211899999998,55.7,70.4,220
52.633883,60.633883,66.499525,74.499525,56.6,70.4,221
53.494419,61.494419,66.51693,74.51693,57.4,70.5,222
54.472256,62.472256,66.468064,74.468064,58.4,70.4,223
55.450092,63.450092,66.419197,74.41919699999998,59.4,70.4,224
56.427929,64.427929,66.370331,74.37033099999998,60.4,70.3,225
57.200963,65.200963,66.341858,74.341858,61.2,70.3,226
57.973998,65.973998,66.313385,74.31338499999998,61.9,70.3,227
58.747032,66.747032,66.284912,74.284912,62.7,70.2,228
59.705559,67.705559,66.275029,74.275029,63.7,70.2,229
60.664085,68.664085,66.265147,74.265147,64.6,70.2,230
61.622612,69.622612,66.255264,74.25526399999998,65.6,70.2,231
61.949448,69.949448,66.239143,74.239143,65.9,70.2,232
62.276283,70.276283,66.223023,74.223023,66.2,70.2,233
62.603119,70.603119,66.206902,74.206902,66.6,70.2,234
62.236511,70.236511,66.188011,74.188011,66.2,70.1,235
61.869904,69.869904,66.169121,74.169121,65.8,70.1,236
61.503296,69.503296,66.15023,74.15022999999998,65.5,70.1,237
60.288657,68.288657,66.082885,74.082885,64.2,70.0,238
59.074018,67.074018,66.015541,74.015541,63.0,70.0,239
57.859379,65.859379,65.948196,73.94819599999998,61.8,69.9,240
57.23538,65.23538,65.799998,73.799998,61.2,69.7,241
56.61138,64.61138,65.651799,73.65179899999998,60.6,69.6,242
55.987381,63.987381,65.503601,73.503601,59.9,69.5,243
