lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
344.937134,352.937134,44.004138,52.004138,-11.0,48.0
346.904907,354.904907,44.4011,52.4011,-9.0,48.4
348.601857,356.601857,44.583441,52.583441,-7.3,48.5
350.298808,358.298808,44.765783,52.765783,-5.7,48.7
351.995758,359.995758,44.948124,52.948124,-4.0,48.9
353.404126,1.404126,45.101226,53.101226,-2.5,49.1
354.812493,2.812493,45.254327,53.254327,-1.1,49.2
356.220861,4.220861,45.407429,53.407429,0.22,49.4
357.479211,5.479211,45.660518,53.660518,1.47,49.6
358.737561,6.737561,45.913606,53.913606,2.73,49.9
359.995911,7.995911,46.166695,54.166695,3.99,50.1
1.990697,9.990697,45.339023,53.339023,5.99,49.3
3.985482,11.985482,44.51135,52.51135,7.98,48.5
5.980268,13.980268,43.683678,51.683678,9.98,47.6
