lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
344.795593,352.795593,59.734547,67.734547,-11.0,63.7
345.524007,353.524007,60.033158,68.033158,-10.0,64.0
346.252421,354.252421,60.331768,68.331768,-9.7,64.3
346.980835,354.980835,60.630379,68.630379,-9.0,64.6
347.789358,355.789358,60.830612,68.830612,-8.2,64.8
348.59788,356.59788,61.030846,69.030846,-7.4,65.0
349.406403,357.406403,61.231079,69.231079,-6.5,65.2
350.167694,358.167694,61.373588,69.373588,-5.8,65.3
350.928986,358.928986,61.516098,69.516098,-5.0,65.5
351.690277,359.690277,61.658607,69.658607,-4.3,65.6
351.591593,359.591593,61.664144,69.664144,-4.4,65.6
351.49291,359.49291,61.66968,69.66968,-4.5,65.6
351.394226,359.394226,61.675217,69.675217,-4.6,65.6
351.513489,359.513489,61.520109,69.520109,-4.4,65.5
351.632751,359.632751,61.365,69.365,-4.3,65.3
351.752014,359.752014,61.209892,69.209892,-4.2,65.2
351.970306,359.970306,60.923179,68.923179,-4.0,64.9
352.188599,0.188599,60.636467,68.636467,-3.8,64.6
352.406891,0.406891,60.349754,68.349754,-3.5,64.3
353.2229,1.2229,60.127992,68.127992,-2.7,64.1
354.03891,2.03891,59.906229,67.906229,-1.9,63.9
354.854919,2.854919,59.684467,67.684467,-1.1,63.6
355.792863,3.792863,59.452745,67.452745,-0.2,63.4
356.730807,4.730807,59.221022,67.221022,0.73,63.2
357.668751,5.668751,58.9893,66.9893,1.66,62.9
358.730187,6.730187,58.689846,66.689846,2.73,62.6
359.791622,7.791622,58.390393,66.390393,3.79,62.3
0.853058,8.853058000000004,58.090939,66.090939,4.85,62.0
1.922187,9.922187,57.638896,65.638896,5.92,61.6
2.991315,10.991315,57.186853,65.186853,6.99,61.1
4.060444000000002,12.060444,56.73481,64.73481,8.06,60.7
5.319653,13.319653,56.383686,64.383686,9.31,60.3
6.578861,14.578861,56.032562,64.032562,10.5,60.0
7.83807,15.83807,55.681438,63.681438,11.8,59.6
9.196399,17.196399,55.18309,63.18309,13.1,59.1
10.554728,18.554728,54.684742,62.684742,14.5,58.6
11.913057,19.913057,54.186394,62.186394,15.9,58.1
12.622394,20.622394,53.796932,61.796932,16.6,57.7
13.33173,21.33173,53.407471,61.407471,17.3,57.4
14.041067,22.041067,53.018009,61.018009,18.0,57.0
14.704718,22.704718,52.738008,60.738008,18.7,56.7
15.36837,23.36837,52.458006,60.458006,19.3,56.4
16.032021,24.032021,52.178005,60.178005,20.0,56.1
16.75772,24.75772,51.905421,59.905421,20.7,55.9
17.483419,25.483419,51.632836,59.632836,21.4,55.6
18.209118,26.209118,51.360252,59.360252,22.2,55.3
18.822472,26.822472,51.233852,59.233852,22.8,55.2
19.435827,27.435827,51.107452,59.107452,23.4,55.1
20.049181,28.049181,50.981052,58.981052,24.0,54.9
20.649371,28.649371,50.820087,58.820087,24.6,54.8
21.249562,29.249562,50.659123,58.659123,25.2,54.6
21.849752,29.849752,50.498158,58.498158,25.8,54.4
22.304753,30.304753,50.218249,58.218249,26.3,54.2
22.759753,30.759753,49.938341,57.938341,26.7,53.9
23.214754,31.214754,49.658432,57.658432,27.2,53.6
23.812321,31.812321,49.342364,57.342364,27.8,53.3
24.409889,32.409889,49.026296,57.026296,28.4,53.0
25.007456,33.007456,48.710228,56.710228,29.0,52.7
25.406005,33.406005,48.401618,56.401618,29.4,52.4
25.804555,33.804555,48.093007,56.093007,29.8,52.0
26.203104,34.203104,47.784397,55.784397,30.2,51.7
26.682715,34.682715,47.676653,55.676653,30.6,51.6
27.162326,35.162326,47.56891,55.56891,31.1,51.5
27.641937,35.641937,47.461166,55.461166,31.6,51.4
27.993397,35.993397,47.389189,55.389189,31.9,51.3
28.344856,36.344856,47.317212,55.317212,32.3,51.3
28.696316,36.696316,47.245235,55.245235,32.6,51.2
29.005196,37.005196,47.120655,55.120655,33.0,51.1
29.314075,37.314075,46.996074,54.996074,33.3,50.9
29.622955,37.622955,46.871494,54.871494,33.6,50.8
30.056841,38.056841,47.029014,55.029014,34.0,51.0
30.490728,38.490728,47.186535,55.186535,34.4,51.1
30.924614,38.924614,47.344055,55.344055,34.9,51.3
31.182142,39.182142,47.472886,55.472886,35.1,51.4
31.439669,39.439669,47.601718,55.601718,35.4,51.6
31.697197,39.697197,47.730549,55.730549,35.6,51.7
31.868219,39.868219,47.715931,55.715931,35.8,51.7
32.03924,40.03924,47.701313,55.701313,36.0,51.7
32.210262,40.210262,47.686695,55.686695,36.2,51.6
32.483093,40.483093,47.730347,55.730347,36.4,51.7
32.755924,40.755924,47.773998,55.773998,36.7,51.7
33.028755,41.028755,47.81765,55.81765,37.0,51.8
33.340464,41.340464,47.855694,55.855694,37.3,51.8
33.652173,41.652173,47.893738,55.893738,37.6,51.8
33.963882,41.963882,47.931782,55.931782,37.9,51.9
34.152318,42.152318,47.880717,55.880717,38.1,51.8
34.340754,42.340754,47.829652,55.829652,38.3,51.8
34.52919,42.52919,47.778587,55.778587,38.5,51.7
34.63879,42.63879,47.608967,55.608967,38.6,51.6
34.74839,42.74839,47.439346,55.439346,38.7,51.4
34.85799,42.85799,47.269726,55.269726,38.8,51.2
34.894284,42.894284,47.064421,55.064421,38.8,51.0
34.930579,42.930579,46.859117,54.859117,38.9,50.8
34.966873,42.966873,46.653812,54.653812,38.9,50.6
