lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.813487,352.813487,50.227931,58.227931,-11.0,54.2,109
345.756398,353.756398,50.70123,58.70123,-10.0,54.7,110
346.69931,354.69931,51.17453,59.17453,-9.3,55.1,111
347.353688,355.353688,51.750721,59.750721,-8.6,55.7,112
348.008067,356.008067,52.326912,60.326912,-7.9,56.3,113
348.662445,356.662445,52.903103,60.903103,-7.3,56.9,114
348.708669,356.708669,53.448259,61.448259,-7.2,57.4,115
348.754893,356.754893,53.993414,61.993414,-7.2,57.9,116
348.801117,356.801117,54.53857,62.53857,-7.1,58.5,117
348.701355,356.701355,54.97973,62.97973,-7.2,58.9,118
348.601593,356.601593,55.420889,63.420889,-7.3,59.4,119
348.501831,356.501831,55.862049,63.862049,-7.4,59.8,120
348.328583,356.328583,56.275955,64.275955,-7.6,60.2,121
348.155334,356.155334,56.689861,64.689861,-7.8,60.6,122
347.982086,355.982086,57.103767,65.103767,-8.0,61.1,123
347.70581,355.70581,57.494898,65.494898,-8.2,61.4,124
347.429535,355.429535,57.88603,65.88603,-8.5,61.8,125
347.153259,355.153259,58.277161,66.277161,-8.8,62.2,126
346.581207,354.581207,58.592832,66.592832,-9.4,62.5,127
346.009155,354.009155,58.908503,66.908503,-9.9,62.9,128
345.437103,353.437103,59.224174,67.224174,-10.0,63.2,129
344.835591,352.835591,59.550379,67.550379,-11.0,63.5,130
344.23408,352.23408,59.876584,67.876584,-11.0,63.8,131
