lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
345.152924,353.152924,57.365807,65.365807,-10.0,61.3
346.374085,354.374085,57.281764,65.281764,-9.6,61.2
347.595245,355.595245,57.197721,65.197721,-8.4,61.1
348.816406,356.816406,57.113678,65.113678,-7.1,61.1
349.942128,357.942128,57.014638,65.014638,-6.0,61.0
351.067851,359.067851,56.915599,64.915599,-4.9,60.9
352.193573,0.193573,56.816559,64.816559,-3.8,60.8
353.368795,1.368795,56.679925,64.679925,-2.6,60.6
354.544016,2.544016,56.543292,64.543292,-1.4,60.5
355.719238,3.719238,56.406658,64.406658,-0.2,60.4
356.674036,4.674036,56.331276,64.331276,0.67,60.3
357.628834,5.628834,56.255893,64.255893,1.62,60.2
358.583632,6.583632,56.180511,64.180511,2.58,60.1
359.579331,7.579331,56.105332,64.105332,3.57,60.1
0.575029,8.575029000000002,56.030154,64.030154,4.57,60.0
1.570728,9.570728,55.954975,63.954975,5.57,59.9
2.318693,10.318693,55.926856,63.926856,6.31,59.9
3.066659,11.066659,55.898736,63.898736,7.06,59.8
3.814624,11.814624,55.870617,63.870617,7.81,59.8
4.375136000000001,12.375136,55.927242,63.927242,8.37,59.9
4.935649,12.935649,55.983868,63.983868,8.93,59.9
5.496161,13.496161,56.040493,64.040493,9.49,60.0
5.916795,13.916795,56.055007,64.055007,9.91,60.0
6.337428,14.337428,56.06952,64.06952,10.3,60.0
6.758062,14.758062,56.084034,64.084034,10.7,60.0
7.218133,15.218133,56.056587,64.056587,11.2,60.0
7.678203,15.678203,56.029141,64.029141,11.6,60.0
8.138274,16.138274,56.001694,64.001694,12.1,60.0
8.54189,16.54189,56.000188,64.000188,12.5,60.0
8.945505000000002,16.945505,55.998683,63.998683,12.9,59.9
9.349121,17.349121,55.997177,63.997177,13.3,59.9
9.847794,17.847794,56.068561,64.068561,13.8,60.0
10.346468,18.346468,56.139946,64.139946,14.3,60.1
10.845141,18.845141,56.21133,64.21133,14.8,60.2
11.238294,19.238294,56.251559,64.251559,15.2,60.2
11.631446,19.631446,56.291787,64.291787,15.6,60.2
12.024599,20.024599,56.332016,64.332016,16.0,60.3
11.934429,19.934429,56.474627,64.474627,15.9,60.4
11.84426,19.84426,56.617239,64.617239,15.8,60.6
11.75409,19.75409,56.75985,64.75985,15.7,60.7
11.612249,19.612249,56.893874,64.893874,15.6,60.8
11.470409,19.470409,57.027898,65.027898,15.4,61.0
11.328568,19.328568,57.161922,65.161922,15.3,61.1
11.680768,19.680768,57.32769,65.32769,15.6,61.3
12.032968,20.032968,57.493457,65.493457,16.0,61.4
12.385168,20.385168,57.659225,65.659225,16.3,61.6
12.81132,20.81132,57.822726,65.822726,16.8,61.8
13.237472,21.237472,57.986226,65.986226,17.2,61.9
13.663624,21.663624,58.149727,66.149727,17.6,62.1
13.86016,21.86016,58.376918,66.376918,17.8,62.3
14.056697,22.056697,58.604108,66.604108,18.0,62.6
14.253233,22.253233,58.831299,66.831299,18.2,62.8
14.257849,22.257849,58.937302,66.937302,18.2,62.9
14.262464,22.262464,59.043304,67.043304,18.2,63.0
14.26708,22.26708,59.149307,67.149307,18.2,63.1
14.915678,22.915678,59.574501,67.574501,18.9,63.5
15.564277,23.564277,59.999695,67.999695,19.5,63.9
16.212875,24.212875,60.424889,68.424889,20.2,64.4
