lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
344.234456,352.234456,52.047999,60.047999,-11.0,56.0
344.9528,352.9528,52.113805,60.113805,-11.0,56.1
345.671143,353.671143,52.179611,60.179611,-10.0,56.1
346.465943,354.465943,52.223554,60.223554,-9.5,56.2
347.260742,355.260742,52.267497,60.267497,-8.7,56.2
348.055542,356.055542,52.31144,60.31144,-7.9,56.3
348.661926,356.661926,52.412147,60.412147,-7.3,56.4
349.268311,357.268311,52.512853,60.512853,-6.7,56.5
349.874695,357.874695,52.61356,60.61356,-6.1,56.6
350.610982,358.610982,52.712279,60.712279,-5.3,56.7
351.34727,359.34727,52.810999,60.810999,-4.6,56.8
352.083557,0.083557,52.909718,60.909718,-3.9,56.9
352.896077,0.896077,52.923917,60.923917,-3.1,56.9
353.708598,1.708598,52.938117,60.938117,-2.2,56.9
354.521118,2.521118,52.952316,60.952316,-1.4,56.9
355.23978,3.23978,52.889131,60.889131,-0.7,56.8
355.958441,3.958441,52.825945,60.825945,0.0,56.8
356.677103,4.677103,52.76276,60.76276,0.67,56.7
357.42227,5.42227,52.775628,60.775628,1.42,56.7
358.167438,6.167438,52.788497,60.788497,2.16,56.7
358.912605,6.912605,52.801365,60.801365,2.91,56.8
359.65884,7.65884,52.854004,60.854004,3.65,56.8
0.405075,8.405075,52.906643,60.906643,4.4,56.9
1.15131,9.15131,52.959282,60.959282,5.15,56.9
1.706367,9.706367,52.998665,60.998665,5.7,56.9
2.261423,10.261423,53.038048,61.038048,6.26,57.0
2.81648,10.81648,53.077431,61.077431,6.81,57.0
3.493291,11.493291,53.183253,61.183253,7.49,57.1
4.170103,12.170103,53.289075,61.289075,8.17,57.2
4.846914,12.846914,53.394897,61.394897,8.84,57.3
5.683058,13.683058,53.496071,61.496071,9.68,57.4
6.519202,14.519202,53.597244,61.597244,10.5,57.5
7.355346,15.355346,53.698418,61.698418,11.3,57.6
8.244747,16.244747,53.77911,61.77911,12.2,57.7
9.134147,17.134147,53.859803,61.859803,13.1,57.8
10.023548,18.023548,53.940495,61.940495,14.0,57.9
10.794405,18.794405,54.006709,62.006709,14.7,58.0
11.565262,19.565262,54.072923,62.072923,15.5,58.0
12.336119,20.336119,54.139137,62.139137,16.3,58.1
13.266433,21.266433,54.317746,62.317746,17.2,58.3
14.196748,22.196748,54.496356,62.496356,18.1,58.4
15.127062,23.127062,54.674965,62.674965,19.1,58.6
15.961449,23.961449,54.834278,62.834278,19.9,58.8
16.795835,24.795835,54.993592,62.993592,20.7,58.9
17.630222,25.630222,55.152905,63.152905,21.6,59.1
18.554311,26.554311,55.317673,63.317673,22.5,59.3
19.4784,27.4784,55.482441,63.482441,23.4,59.4
20.402489,28.402489,55.647209,63.647209,24.4,59.6
21.083515,29.083515,55.76047,63.76047,25.0,59.7
21.764542,29.764542,55.873731,63.873731,25.7,59.8
22.445568,30.445568,55.986992,63.986992,26.4,59.9
23.348743,31.348743,56.106854,64.106854,27.3,60.1
