lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
344.929199,352.929199,60.271614,68.271614,-11.0,64.2
346.698618,354.698618,60.730108,68.730108,-9.3,64.7
348.468038,356.468038,61.188601,69.188601,-7.5,65.1
350.237457,358.237457,61.647095,69.647095,-5.7,65.6
351.878092,359.878092,62.195066,70.195066,-4.1,66.1
353.518728,1.518728,62.743037,70.743037,-2.4,66.7
355.159363,3.159363,63.291008,71.291008,-0.8,67.2
356.610844,4.610844,63.656614,71.656614,0.61,67.6
358.062324,6.062324,64.022219,72.022219,2.06,68.0
359.513805,7.513805,64.387825,72.387825,3.51,68.3
1.161711,9.161711,64.624107,72.62410699999998,5.16,68.6
2.809617,10.809617,64.86039,72.86038999999998,6.8,68.8
4.457523,12.457523,65.096672,73.096672,8.45,69.0
6.030933,14.030933,65.341387,73.34138699999998,10.0,69.3
7.604342,15.604342,65.586103,73.58610299999998,11.6,69.5
9.177752,17.177752,65.830818,73.83081799999998,13.1,69.8
10.935143,18.935143,65.79113,73.79112999999998,14.9,69.7
12.692533,20.692533,65.751442,73.75144199999998,16.6,69.7
14.449924,22.449924,65.711754,73.711754,18.4,69.7
16.078988,24.078988,65.684891,73.68489099999998,20.0,69.6
17.708052,25.708052,65.658028,73.658028,21.7,69.6
19.337116,27.337116,65.631165,73.63116499999998,23.3,69.6
20.881057,28.881057,65.711452,73.71145199999998,24.8,69.7
22.424998,30.424998,65.791738,73.79173799999998,26.4,69.7
23.968939,31.968939,65.872025,73.87202499999998,27.9,69.8
24.85213,32.85213,66.054586,74.054586,28.8,70.0
25.73532,33.73532,66.237147,74.23714699999998,29.7,70.2
26.618511,34.618511,66.419708,74.419708,30.6,70.4
