lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
344.526733,352.526733,43.029158,51.029158,-11.0,47.0
345.685181,353.685181,44.056474,52.056474,-10.0,48.0
346.843628,354.843628,45.08379,53.08379,-9.1,49.0
347.452159,355.452159,45.593273,53.593273,-8.5,49.5
348.060689,356.060689,46.102757,54.102757,-7.9,50.1
348.66922,356.66922,46.61224,54.61224,-7.3,50.6
349.163534,357.163534,47.090303,55.090303,-6.8,51.0
349.657847,357.657847,47.568366,55.568366,-6.3,51.5
350.152161,358.152161,48.046429,56.046429,-5.8,52.0
350.658224,358.658224,48.697046,56.697046,-5.3,52.6
351.164286,359.164286,49.347663,57.347663,-4.8,53.3
351.670349,359.670349,49.99828,57.99828,-4.3,53.9
351.976542,359.976542,50.925499,58.925499,-4.0,54.9
352.282735,0.282735,51.852719,59.852719,-3.7,55.8
352.588928,0.588928,52.779938,60.779938,-3.4,56.7
