lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
344.705007,352.705007,50.139276,58.139276,-11.0,54.1
345.589325,353.589325,50.338512,58.338512,-10.0,54.3
346.310059,354.310059,50.598477,58.598477,-9.6,54.5
347.030792,355.030792,50.858443,58.858443,-8.9,54.8
347.751526,355.751526,51.118408,59.118408,-8.2,55.1
348.310211,356.310211,51.414671,59.414671,-7.6,55.4
348.868897,356.868897,51.710935,59.710935,-7.1,55.7
349.427582,357.427582,52.007198,60.007198,-6.5,56.0
349.988515,357.988515,52.291221,60.291221,-6.0,56.2
350.549449,358.549449,52.575245,60.575245,-5.4,56.5
351.110382,359.110382,52.859268,60.859268,-4.8,56.8
351.445272,359.445272,53.077503,61.077503,-4.5,57.0
351.780161,359.780161,53.295738,61.295738,-4.2,57.2
352.115051,0.115051,53.513973,61.513973,-3.8,57.5
352.417857,0.417857,53.739634,61.739634,-3.5,57.7
352.720662,0.720662,53.965295,61.965295,-3.2,57.9
353.023468,1.023468,54.190956,62.190956,-2.9,58.1
353.276133,1.276133,54.415147,62.415147,-2.7,58.4
353.528799,1.528799,54.639338,62.639338,-2.4,58.6
353.781464,1.781464,54.863529,62.863529,-2.2,58.8
353.982086,1.982086,55.034476,63.034476,-2.0,59.0
354.182709,2.182709,55.205422,63.205422,-1.8,59.2
354.383331,2.383331,55.376369,63.376369,-1.6,59.3
354.597341,2.597341,55.517743,63.517743,-1.4,59.5
354.81135,2.81135,55.659117,63.659117,-1.1,59.6
355.02536,3.02536,55.800491,63.800491,-0.9,59.8
355.229553,3.229553,55.907669,63.907669,-0.7,59.9
355.433746,3.433746,56.014847,64.014847,-0.5,60.0
355.637939,3.637939,56.122025,64.122025,-0.3,60.1
355.875302,3.875302,56.218351,64.218351,-0.1,60.2
356.112665,4.112665,56.314677,64.314677,0.11,60.3
356.350028,4.350028,56.411003,64.411003,0.35,60.4
356.531815,4.531815,56.475849,64.475849,0.53,60.4
356.713602,4.713602,56.540695,64.540695,0.71,60.5
356.895389,4.895389,56.605541,64.605541,0.89,60.6
357.078407,5.078407,56.670118,64.670118,1.07,60.6
357.261424,5.261424,56.734694,64.734694,1.26,60.7
357.444442,5.444442,56.799271,64.799271,1.44,60.7
357.672826,5.672826,56.828349,64.828349,1.67,60.8
357.901211,5.901211,56.857427,64.857427,1.9,60.8
358.129595,6.129595,56.886505,64.886505,2.12,60.8
358.646731,6.646731,57.117386,65.117386,2.64,61.1
359.163866,7.163866,57.348266,65.348266,3.16,61.3
359.681002,7.681002,57.579147,65.579147,3.68,61.5
0.356247,8.356247,58.009826,66.009826,4.35,62.0
1.031491,9.031491,58.440506,66.440506,5.03,62.4
1.706736,9.706736,58.871185,66.871185,5.7,62.8
2.287861,10.287861,59.471479,67.471479,6.28,63.4
2.868987,10.868987,60.071772,68.071772,6.86,64.0
3.450112,11.450112,60.672066,68.672066,7.45,64.6
4.123076,12.123076,61.434283,69.434283,8.12,65.4
4.796041,12.796041,62.1965,70.1965,8.79,66.1
5.469005,13.469005,62.958717,70.958717,9.46,66.9
7.89387,15.89387,63.634697,71.634697,11.8,67.6
10.318734,18.318734,64.310676,72.310676,14.3,68.3
12.743599,20.743599,64.986656,72.98665599999998,16.7,68.9
14.57192,22.57192,65.182307,73.18230699999998,18.5,69.1
16.40024,24.40024,65.377957,73.37795699999998,20.4,69.3
18.228561,26.228561,65.573608,73.57360799999998,22.2,69.5
22.159815,30.159815,65.924998,73.924998,26.1,69.9
26.09107,34.09107,66.276387,74.276387,30.0,70.2
30.022324,38.022324,66.627777,74.62777699999998,34.0,70.6
32.742615,40.742615,66.55113,74.55113,36.7,70.5
35.462906,43.462906,66.474482,74.47448199999998,39.4,70.4
38.183197,46.183197,66.397835,74.397835,42.1,70.3
40.29184,48.29184,66.226985,74.226985,44.2,70.2
42.400482,50.400482,66.056134,74.056134,46.4,70.0
44.509125,52.509125,65.885284,73.885284,48.5,69.8
46.181177,54.181177,65.716189,73.716189,50.1,69.7
47.853228,55.853228,65.547093,73.547093,51.8,69.5
49.52528,57.52528,65.377998,73.377998,53.5,69.3
50.795502,58.795502,65.245216,73.245216,54.7,69.2
52.065723,60.065723,65.112434,73.11243399999998,56.0,69.1
53.335945,61.335945,64.979652,72.979652,57.3,68.9
54.815314,62.815314,64.734789,72.734789,58.8,68.7
56.294683,64.294683,64.489927,72.48992699999998,60.2,68.4
57.774052,65.774052,64.245064,72.245064,61.7,68.2
58.963697,66.963697,63.966754,71.966754,62.9,67.9
60.153342,68.153342,63.688443,71.688443,64.1,67.6
61.342987,69.342987,63.410133,71.410133,65.3,67.4
61.766922,69.766922,63.295082,71.295082,65.7,67.2
62.190857,70.190857,63.180031,71.180031,66.1,67.1
62.614792,70.614792,63.06498,71.06498,66.6,67.0
