lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.645843,352.645843,53.716937,61.716937,-11.0,57.7,40
345.710907,353.710907,54.53729,62.53729,-10.0,58.5,41
346.77597,354.77597,55.357643,63.357643,-9.2,59.3,42
347.795908,355.795908,56.010935,64.010935,-8.2,60.0,43
348.815847,356.815847,56.664228,64.664228,-7.1,60.6,44
349.835785,357.835785,57.31752,65.31752,-6.1,61.3,45
350.956533,358.956533,57.841161,65.841161,-5.0,61.8,46
352.077281,0.077281,58.364802,66.364802,-3.9,62.3,47
353.198029,1.198029,58.888443,66.888443,-2.8,62.8,48
354.497699,2.497699,59.29438,67.29438,-1.5,63.2,49
355.79737,3.79737,59.700318,67.700318,-0.2,63.7,50
357.09704,5.09704,60.106255,68.106255,1.09,64.1,51
358.635785,6.635785,60.217469,68.217469,2.63,64.2,52
0.17453,8.174530000000004,60.328682,68.328682,4.17,64.3,53
1.713275,9.713275,60.439896,68.439896,5.71,64.4,54
3.370342,11.370342,60.384758,68.384758,7.37,64.3,55
5.027408,13.027408,60.329621,68.329621,9.02,64.3,56
6.684475,14.684475,60.274483,68.274483,10.6,64.2,57
8.578192,16.578192,60.249059,68.249059,12.5,64.2,58
10.471908,18.471908,60.223636,68.223636,14.4,64.2,59
12.365625,20.365625,60.198212,68.198212,16.3,64.1,60
14.396471,22.396471,59.96188,67.96188,18.3,63.9,61
16.427316,24.427316,59.725548,67.725548,20.4,63.7,62
18.458162,26.458162,59.489216,67.489216,22.4,63.4,63
19.919023,27.919023,59.227165,67.227165,23.9,63.2,64
21.379885,29.379885,58.965115,66.965115,25.3,62.9,65
22.840746,30.840746,58.703064,66.703064,26.8,62.7,66
23.928371,31.928371,58.459709,66.459709,27.9,62.4,67
25.015996,33.015996,58.216355,66.216355,29.0,62.2,68
26.103621,34.103621,57.973,65.973,30.1,61.9,69
27.285759,35.285759,57.691227,65.691227,31.2,61.6,70
28.467898,36.467898,57.409455,65.409455,32.4,61.4,71
29.650036,37.650036,57.127682,65.127682,33.6,61.1,72
31.115008,39.115008,56.86597,64.86597,35.1,60.8,73
32.57998,40.57998,56.604257,64.604257,36.5,60.6,74
34.044952,42.044952,56.342545,64.342545,38.0,60.3,75
35.594417,43.594417,56.153435,64.153435,39.5,60.1,76
37.143883,45.143883,55.964325,63.964325,41.1,59.9,77
38.693348,46.693348,55.775215,63.775215,42.6,59.7,78
40.167492,48.167492,55.824833,63.824833,44.1,59.8,79
41.641636,49.641636,55.87445,63.87445,45.6,59.8,80
43.11578,51.11578,55.924068,63.924068,47.1,59.9,81
44.283433,52.283433,56.228091,64.228091,48.2,60.2,82
45.451087,53.451087,56.532113,64.532113,49.4,60.5,83
46.61874,54.61874,56.836136,64.836136,50.6,60.8,84
47.463973,55.463973,57.174781,65.174781,51.4,61.1,85
48.309205,56.309205,57.513425,65.513425,52.3,61.5,86
49.154438,57.154438,57.85207,65.85207,53.1,61.8,87
50.519238,58.519238,58.638336,66.638336,54.5,62.6,88
51.884037,59.884037,59.424603,67.424603,55.8,63.4,89
53.248837,61.248837,60.210869,68.210869,57.2,64.2,90
54.341004,62.341004,60.465347,68.465347,58.3,64.4,91
55.43317,63.43317,60.719826,68.719826,59.4,64.7,92
56.525337,64.525337,60.974304,68.974304,60.5,64.9,93
58.668892,66.668892,61.344803,69.344803,62.6,65.3,94
60.812446,68.812446,61.715301,69.715301,64.8,65.7,95
62.956001,70.956001,62.0858,70.0858,66.9,66.0,96
64.551895,72.551895,62.362203,70.362203,68.5,66.3,97
66.147789,74.147789,62.638606,70.638606,70.1,66.6,98
