lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
344.956035,352.956035,55.965406,63.965406,-11.0,59.9
346.006246,354.006246,56.225916,64.225916,-9.9,60.2
347.056458,355.056458,56.486427,64.486427,-8.9,60.4
347.806722,355.806722,56.715476,64.715476,-8.1,60.7
348.556987,356.556987,56.944524,64.944524,-7.4,60.9
349.307251,357.307251,57.173573,65.173573,-6.6,61.1
349.995972,357.995972,57.296439,65.296439,-6.0,61.2
350.684692,358.684692,57.419305,65.419305,-5.3,61.4
351.373413,359.373413,57.542171,65.542171,-4.6,61.5
352.056417,0.056417,57.64692,65.64692,-3.9,61.6
352.73942,0.73942,57.75167,65.75167,-3.2,61.7
353.422424,1.422424,57.856419,65.856419,-2.5,61.8
354.018636,2.018636,57.939664,65.939664,-1.9,61.9
354.614848,2.614848,58.02291,66.02291,-1.3,62.0
355.21106,3.21106,58.106155,66.106155,-0.7,62.1
355.735014,3.735014,58.122492,66.122492,-0.2,62.1
356.258969,4.258969,58.13883,66.13883,0.25,62.1
356.782923,4.782923,58.155167,66.155167,0.78,62.1
357.342613,5.342613,58.116149,66.116149,1.34,62.1
357.902302,5.902302,58.077131,66.077131,1.9,62.0
358.461992,6.461992,58.038113,66.038113,2.46,62.0
359.000115,7.000115,57.998643,65.998643,3.0,61.9
359.538239,7.538239,57.959174,65.959174,3.53,61.9
0.076362,8.076362,57.919704,65.919704,4.07,61.9
0.467604,8.467604,57.848076,65.848076,4.46,61.8
0.858847,8.858847000000004,57.776447,65.776447,4.85,61.7
1.250089,9.250089,57.704819,65.704819,5.25,61.7
1.792658,9.792658,57.64893,65.64893,5.79,61.6
2.335228,10.335228,57.59304,65.59304,6.33,61.5
2.877797,10.877797,57.537151,65.537151,6.87,61.5
3.295049,11.295049,57.495519,65.495519,7.29,61.4
3.712301,11.712301,57.453886,65.453886,7.71,61.4
4.129553,12.129553,57.412254,65.412254,8.12,61.4
4.658526,12.658526,57.400736,65.400736,8.65,61.4
5.187498,13.187498,57.389219,65.389219,9.18,61.3
5.716471,13.716471,57.377701,65.377701,9.71,61.3
6.305421,14.305421,57.355882,65.355882,10.3,61.3
6.894372,14.894372,57.334063,65.334063,10.8,61.3
7.483322,15.483322,57.312244,65.312244,11.4,61.3
8.086616,16.086616,57.154425,65.154425,12.0,61.1
8.689911,16.689911,56.996606,64.996606,12.6,60.9
9.293205,17.293205,56.838787,64.838787,13.2,60.8
9.912402,17.912402,56.727653,64.727653,13.9,60.7
10.5316,18.5316,56.61652,64.61652,14.5,60.6
11.150797,19.150797,56.505386,64.505386,15.1,60.5
11.679045,19.679045,56.335848,64.335848,15.6,60.3
12.207294,20.207294,56.166311,64.166311,16.2,60.1
12.735542,20.735542,55.996773,63.996773,16.7,59.9
13.191315,21.191315,55.868514,63.868514,17.1,59.8
13.647088,21.647088,55.740255,63.740255,17.6,59.7
14.102861,22.102861,55.611996,63.611996,18.1,59.6
14.622857,22.622857,55.728849,63.728849,18.6,59.7
15.142852,23.142852,55.845702,63.845702,19.1,59.8
15.662848,23.662848,55.962555,63.962555,19.6,59.9
16.248346,24.248346,56.098142,64.098142,20.2,60.0
16.833844,24.833844,56.233729,64.233729,20.8,60.2
17.419342,25.419342,56.369316,64.369316,21.4,60.3
18.068968,26.068968,56.652729,64.652729,22.0,60.6
18.718595,26.718595,56.936142,64.936142,22.7,60.9
19.368221,27.368221,57.219555,65.219555,23.3,61.2
19.949404,27.949404,57.625712,65.625712,23.9,61.6
20.530588,28.530588,58.031869,66.031869,24.5,62.0
21.111771,29.111771,58.438026,66.438026,25.1,62.4
21.434377,29.434377,58.80632,66.80632,25.4,62.8
21.756984,29.756984,59.174614,67.174614,25.7,63.1
22.07959,30.07959,59.542908,67.542908,26.0,63.5
22.374831,30.374831,60.566228,68.566228,26.3,64.5
22.670072,30.670072,61.589549,69.589549,26.6,65.5
22.965313,30.965313,62.612869,70.612869,26.9,66.6
