lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
344.582316,352.582316,43.755512,51.755512,-11.0,47.7
345.798737,353.798737,44.386631,52.386631,-10.0,48.3
346.931051,354.931051,44.835902,52.835902,-9.0,48.8
348.063365,356.063365,45.285173,53.285173,-7.9,49.2
349.195679,357.195679,45.734444,53.734444,-6.8,49.7
350.514588,358.514588,46.284348,54.284348,-5.4,50.2
351.833496,359.833496,46.834251,54.834251,-4.1,50.8
353.152405,1.152405,47.384155,55.384155,-2.8,51.3
354.788784,2.788784,48.081369,56.081369,-1.2,52.0
356.425164,4.425164,48.778582,56.778582,0.42,52.7
358.061543,6.061543,49.475796,57.475796,2.06,53.4
359.593587,7.593587,49.902518,57.902518,3.59,53.9
1.125631,9.125631,50.32924,58.32924,5.12,54.3
2.657675,10.657675,50.755962,58.755962,6.65,54.7
4.147062,12.147062,51.13621,59.13621,8.14,55.1
5.636449,13.636449,51.516458,59.516458,9.63,55.5
7.125836,15.125836,51.896706,59.896706,11.1,55.8
8.655897,16.655897,52.135866,60.135866,12.6,56.1
10.185959,18.185959,52.375025,60.375025,14.1,56.3
11.71602,19.71602,52.614185,60.614185,15.7,56.6
13.117216,21.117216,52.75658,60.75658,17.1,56.7
14.518411,22.518411,52.898975,60.898975,18.5,56.8
15.919607,23.919607,53.04137,61.04137,19.9,57.0
17.200103,25.200103,53.142842,61.142842,21.2,57.1
18.480599,26.480599,53.244315,61.244315,22.4,57.2
19.761095,27.761095,53.345787,61.345787,23.7,57.3
20.925059,28.925059,53.463201,61.463201,24.9,57.4
22.089023,30.089023,53.580615,61.580615,26.0,57.5
23.252987,31.252987,53.698029,61.698029,27.2,57.6
24.303462,32.303462,53.791325,61.791325,28.3,57.7
25.353936,33.353936,53.884621,61.884621,29.3,57.8
26.404411,34.404411,53.977917,61.977917,30.4,57.9
27.269811,35.269811,53.996275,61.996275,31.2,57.9
28.13521,36.13521,54.014632,62.014632,32.1,58.0
29.00061,37.00061,54.03299,62.03299,33.0,58.0
29.906116,37.906116,53.978869,61.978869,33.9,57.9
30.811623,38.811623,53.924749,61.924749,34.8,57.9
31.717129,39.717129,53.870628,61.870628,35.7,57.8
32.513336,40.513336,53.773116,61.773116,36.5,57.7
33.309544,41.309544,53.675603,61.675603,37.3,57.6
34.105751,42.105751,53.578091,61.578091,38.1,57.5
34.554503,42.554503,53.497903,61.497903,38.5,57.4
35.003255,43.003255,53.417716,61.417716,39.0,57.4
35.452007,43.452007,53.337528,61.337528,39.4,57.3
36.011941,44.011941,53.147448,61.147448,40.0,57.1
36.571875,44.571875,52.957368,60.957368,40.5,56.9
37.131809,45.131809,52.767288,60.767288,41.1,56.7
37.626266,45.626266,52.524134,60.524134,41.6,56.5
38.120724,46.120724,52.280981,60.280981,42.1,56.2
38.615181,46.615181,52.037827,60.037827,42.6,56.0
38.891359,46.891359,51.753137,59.753137,42.8,55.7
39.167536,47.167536,51.468448,59.468448,43.1,55.4
39.443714,47.443714,51.183758,59.183758,43.4,55.1
39.688023,47.688023,50.947669,58.947669,43.6,54.9
39.932331,47.932331,50.71158,58.71158,43.9,54.7
40.17664,48.17664,50.475491,58.475491,44.1,54.4
40.435144,48.435144,50.223093,58.223093,44.4,54.2
40.693648,48.693648,49.970694,57.970694,44.6,53.9
40.952152,48.952152,49.718296,57.718296,44.9,53.7
41.029868,49.029868,49.377188,57.377188,45.0,53.3
41.107583,49.107583,49.036081,57.036081,45.1,53.0
41.185299,49.185299,48.694973,56.694973,45.1,52.6
41.278198,49.278198,48.406479,56.406479,45.2,52.4
41.371098,49.371098,48.117985,56.117985,45.3,52.1
41.463997,49.463997,47.829491,55.829491,45.4,51.8
41.704633,49.704633,47.562056,55.562056,45.7,51.5
41.945269,49.945269,47.294622,55.294622,45.9,51.2
42.185905,50.185905,47.027187,55.027187,46.1,51.0
42.587094,50.587094,46.882684,54.882684,46.5,50.8
42.988284,50.988284,46.738181,54.738181,46.9,50.7
43.389473,51.389473,46.593678,54.593678,47.3,50.5
43.789651,51.789651,46.449889,54.449889,47.7,50.4
44.18983,52.18983,46.306101,54.306101,48.1,50.3
44.590008,52.590008,46.162312,54.162312,48.5,50.1
44.875403,52.875403,45.896693,53.896693,48.8,49.8
45.160799,53.160799,45.631075,53.631075,49.1,49.6
45.446194,53.446194,45.365456,53.365456,49.4,49.3
45.755673,53.755673,45.186119,53.186119,49.7,49.1
46.065151,54.065151,45.006783,53.006783,50.0,49.0
46.37463,54.37463,44.827446,52.827446,50.3,48.8
46.743067,54.743067,44.660946,52.660946,50.7,48.6
47.111505,55.111505,44.494446,52.494446,51.1,48.4
47.479942,55.479942,44.327946,52.327946,51.4,48.3
