lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.162933,352.162933,45.712731,53.712731,-11.0,49.7,290
344.433838,352.433838,46.206097,54.206097,-11.0,50.2,291
344.70521,352.70521,46.614041,54.614041,-11.0,50.6,292
344.976583,352.976583,47.021984,55.021984,-11.0,51.0,293
345.247955,353.247955,47.429928,55.429928,-10.0,51.4,294
345.539184,353.539184,47.81539,55.81539,-10.0,51.8,295
345.830414,353.830414,48.200853,56.200853,-10.0,52.2,296
346.121643,354.121643,48.586315,56.586315,-9.8,52.5,297
346.467489,354.467489,49.050579,57.050579,-9.5,53.0,298
346.813334,354.813334,49.514843,57.514843,-9.1,53.5,299
347.15918,355.15918,49.979107,57.979107,-8.8,53.9,300
347.537466,355.537466,50.361144,58.361144,-8.4,54.3,301
347.915751,355.915751,50.74318,58.74318,-8.0,54.7,302
348.294037,356.294037,51.125217,59.125217,-7.7,55.1,303
348.754934,356.754934,51.466994,59.466994,-7.2,55.4,304
349.21583,357.21583,51.80877,59.80877,-6.7,55.8,305
349.676727,357.676727,52.150547,60.150547,-6.3,56.1,306
350.12087,358.12087,52.418159,60.418159,-5.8,56.4,307
350.565012,358.565012,52.685772,60.685772,-5.4,56.6,308
351.009155,359.009155,52.953384,60.953384,-4.9,56.9,309
351.512075,359.512075,53.104249,61.104249,-4.4,57.1,310
352.014994,0.014994,53.255114,61.255114,-3.9,57.2,311
352.517914,0.517914,53.405979,61.405979,-3.4,57.4,312
353.110952,1.110952,53.530857,61.530857,-2.8,57.5,313
353.70399,1.70399,53.655735,61.655735,-2.2,57.6,314
354.297028,2.297028,53.780613,61.780613,-1.7,57.7,315
354.886933,2.886933,53.889974,61.889974,-1.1,57.8,316
355.476839,3.476839,53.999335,61.999335,-0.5,57.9,317
356.066744,4.066744,54.108696,62.108696,0.06,58.1,318
356.503627,4.503627,54.125441,62.125441,0.5,58.1,319
356.940511,4.940511,54.142187,62.142187,0.94,58.1,320
357.377394,5.377394,54.158932,62.158932,1.37,58.1,321
358.119933,6.119933,54.26265,62.26265,2.11,58.2,322
358.862471,6.862471,54.366367,62.366367,2.86,58.3,323
359.60501,7.60501,54.470085,62.470085,3.6,58.4,324
0.247337,8.247337,54.524837,62.524837,4.24,58.5,325
0.889664,8.889664,54.57959,62.57959,4.88,58.5,326
1.531991,9.531991,54.634342,62.634342,5.53,58.6,327
2.902254,10.902254,54.83906,62.83906,6.9,58.8,328
4.272516000000002,12.272516,55.043779,63.043779,8.27,59.0,329
5.642779,13.642779,55.248497,63.248497,9.64,59.2,330
