Year	MonthDayHour	Month	Day		lon	lat	total_storms	long_dates
1990	012700	01	27	VRAI	345,477539	57,08329		1990-01-27T00:00:00
1990	012703	01	27	VRAI	346,371155	57,196728		1990-01-27T03:00:00
1990	012706	01	27	VRAI	350,525635	58,035305		1990-01-27T06:00:00
1990	012709	01	27	VRAI	350,603516	61,615234		1990-01-27T09:00:00
1990	012712	01	27	VRAI	352,2258	62,126831		1990-01-27T12:00:00
1990	012715	01	27	VRAI	351,652893	62,650208		1990-01-27T15:00:00
1990	012718	01	27	VRAI	352,075134	62,875233		1990-01-27T18:00:00
1990	012721	01	27	VRAI	352,486237	63,091736		1990-01-27T21:00:00
1990	012800	01	28	VRAI	352,718658	63,206249		1990-01-28T00:00:00
1990	012803	01	28	VRAI	352,459442	63,637009		1990-01-28T03:00:00
1990	012806	01	28	VRAI	352,344513	64,257103		1990-01-28T06:00:00
1990	012809	01	28	VRAI	352,226166	64,547066		1990-01-28T09:00:00
1990	012812	01	28	VRAI	352,522858	64,539108		1990-01-28T12:00:00
1990	012815	01	28	VRAI	352,417542	64,954544		1990-01-28T15:00:00
1990	012818	01	28	FIN	353,478241	65,018593		1990-01-28T18:00:00
1990	012303	01	23	FAUX	305,020905	42,657398		1990-01-23T03:00:00
1990	012306	01	23	VRAI	305,414703	42,923862		1990-01-23T06:00:00
1990	012309	01	23	VRAI	306,725372	43,244827		1990-01-23T09:00:00
1990	012312	01	23	VRAI	309,175995	43,655472		1990-01-23T12:00:00
1990	012315	01	23	VRAI	310,292755	44,082405		1990-01-23T15:00:00
1990	012318	01	23	VRAI	309,102814	43,980602		1990-01-23T18:00:00
1990	012321	01	23	VRAI	307,526184	43,543556		1990-01-23T21:00:00
1990	012400	01	24	VRAI	309,850128	43,912533		1990-01-24T00:00:00
1990	012403	01	24	VRAI	313,278961	45,115646		1990-01-24T03:00:00
1990	012406	01	24	VRAI	316,235565	45,896938		1990-01-24T06:00:00
1990	012409	01	24	VRAI	318,937042	46,398182		1990-01-24T09:00:00
1990	012412	01	24	VRAI	322,750397	47,302715		1990-01-24T12:00:00
1990	012415	01	24	VRAI	326,94455	48,105171		1990-01-24T15:00:00
1990	012418	01	24	VRAI	331,550018	48,840931		1990-01-24T18:00:00
1990	012421	01	24	VRAI	336,111816	49,474632		1990-01-24T21:00:00
1990	012500	01	25	VRAI	341,11087	50,558563		1990-01-25T00:00:00
1990	012503	01	25	VRAI	345,576721	51,327206		1990-01-25T03:00:00
1990	012506	01	25	VRAI	349,943481	51,937408		1990-01-25T06:00:00
1990	012509	01	25	VRAI	354,143311	52,617287		1990-01-25T09:00:00
1990	012512	01	25	VRAI	357,285187	53,449841		1990-01-25T12:00:00
1990	012515	01	25	VRAI	0,404433	54,392773		1990-01-25T15:00:00
1990	012518	01	25	VRAI	3,372775	55,317207		1990-01-25T18:00:00
1990	012521	01	25	VRAI	6,013435	56,145382		1990-01-25T21:00:00
1990	012600	01	26	VRAI	7,619756	56,788403		1990-01-26T00:00:00
1990	012603	01	26	VRAI	9,445882	57,335732		1990-01-26T03:00:00
1990	012606	01	26	VRAI	10,746552	57,902039		1990-01-26T06:00:00
1990	012609	01	26	VRAI	11,741852	58,335911		1990-01-26T09:00:00
1990	012612	01	26	VRAI	12,835162	58,539703		1990-01-26T12:00:00
1990	012615	01	26	VRAI	14,759127	58,812351		1990-01-26T15:00:00
1990	012618	01	26	VRAI	16,72854	59,119976		1990-01-26T18:00:00
1990	012621	01	26	VRAI	18,424904	59,347755		1990-01-26T21:00:00
1990	012700	01	27	VRAI	20,244846	59,615459		1990-01-27T00:00:00
1990	012703	01	27	VRAI	22,342308	60,257721		1990-01-27T03:00:00
1990	012706	01	27	VRAI	24,294346	60,68277		1990-01-27T06:00:00
1990	012709	01	27	VRAI	26,010111	61,011086		1990-01-27T09:00:00
1990	012712	01	27	VRAI	27,210588	61,202888		1990-01-27T12:00:00
1990	012715	01	27	VRAI	28,98369	61,640808		1990-01-27T15:00:00
1990	012718	01	27	VRAI	30,595552	62,18018		1990-01-27T18:00:00
1990	012721	01	27	VRAI	32,707027	62,684322		1990-01-27T21:00:00
1990	012800	01	28	VRAI	34,815449	63,266251		1990-01-28T00:00:00
1990	012803	01	28	VRAI	36,983864	64,158661		1990-01-28T03:00:00
1990	012806	01	28	VRAI	38,28302	64,786545		1990-01-28T06:00:00
1990	012809	01	28	VRAI	39,552975	65,833458		1990-01-28T09:00:00
1990	012812	01	28	VRAI	39,80365	66,754616		1990-01-28T12:00:00
1990	012815	01	28	VRAI	40,605556	66,779961		1990-01-28T15:00:00
1990	012818	01	28	VRAI	41,577332	67,246323		1990-01-28T18:00:00
1990	012821	01	28	VRAI	42,700306	67,417984		1990-01-28T21:00:00
1990	012900	01	29	VRAI	44,162315	67,057327		1990-01-29T00:00:00
1990	012903	01	29	VRAI	48,176598	66,221039		1990-01-29T03:00:00
1990	012906	01	29	VRAI	51,47332	65,919853		1990-01-29T06:00:00
1990	012909	01	29	VRAI	53,922283	65,858345		1990-01-29T09:00:00
1990	012912	01	29	FIN	58,181171	65,525337		1990-01-29T12:00:00
1990	012818	01	28	FAUX	259,711029	31,519335		1990-01-28T18:00:00
1990	012821	01	28	VRAI	261,125122	33,332455		1990-01-28T21:00:00
1990	012900	01	29	VRAI	263,750427	32,840683		1990-01-29T00:00:00
1990	012903	01	29	VRAI	265,370575	33,084366		1990-01-29T03:00:00
1990	012906	01	29	VRAI	267,080475	33,547295		1990-01-29T06:00:00
1990	012909	01	29	VRAI	268,992218	34,396282		1990-01-29T09:00:00
1990	012912	01	29	VRAI	270,646759	34,670631		1990-01-29T12:00:00
1990	012915	01	29	VRAI	273,091492	35,692455		1990-01-29T15:00:00
1990	012918	01	29	VRAI	275,597351	36,934692		1990-01-29T18:00:00
1990	012921	01	29	VRAI	278,256104	38,031879		1990-01-29T21:00:00
1990	013000	01	30	VRAI	280,385803	39,07029		1990-01-30T00:00:00
1990	013003	01	30	VRAI	283,233307	40,116684		1990-01-30T03:00:00
1990	013006	01	30	VRAI	285,830811	41,169674		1990-01-30T06:00:00
1990	013009	01	30	VRAI	287,959808	41,991611		1990-01-30T09:00:00
1990	013012	01	30	VRAI	290,480194	42,582664		1990-01-30T12:00:00
1990	013015	01	30	VRAI	292,783936	43,215828		1990-01-30T15:00:00
1990	013018	01	30	VRAI	295,226318	43,734379		1990-01-30T18:00:00
1990	013021	01	30	VRAI	297,563904	44,261219		1990-01-30T21:00:00
1990	013100	01	31	VRAI	300,06134	44,657253		1990-01-31T00:00:00
1990	013103	01	31	VRAI	302,807739	44,894104		1990-01-31T03:00:00
1990	013106	01	31	VRAI	305,955719	44,975174		1990-01-31T06:00:00
1990	013109	01	31	VRAI	309,718842	44,804295		1990-01-31T09:00:00
1990	013112	01	31	VRAI	313,428131	44,646278		1990-01-31T12:00:00
1990	013115	01	31	VRAI	319,347931	44,975548		1990-01-31T15:00:00
1990	013118	01	31	VRAI	324,843719	45,535858		1990-01-31T18:00:00
1990	013121	01	31	VRAI	329,664825	46,077869		1990-01-31T21:00:00
1990	020100	02	1	VRAI	334,610535	47,004101		1990-02-01T00:00:00
1990	020103	02	1	VRAI	338,513916	47,830471		1990-02-01T03:00:00
1990	020106	02	1	VRAI	342,139282	48,735893		1990-02-01T06:00:00
1990	020109	02	1	VRAI	345,200806	49,789692		1990-02-01T09:00:00
1990	020112	02	1	VRAI	347,449585	51,06921		1990-02-01T12:00:00
1990	020115	02	1	VRAI	349,264557	52,273483		1990-02-01T15:00:00
1990	020118	02	1	VRAI	350,861053	53,525562		1990-02-01T18:00:00
1990	020121	02	1	VRAI	352,323029	54,734501		1990-02-01T21:00:00
1990	020200	02	2	VRAI	352,677216	56,204521		1990-02-02T00:00:00
1990	020203	02	2	VRAI	353,869446	57,122444		1990-02-02T03:00:00
1990	020206	02	2	VRAI	354,327972	58,150631		1990-02-02T06:00:00
1990	020209	02	2	VRAI	354,745758	59,327164		1990-02-02T09:00:00
1990	020212	02	2	VRAI	354,944733	60,200336		1990-02-02T12:00:00
1990	020215	02	2	VRAI	355,028442	61,111824		1990-02-02T15:00:00
1990	020218	02	2	VRAI	355,20343	62,044575		1990-02-02T18:00:00
1990	020221	02	2	VRAI	355,554077	63,003792		1990-02-02T21:00:00
1990	020300	02	3	VRAI	356,035614	63,804031		1990-02-03T00:00:00
1990	020303	02	3	VRAI	356,413788	64,720985		1990-02-03T03:00:00
1990	020306	02	3	VRAI	356,945526	65,622169		1990-02-03T06:00:00
1990	020309	02	3	VRAI	357,091003	66,203178		1990-02-03T09:00:00
1990	020312	02	3	VRAI	357,54657	66,65802		1990-02-03T12:00:00
1990	020315	02	3	VRAI	358,019104	67,506012		1990-02-03T15:00:00
1990	020318	02	3	VRAI	358,348724	68,106232		1990-02-03T18:00:00
1990	020321	02	3	VRAI	359,102295	68,75116		1990-02-03T21:00:00
1990	020400	02	4	VRAI	0,242918	69,491028		1990-02-04T00:00:00
1990	020403	02	4	VRAI	0,822468	70,414696		1990-02-04T03:00:00
1990	020406	02	4	VRAI	1,685669	71,274757		1990-02-04T06:00:00
1990	020409	02	4	VRAI	2,835092	71,873024		1990-02-04T09:00:00
1990	020412	02	4	VRAI	3,217073	72,468788		1990-02-04T12:00:00
1990	020415	02	4	VRAI	4,407294	73,487328		1990-02-04T15:00:00
1990	020418	02	4	VRAI	6,202987	74,446884		1990-02-04T18:00:00
1990	020421	02	4	VRAI	6,99416	75,340912		1990-02-04T21:00:00
1990	020500	02	5	FIN	7,395032	76,018875		1990-02-05T00:00:00
1990	021812	02	18	FAUX	311,513184	40,932602		1990-02-18T12:00:00
1990	021815	02	18	VRAI	315,519836	41,367405		1990-02-18T15:00:00
1990	021818	02	18	VRAI	319,946442	42,738033		1990-02-18T18:00:00
1990	021821	02	18	VRAI	324,658051	43,278179		1990-02-18T21:00:00
1990	021900	02	19	VRAI	327,20285	43,676308		1990-02-19T00:00:00
1990	021903	02	19	VRAI	328,880188	44,380314		1990-02-19T03:00:00
1990	021906	02	19	VRAI	330,415833	45,125565		1990-02-19T06:00:00
1990	021909	02	19	VRAI	331,981903	45,35321		1990-02-19T09:00:00
1990	021912	02	19	VRAI	334,128265	46,184364		1990-02-19T12:00:00
1990	021915	02	19	VRAI	337,074219	47,680298		1990-02-19T15:00:00
1990	021918	02	19	VRAI	339,252563	49,171566		1990-02-19T18:00:00
1990	021921	02	19	VRAI	341,956024	51,021809		1990-02-19T21:00:00
1990	022000	02	20	VRAI	344,978333	52,769646		1990-02-20T00:00:00
1990	022003	02	20	VRAI	347,61142	54,295383		1990-02-20T03:00:00
1990	022006	02	20	VRAI	351,136414	56,027958		1990-02-20T06:00:00
1990	022009	02	20	FIN	356,633575	59,100876		1990-02-20T09:00:00
1990	022318	02	23	FAUX	280,807861	40,62738		1990-02-23T18:00:00
1990	022321	02	23	VRAI	283,190857	41,067249		1990-02-23T21:00:00
1990	022400	02	24	VRAI	282,91275	39,803444		1990-02-24T00:00:00
1990	022403	02	24	VRAI	284,13681	39,143726		1990-02-24T03:00:00
1990	022406	02	24	VRAI	285,423126	38,729187		1990-02-24T06:00:00
1990	022409	02	24	VRAI	286,932007	38,847305		1990-02-24T09:00:00
1990	022412	02	24	VRAI	290,725677	40,662457		1990-02-24T12:00:00
1990	022415	02	24	VRAI	292,525055	41,44511		1990-02-24T15:00:00
1990	022418	02	24	VRAI	294,945465	42,756378		1990-02-24T18:00:00
1990	022421	02	24	VRAI	298,247375	44,410561		1990-02-24T21:00:00
1990	022500	02	25	VRAI	302,580933	46,284828		1990-02-25T00:00:00
1990	022503	02	25	VRAI	307,898438	48,411991		1990-02-25T03:00:00
1990	022506	02	25	VRAI	313,581085	50,186314		1990-02-25T06:00:00
1990	022509	02	25	VRAI	318,065979	51,663624		1990-02-25T09:00:00
1990	022512	02	25	VRAI	324,16156	53,071159		1990-02-25T12:00:00
1990	022515	02	25	VRAI	331,529572	54,045952		1990-02-25T15:00:00
1990	022518	02	25	VRAI	337,677429	54,272408		1990-02-25T18:00:00
1990	022521	02	25	VRAI	343,302704	54,554104		1990-02-25T21:00:00
1990	022600	02	26	VRAI	348,091827	54,890598		1990-02-26T00:00:00
1990	022603	02	26	VRAI	353,299866	54,969646		1990-02-26T03:00:00
1990	022606	02	26	VRAI	358,075043	55,175362		1990-02-26T06:00:00
1990	022609	02	26	VRAI	2,32333	55,566086		1990-02-26T09:00:00
1990	022612	02	26	VRAI	6,220098	56,032047		1990-02-26T12:00:00
1990	022615	02	26	VRAI	9,614526	56,713562		1990-02-26T15:00:00
1990	022618	02	26	VRAI	12,678132	57,527718		1990-02-26T18:00:00
1990	022621	02	26	VRAI	15,219101	58,19281		1990-02-26T21:00:00
1990	022700	02	27	VRAI	17,829227	58,878525		1990-02-27T00:00:00
1990	022703	02	27	VRAI	19,514814	59,512127		1990-02-27T03:00:00
1990	022706	02	27	VRAI	20,89777	60,114006		1990-02-27T06:00:00
1990	022709	02	27	VRAI	21,888943	60,595592		1990-02-27T09:00:00
1990	022712	02	27	VRAI	22,157978	60,658951		1990-02-27T12:00:00
1990	022715	02	27	VRAI	22,819426	60,596058		1990-02-27T15:00:00
1990	022718	02	27	VRAI	23,106188	60,50428		1990-02-27T18:00:00
1990	022721	02	27	VRAI	23,712566	60,353321		1990-02-27T21:00:00
1990	022800	02	28	VRAI	24,821466	60,334541		1990-02-28T00:00:00
1990	022803	02	28	VRAI	25,978264	60,425671		1990-02-28T03:00:00
1990	022806	02	28	VRAI	27,277672	60,539085		1990-02-28T06:00:00
1990	022809	02	28	VRAI	28,618269	61,031883		1990-02-28T09:00:00
1990	022812	02	28	VRAI	30,349216	61,561096		1990-02-28T12:00:00
1990	022815	02	28	VRAI	31,895132	62,290901		1990-02-28T15:00:00
1990	022818	02	28	FIN	33,716625	62,951458		1990-02-28T18:00:00
1990	022215	02	22	FAUX	253,158676	54,901283		1990-02-22T15:00:00
1990	022218	02	22	VRAI	254,462067	53,91814		1990-02-22T18:00:00
1990	022221	02	22	VRAI	255,580093	53,02776		1990-02-22T21:00:00
1990	022300	02	23	VRAI	257,305115	51,988892		1990-02-23T00:00:00
1990	022303	02	23	VRAI	257,839081	51,646309		1990-02-23T03:00:00
1990	022306	02	23	VRAI	258,990662	50,394386		1990-02-23T06:00:00
1990	022309	02	23	VRAI	260,372894	49,015179		1990-02-23T09:00:00
1990	022312	02	23	VRAI	261,582733	48,334499		1990-02-23T12:00:00
1990	022315	02	23	VRAI	263,023102	47,271435		1990-02-23T15:00:00
1990	022318	02	23	VRAI	264,545624	46,261395		1990-02-23T18:00:00
1990	022321	02	23	VRAI	265,801025	45,117458		1990-02-23T21:00:00
1990	022400	02	24	VRAI	267,226379	44,195072		1990-02-24T00:00:00
1990	022403	02	24	VRAI	268,796997	43,144077		1990-02-24T03:00:00
1990	022406	02	24	VRAI	270,250488	42,45356		1990-02-24T06:00:00
1990	022409	02	24	VRAI	271,631927	41,721844		1990-02-24T09:00:00
1990	022412	02	24	VRAI	273,262848	40,957367		1990-02-24T12:00:00
1990	022415	02	24	VRAI	274,729584	40,387939		1990-02-24T15:00:00
1990	022418	02	24	VRAI	276,787659	40,298153		1990-02-24T18:00:00
1990	022421	02	24	VRAI	279,181915	40,579426		1990-02-24T21:00:00
1990	022500	02	25	VRAI	280,191345	41,145515		1990-02-25T00:00:00
1990	022503	02	25	VRAI	281,810913	41,267944		1990-02-25T03:00:00
1990	022506	02	25	VRAI	283,929474	40,985523		1990-02-25T06:00:00
1990	022509	02	25	VRAI	286,436951	40,108692		1990-02-25T09:00:00
1990	022512	02	25	VRAI	289,097839	39,684975		1990-02-25T12:00:00
1990	022515	02	25	VRAI	291,172913	39,923317		1990-02-25T15:00:00
1990	022518	02	25	VRAI	293,931641	40,367123		1990-02-25T18:00:00
1990	022521	02	25	VRAI	295,243439	40,686478		1990-02-25T21:00:00
1990	022600	02	26	VRAI	293,417419	40,148144		1990-02-26T00:00:00
1990	022603	02	26	VRAI	294,455536	40,154243		1990-02-26T03:00:00
1990	022606	02	26	VRAI	296,425323	40,357738		1990-02-26T06:00:00
1990	022609	02	26	VRAI	298,114227	40,476299		1990-02-26T09:00:00
1990	022612	02	26	VRAI	300,983429	41,063019		1990-02-26T12:00:00
1990	022615	02	26	VRAI	303,385468	41,484131		1990-02-26T15:00:00
1990	022618	02	26	VRAI	305,9599	42,160694		1990-02-26T18:00:00
1990	022621	02	26	VRAI	308,267334	42,893467		1990-02-26T21:00:00
1990	022700	02	27	VRAI	311,941772	44,162983		1990-02-27T00:00:00
1990	022703	02	27	VRAI	314,65274	45,342327		1990-02-27T03:00:00
1990	022706	02	27	VRAI	317,196655	46,322491		1990-02-27T06:00:00
1990	022709	02	27	VRAI	320,074188	47,231091		1990-02-27T09:00:00
1990	022712	02	27	VRAI	322,46347	48,155495		1990-02-27T12:00:00
1990	022715	02	27	VRAI	325,759766	48,806583		1990-02-27T15:00:00
1990	022718	02	27	VRAI	328,562347	49,230419		1990-02-27T18:00:00
1990	022721	02	27	VRAI	331,158081	49,53664		1990-02-27T21:00:00
1990	022800	02	28	VRAI	335,899963	50,835384		1990-02-28T00:00:00
1990	022803	02	28	VRAI	340,874664	51,785172		1990-02-28T03:00:00
1990	022806	02	28	VRAI	345,011353	52,625801		1990-02-28T06:00:00
1990	022809	02	28	VRAI	348,876984	53,028397		1990-02-28T09:00:00
1990	022812	02	28	VRAI	352,027985	52,857937		1990-02-28T12:00:00
1990	022815	02	28	VRAI	356,212769	52,819443		1990-02-28T15:00:00
1990	022818	02	28	VRAI	359,981537	52,692894		1990-02-28T18:00:00
1990	022821	02	28	VRAI	3,848752	52,843391		1990-02-28T21:00:00
1990	030100	03	1	VRAI	8,798218	53,207554		1990-03-01T00:00:00
1990	030103	03	1	VRAI	13,408265	53,059738		1990-03-01T03:00:00
1990	030106	03	1	VRAI	17,460129	52,750828		1990-03-01T06:00:00
1990	030109	03	1	VRAI	20,551147	52,756504		1990-03-01T09:00:00
1990	030112	03	1	VRAI	23,211559	52,729744		1990-03-01T12:00:00
1990	030115	03	1	VRAI	25,521061	52,563606		1990-03-01T15:00:00
1990	030118	03	1	VRAI	27,392208	52,94627		1990-03-01T18:00:00
1990	030121	03	1	VRAI	28,296114	53,77573		1990-03-01T21:00:00
1990	030200	03	2	VRAI	30,212004	54,029655		1990-03-02T00:00:00
1990	030203	03	2	VRAI	31,412169	54,447269		1990-03-02T03:00:00
1990	030206	03	2	VRAI	32,715565	54,817905		1990-03-02T06:00:00
1990	030209	03	2	VRAI	34,290779	55,568394		1990-03-02T09:00:00
1990	030212	03	2	VRAI	35,862663	55,945427		1990-03-02T12:00:00
1990	030215	03	2	VRAI	36,180176	56,490639		1990-03-02T15:00:00
1990	030218	03	2	VRAI	37,491505	56,75819		1990-03-02T18:00:00
1990	030221	03	2	VRAI	39,127792	57,410507		1990-03-02T21:00:00
1990	030300	03	3	VRAI	40,050766	57,866802		1990-03-03T00:00:00
1990	030303	03	3	VRAI	40,173622	58,537472		1990-03-03T03:00:00
1990	030306	03	3	VRAI	41,187881	59,297401		1990-03-03T06:00:00
1990	030309	03	3	VRAI	42,203987	60,33633		1990-03-03T09:00:00
1990	030312	03	3	VRAI	43,124889	61,079811		1990-03-03T12:00:00
1990	030315	03	3	VRAI	42,675571	62,682102		1990-03-03T15:00:00
1990	030318	03	3	VRAI	42,974464	64,681465		1990-03-03T18:00:00
1990	030321	03	3	VRAI	45,623753	65,296524		1990-03-03T21:00:00
1990	030400	03	4	FIN	48,417667	66,139503		1990-03-04T00:00:00
1990	020100	02	1	FAUX	304,428101	41,527157		1990-02-01T00:00:00
1990	020103	02	1	VRAI	306,792816	40,985157		1990-02-01T03:00:00
1990	020106	02	1	VRAI	308,66507	40,213715		1990-02-01T06:00:00
1990	020109	02	1	VRAI	310,58075	39,376789		1990-02-01T09:00:00
1990	020112	02	1	VRAI	313,531525	38,83522		1990-02-01T12:00:00
1990	020115	02	1	VRAI	316,08078	38,326759		1990-02-01T15:00:00
1990	020118	02	1	VRAI	319,200012	38,12804		1990-02-01T18:00:00
1990	020121	02	1	VRAI	322,237701	38,11013		1990-02-01T21:00:00
1990	020200	02	2	VRAI	325,064606	38,321915		1990-02-02T00:00:00
1990	020203	02	2	VRAI	328,118927	38,646584		1990-02-02T03:00:00
1990	020206	02	2	VRAI	331,42276	39,368351		1990-02-02T06:00:00
1990	020209	02	2	VRAI	334,46106	39,945637		1990-02-02T09:00:00
1990	020212	02	2	VRAI	337,12793	40,410206		1990-02-02T12:00:00
1990	020215	02	2	VRAI	339,865723	41,256592		1990-02-02T15:00:00
1990	020218	02	2	VRAI	342,682556	42,227089		1990-02-02T18:00:00
1990	020221	02	2	VRAI	345,228821	43,02948		1990-02-02T21:00:00
1990	020300	02	3	VRAI	347,816589	44,16404		1990-02-03T00:00:00
1990	020303	02	3	VRAI	350,850983	46,024014		1990-02-03T03:00:00
1990	020306	02	3	VRAI	353,945099	47,617405		1990-02-03T06:00:00
1990	020309	02	3	VRAI	356,701996	48,817284		1990-02-03T09:00:00
1990	020312	02	3	VRAI	359,536011	50,175415		1990-02-03T12:00:00
1990	020315	02	3	VRAI	2,708208	51,571587		1990-02-03T15:00:00
1990	020318	02	3	VRAI	5,905483	52,734871		1990-02-03T18:00:00
1990	020321	02	3	VRAI	9,444633	53,672974		1990-02-03T21:00:00
1990	020400	02	4	VRAI	13,052739	54,431347		1990-02-04T00:00:00
1990	020403	02	4	VRAI	16,226959	54,764786		1990-02-04T03:00:00
1990	020406	02	4	VRAI	18,795843	54,952538		1990-02-04T06:00:00
1990	020409	02	4	VRAI	21,102797	55,111549		1990-02-04T09:00:00
1990	020412	02	4	VRAI	23,038801	55,68203		1990-02-04T12:00:00
1990	020415	02	4	VRAI	25,092548	55,552258		1990-02-04T15:00:00
1990	020418	02	4	VRAI	27,273449	54,787258		1990-02-04T18:00:00
1990	020421	02	4	VRAI	29,086599	54,09108		1990-02-04T21:00:00
1990	020500	02	5	VRAI	30,873323	52,279194		1990-02-05T00:00:00
1990	020503	02	5	VRAI	32,475769	49,765308		1990-02-05T03:00:00
1990	020506	02	5	VRAI	33,459518	48,341312		1990-02-05T06:00:00
1990	020509	02	5	VRAI	34,04874	47,516655		1990-02-05T09:00:00
1990	020512	02	5	VRAI	34,588898	47,196033		1990-02-05T12:00:00
1990	020515	02	5	VRAI	34,319881	46,470501		1990-02-05T15:00:00
1990	020518	02	5	VRAI	34,131077	45,7589		1990-02-05T18:00:00
1990	020521	02	5	VRAI	33,980873	45,291		1990-02-05T21:00:00
1990	020600	02	6	VRAI	33,418232	44,483921		1990-02-06T00:00:00
1990	020603	02	6	VRAI	32,730541	43,742916		1990-02-06T03:00:00
1990	020606	02	6	FIN	31,907669	42,925198		1990-02-06T06:00:00
1991	010300	01	3	FAUX	290,812012	37,300362		1991-01-03T00:00:00
1991	010303	01	3	VRAI	292,532135	37,871521		1991-01-03T03:00:00
1991	010306	01	3	VRAI	295,713776	38,961472		1991-01-03T06:00:00
1991	010309	01	3	VRAI	299,577271	39,887543		1991-01-03T09:00:00
1991	010312	01	3	VRAI	301,190704	40,686176		1991-01-03T12:00:00
1991	010315	01	3	VRAI	304,058502	41,496368		1991-01-03T15:00:00
1991	010318	01	3	VRAI	307,453491	42,612736		1991-01-03T18:00:00
1991	010321	01	3	VRAI	310,86499	43,614758		1991-01-03T21:00:00
1991	010400	01	4	VRAI	314,161652	44,630795		1991-01-04T00:00:00
1991	010403	01	4	VRAI	318,191071	46,158722		1991-01-04T03:00:00
1991	010406	01	4	VRAI	322,462585	48,092167		1991-01-04T06:00:00
1991	010409	01	4	VRAI	326,317871	49,208118		1991-01-04T09:00:00
1991	010412	01	4	VRAI	330,985199	49,765739		1991-01-04T12:00:00
1991	010415	01	4	VRAI	334,701965	51,391232		1991-01-04T15:00:00
1991	010418	01	4	VRAI	338,079224	52,677937		1991-01-04T18:00:00
1991	010421	01	4	VRAI	340,774475	53,772907		1991-01-04T21:00:00
1991	010500	01	5	VRAI	342,46991	54,647266		1991-01-05T00:00:00
