lon_east,lon_west,lat_south,lat_north
250.605988,258.605988,59.178928,67.178928
253.881958,261.881958,57.497482,65.497482
256.120758,264.120758,56.476521,64.476521
257.976715,265.976715,55.047253,63.047253
260.334686,268.334686,53.796021,61.796021
261.580963,269.580963,53.218807,61.218807
262.816345,270.816345,52.671623,60.671623
264.365356,272.365356,51.838268,59.838268
266.257782,274.257782,50.899719,58.899719
267.998138,275.998138,50.173763,58.173763
269.481873,277.481873,49.626247,57.626247
270.911285,278.911285,49.056190,57.056190
272.184204,280.184204,48.449791,56.449791
273.073700,281.073700,47.731785,55.731785
273.805176,281.805176,47.420811,55.420811
274.741638,282.741638,46.912090,54.912090
273.027802,281.027802,43.113968,51.113968
274.239349,282.239349,42.063339,50.063339
275.422333,283.422333,41.365234,49.365234
277.784485,285.784485,40.534119,48.534119
280.378448,288.378448,40.815784,48.815784
282.083771,290.083771,40.376091,48.376091
284.197449,292.197449,39.552017,47.552017
287.744171,295.744171,38.441509,46.441509
291.980865,299.980865,37.426846,45.426846
295.331970,303.331970,37.481838,45.481838
297.794403,305.794403,38.216305,46.216305
299.882507,307.882507,39.022480,47.022480
302.868103,310.868103,39.942371,47.942371
304.708801,312.708801,40.454353,48.454353
306.531586,314.531586,41.026291,49.026291
310.067047,318.067047,42.498405,50.498405
313.434753,321.434753,43.848316,51.848316
316.889923,324.889923,44.971550,52.971550
322.287445,330.287445,47.267502,55.267502
329.372681,337.372681,49.708138,57.708138
335.802155,343.802155,51.118992,59.118992
339.355316,347.355316,52.573666,60.573666
340.412445,348.412445,53.448589,61.448589
342.805176,350.805176,54.112690,62.112690
346.975372,354.975372,54.916489,62.916489
351.279419,359.279419,55.514015,63.514015
355.386810,363.386810,55.986717,63.986717
359.976819,7.976819,56.120583,64.120583
2.798880,10.798880,56.114716,64.114716
5.615028,13.615028,56.105057,64.105057
8.328506,16.328506,56.072819,64.072819
12.437368,20.437368,55.658657,63.658657
15.952337,23.952337,55.248291,63.248291
18.100649,26.100649,54.927689,62.927689
19.265285,27.265285,54.762611,62.762611
20.182262,28.182262,54.652431,62.652431
21.055599,29.055599,54.674259,62.674259
21.933426,29.933426,54.365147,62.365147
22.750895,30.750895,54.042225,62.042225
23.800041,31.800041,53.778595,61.778595
25.233267,33.233267,53.697868,61.697868
26.819536,34.819536,53.550789,61.550789
28.785801,36.785801,53.230862,61.230862
31.267933,39.267933,52.933216,60.933216
33.529160,41.529160,52.606869,60.606869
