lon_east,lon_west,lat_south,lat_north
272.266968,280.266968,29.713665,37.713665
274.069794,282.069794,29.146881,37.146881
275.410065,283.410065,28.896015,36.896015
277.704559,285.704559,28.937397,36.937397
280.216431,288.216431,29.427849,37.427849
283.251923,291.251923,30.304699,38.304699
286.172363,294.172363,31.096729,39.096729
291.072418,299.072418,31.569805,39.569805
296.008362,304.008362,33.252903,41.252903
298.426270,306.426270,34.284012,42.284012
301.602173,309.602173,35.551819,43.551819
305.375488,313.375488,36.984226,44.984226
309.359039,317.359039,38.672791,46.672791
313.609070,321.609070,40.624943,48.624943
317.329193,325.329193,42.088165,50.088165
321.849091,329.849091,43.805870,51.805870
325.708160,333.708160,45.130711,53.130711
330.321594,338.321594,46.518116,54.518116
334.406708,342.406708,47.573772,55.573772
338.341003,346.341003,48.544399,56.544399
342.601135,350.601135,49.643715,57.643715
345.902740,353.902740,50.681908,58.681908
348.620636,356.620636,51.803406,59.803406
350.136963,358.136963,52.758675,60.758675
351.201447,359.201447,53.482941,61.482941
351.441803,359.441803,54.406170,62.406170
351.431274,359.431274,55.271805,63.271805
351.240692,359.240692,55.755314,63.755314
351.269592,359.269592,56.114613,64.114613
351.396729,359.396729,56.920807,64.920807
349.867188,357.867188,58.025627,66.025627
347.487549,355.487549,58.651150,66.651150
344.842102,352.842102,58.520405,66.520405
343.948578,351.948578,58.593624,66.593624
342.668854,350.668854,58.596851,66.596851
341.484161,349.484161,58.566200,66.566200
340.239197,348.239197,58.527233,66.527233
338.573242,346.573242,58.567814,66.567814
337.054626,345.054626,58.452526,66.452526
335.838959,343.838959,58.269772,66.269772
335.611969,343.611969,58.192551,66.192551
335.115326,343.115326,58.441818,66.441818
333.901581,341.901581,58.866386,66.866386
332.162781,340.162781,59.242779,67.242779
330.282623,338.282623,59.351868,67.351868
