lon_east,lon_west,lat_south,lat_north
293.605438,301.605438,42.338383,50.338383
294.560028,302.560028,41.732189,49.732189
296.274597,304.274597,41.310799,49.310799
298.193695,306.193695,41.002552,49.002552
300.149872,308.149872,40.687801,48.687801
304.635834,312.635834,41.435154,49.435154
310.009613,318.009613,42.567169,50.567169
313.002228,321.002228,42.787434,50.787434
315.528748,323.528748,43.05928,51.05928
317.776184,325.776184,43.518894,51.518894
320.106567,328.106567,44.146935,52.146935
323.440033,331.440033,44.981533,52.981533
326.377594,334.377594,45.833191,53.833191
329.528961,337.528961,46.840469,54.840469
332.542664,340.542664,47.646687,55.646687
336.376556,344.376556,48.971691,56.971691
339.388733,347.388733,50.07605,58.07605
341.862366,349.862366,51.158909,59.158909
344.065857,352.065857,52.200592,60.200592
345.90213,353.90213,53.389324,61.389324
347.729065,355.729065,54.323101,62.323101
349.040955,357.040955,55.301487,63.301487
350.271149,358.271149,55.821518,63.821518
351.388641,359.388641,56.088585,64.088585
352.82373,0.82373,56.399521,64.399521
353.931885,1.931885,56.360767,64.360767
354.886505,2.886505,56.237206,64.237206
356.054784,4.054784,56.310799,64.310799
357.458712,5.458712,56.344807,64.344807
359.008789,7.008789,56.297882,64.297882
0.635311,8.635311,56.513634,64.513634
2.326647,10.326647,56.850357,64.850357
4.714028,12.714028,57.084942,65.084942
7.718491,15.718491,57.514458,65.514458
10.684201,18.684201,57.556316,65.556316
14.238241,22.238241,57.264462,65.264462
17.039616,25.039616,57.316151,65.316151
20.070314,28.070314,57.760807,65.760807
23.872952,31.872952,58.869888,66.869888
