lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
347.293762,355.293762,48.263489,56.263489,-8.7,52.2,3
351.262543,359.262543,49.718346,57.718346,-4.7,53.7,4
354.007965,2.007965,51.546921,59.546921,-1.9,55.5,5
356.088455,4.088455,53.079731,61.079731,0.08,57.0,6
356.647807,4.647807,55.116299,63.116299,0.64,59.1,7
357.790075,5.790075,56.703053,64.703053,1.79,60.7,8
356.83656,4.83656,58.503902,66.503902,0.83,62.5,9
356.27017,4.27017,60.23835,68.23835,0.27,64.2,10
356.51439,4.51439,61.579323,69.579323,0.51,65.5,11
355.182068,3.182068,62.389114,70.389114,-0.8,66.3,12
354.514221,2.514221,63.480186,71.480186,-1.4,67.4,13
353.864685,1.864685,64.247826,72.247826,-2.1,68.2,14
354.391785,2.391785,65.041153,73.04115299999998,-1.6,69.0,15
354.632294,2.632294,65.835083,73.83508299999998,-1.3,69.8,16
354.422638,2.422638,66.590668,74.59066799999998,-1.5,70.5,17
354.268524,2.268524,67.22538,75.22538,-1.7,71.2,18
353.800812,1.800812,67.628586,75.628586,-2.1,71.6,19
353.151978,1.151978,67.504395,75.504395,-2.8,71.5,20
352.725189,0.725189,66.928101,74.928101,-3.2,70.9,21
353.342285,1.342285,66.134567,74.134567,-2.6,70.1,22
354.559753,2.559753,65.925827,73.925827,-1.4,69.9,23
355.924255,3.924255,65.669632,73.66963199999998,0.0,69.6,24
357.480612,5.480612,65.260597,73.260597,1.48,69.2,25
358.591436,6.591436,65.150528,73.15052799999998,2.59,69.1,26
0.393628,8.393628,65.201698,73.20169799999998,4.39,69.2,27
2.690713,10.690713,65.197929,73.197929,6.69,69.1,28
9.128478,17.128478,65.369766,73.369766,13.1,69.3,29
12.140837,20.140837,65.609367,73.609367,16.1,69.6,30
12.501495,20.501495,66.109512,74.10951199999998,16.5,70.1,31
15.258665,23.258665,66.34198,74.34198,19.2,70.3,32
