fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
17,346.181763,354.181763,59.150623,67.150623,-9.8,63.1
18,348.367706,356.367706,60.536705,68.536705,-7.6,64.5
19,350.974152,358.974152,61.732224,69.732224,-5.0,65.7
20,353.66684,1.66684,62.936859,70.936859,-2.3,66.9
21,356.435815,4.435815,63.91864,71.91864,0.43,67.9
22,359.262366,7.262366,64.66909,72.66909,3.26,68.6
23,2.480362,10.480362,65.247459,73.247459,6.48,69.2
24,6.082969,14.082969,65.874252,73.874252,10.0,69.8
25,10.00039,18.00039,66.250389,74.250389,14.0,70.2
26,15.299009,23.299009,66.68264,74.68264,19.2,70.6
27,20.670216,28.670216,66.705574,74.705574,24.6,70.7
28,27.406548,35.406548,66.738762,74.738762,31.4,70.7
