lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
349.144836,357.144836,65.665001,73.665001,-6.8,69.6,0
354.925598,2.925598,65.772522,73.77252199999998,-1.0,69.7,1
0.213022,8.213022,66.148766,74.14876599999998,4.21,70.1,2
5.274573,13.274573,66.223221,74.22322099999998,9.27,70.2,3
10.085927,18.085927,65.953468,73.953468,14.0,69.9,4
13.705166,21.705166,65.814026,73.814026,17.7,69.8,5
17.883421,25.883421,65.337486,73.337486,21.8,69.3,6
21.177502,29.177502,65.236092,73.236092,25.1,69.2,7
25.128899,33.128899,65.052895,73.052895,29.1,69.0,8
29.165623,37.165623,65.469414,73.469414,33.1,69.4,9
33.181679,41.181679,67.366859,75.366859,37.1,71.3,10
35.495461,43.495461,67.638092,75.638092,39.4,71.6,11
37.599598,45.599598,67.994598,75.99459799999998,41.5,71.9,12
39.119835,47.119835,68.516029,76.516029,43.1,72.5,13
41.256958,49.256958,68.653534,76.65353399999998,45.2,72.59999999999998,14
43.135872,51.135872,69.167412,77.167412,47.1,73.09999999999998,15
45.466629,53.466629,69.754013,77.754013,49.4,73.7,16
47.498489,55.498489,70.379662,78.37966199999998,51.4,74.29999999999998,17
