lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
346.014862,354.014862,53.117085,61.117085,-9.9,57.1,35
348.079193,356.079193,54.727966,62.727966,-7.9,58.7,36
349.798798,357.798798,56.044266,64.044266,-6.2,60.0,37
350.209595,358.209595,57.429256,65.429256,-5.7,61.4,38
350.687256,358.687256,58.479427,66.479427,-5.3,62.4,39
350.445404,358.445404,59.245476,67.245476,-5.5,63.2,40
350.318451,358.318451,60.060745,68.060745,-5.6,64.0,41
349.513855,357.513855,60.77562,68.77562,-6.4,64.7,42
348.702789,356.702789,61.35836,69.35836,-7.2,65.3,43
348.313416,356.313416,61.893356,69.893356,-7.6,65.8,44
347.639221,355.639221,62.460495,70.460495,-8.300000000000002,66.4,45
346.772064,354.772064,62.889732,70.889732,-9.2,66.8,46
345.557129,353.557129,63.07486,71.07486,-10.0,67.0,47
344.576721,352.576721,62.982903,70.982903,-11.0,66.9,48
344.337708,352.337708,62.923088,70.923088,-11.0,66.9,49
344.141296,352.141296,62.792526,70.792526,-11.0,66.7,50
344.825348,352.825348,63.088341,71.088341,-11.0,67.0,51
345.715698,353.715698,63.602875,71.602875,-10.0,67.6,52
347.058136,355.058136,64.176422,72.176422,-8.9,68.1,53
347.663452,355.663452,64.474113,72.474113,-8.300000000000002,68.4,54
347.070618,355.070618,64.028328,72.028328,-8.9,68.0,55
346.702423,354.702423,62.04361,70.04361,-9.2,66.0,56
348.273865,356.273865,62.473053,70.473053,-7.7,66.4,57
349.579071,357.579071,63.201553,71.201553,-6.4,67.2,58
351.461823,359.461823,63.717247,71.717247,-4.5,67.7,59
352.317017,0.317017,64.343979,72.343979,-3.6,68.3,60
359.575497,7.575497,64.893394,72.893394,3.57,68.8,61
6.145823,14.145823,65.532364,73.532364,10.1,69.5,62
9.323356,17.323356,66.165344,74.165344,13.3,70.1,63
11.201783,19.201783,66.593605,74.59360499999998,15.2,70.5,64
13.444818,21.444818,67.076958,75.076958,17.4,71.0,65
14.954609,22.954609,67.637482,75.637482,18.9,71.6,66
16.071573,24.071573,68.057358,76.05735799999998,20.0,72.0,67
16.443344,24.443344,68.475304,76.47530399999998,20.4,72.4,68
16.937563,24.937563,68.852417,76.852417,20.9,72.79999999999998,69
