lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
346.850983,354.850983,42.024014,50.024014,-9.1,46.0,17
349.945099,357.945099,43.617405,51.617405,-6.0,47.6,18
352.701996,0.701996,44.817284,52.817284,-3.2,48.8,19
355.536011,3.536011,46.175415,54.175415,-0.4,50.1,20
358.708208,6.708208,47.571587,55.571587,2.7,51.5,21
1.905483,9.905483,48.734871,56.734871,5.9,52.7,22
5.444633,13.444633,49.672974,57.672974,9.44,53.6,23
9.052739,17.052739,50.431347,58.431347,13.0,54.4,24
12.226959,20.226959,50.764786,58.764786,16.2,54.7,25
14.795843,22.795843,50.952538,58.952538,18.7,54.9,26
17.102797,25.102797,51.111549,59.111549,21.1,55.1,27
19.038801,27.038801,51.68203,59.68203,23.0,55.6,28
21.092548,29.092548,51.552258,59.552258,25.0,55.5,29
23.273449,31.273449,50.787258,58.787258,27.2,54.7,30
25.086599,33.086599,50.09108,58.09108,29.0,54.0,31
26.873323,34.873323,48.279194,56.279194,30.8,52.2,32
28.475769,36.475769,45.765308,53.765308,32.4,49.7,33
29.459518,37.459518,44.341312,52.341312,33.4,48.3,34
30.04874,38.04874,43.516655,51.516655,34.0,47.5,35
30.588898,38.588898,43.196033,51.196033,34.5,47.1,36
30.319881,38.319881,42.470501,50.470501,34.3,46.4,37
30.131077,38.131077,41.7589,49.7589,34.1,45.7,38
29.980873,37.980873,41.291,49.291,33.9,45.2,39
29.418232,37.418232,40.483921,48.483921,33.4,44.4,40
28.730541,36.730541,39.742916,47.742916,32.7,43.7,41
27.907669,35.907669,38.925198,46.925198,31.9,42.9,42
