fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
41,346.975372,354.975372,54.916489,62.916489,-9.0,58.9
42,351.279419,359.279419,55.514015,63.514015,-4.7,59.5
43,355.38681,3.38681,55.986717,63.986717,-0.6,59.9
44,359.976819,7.976819,56.120583,64.120583,3.97,60.1
45,2.79888,10.79888,56.114716,64.114716,6.79,60.1
46,5.615028,13.615028,56.105057,64.105057,9.61,60.1
47,8.328506000000004,16.328506,56.072819,64.072819,12.3,60.0
48,12.437368,20.437368,55.658657,63.658657,16.4,59.6
49,15.952337,23.952337,55.248291,63.248291,19.9,59.2
50,18.100649,26.100649,54.927689,62.927689,22.1,58.9
51,19.265285,27.265285,54.762611,62.762611,23.2,58.7
52,20.182262,28.182262,54.652431,62.652431,24.1,58.6
53,21.055599,29.055599,54.674259,62.674259,25.0,58.6
54,21.933426,29.933426,54.365147,62.365147,25.9,58.3
55,22.750895,30.750895,54.042225,62.042225,26.7,58.0
56,23.800041,31.800041,53.778595,61.778595,27.8,57.7
57,25.233267,33.233267,53.697868,61.697868,29.2,57.6
58,26.819536,34.819536,53.550789,61.550789,30.8,57.5
59,28.785801,36.785801,53.230862,61.230862,32.7,57.2
60,31.267933,39.267933,52.933216,60.933216,35.2,56.9
61,33.52916,41.52916,52.606869,60.606869,37.5,56.6
