lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
345.152924,353.152924,57.365807,65.365807,-10.0,61.3,18
348.816406,356.816406,57.113678,65.113678,-7.1,61.1,19
352.193573,0.193573,56.816559,64.816559,-3.8,60.8,20
355.719238,3.719238,56.406658,64.406658,-0.2,60.4,21
358.583632,6.583632,56.180511,64.180511,2.58,60.1,22
1.570728,9.570728,55.954975,63.954975,5.57,59.9,23
3.814624,11.814624,55.870617,63.870617,7.81,59.8,24
5.496161,13.496161,56.040493,64.040493,9.49,60.0,25
6.758062,14.758062,56.084034,64.084034,10.7,60.0,26
8.138274,16.138274,56.001694,64.001694,12.1,60.0,27
9.349121,17.349121,55.997177,63.997177,13.3,59.9,28
10.845141,18.845141,56.21133,64.21133,14.8,60.2,29
12.024599,20.024599,56.332016,64.332016,16.0,60.3,30
11.75409,19.75409,56.75985,64.75985,15.7,60.7,31
11.328568,19.328568,57.161922,65.161922,15.3,61.1,32
12.385168,20.385168,57.659225,65.659225,16.3,61.6,33
13.663624,21.663624,58.149727,66.149727,17.6,62.1,34
14.253233,22.253233,58.831299,66.831299,18.2,62.8,35
14.26708,22.26708,59.149307,67.149307,18.2,63.1,36
16.212875,24.212875,60.424889,68.424889,20.2,64.4,37
