lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
345.58963,353.58963,58.46233,66.46233,-10.0,62.4,35
346.931549,354.931549,59.614075,67.614075,-9.0,63.6,36
347.667145,355.667145,60.452988,68.452988,-8.300000000000002,64.4,37
348.095367,356.095367,61.070946,69.070946,-7.9,65.0,38
348.52536,356.52536,61.220123,69.220123,-7.4,65.2,39
349.003265,357.003265,61.095284,69.095284,-6.9,65.0,40
350.359436,358.359436,61.072929,69.072929,-5.6,65.0,41
351.371399,359.371399,61.087547,69.087547,-4.6,65.0,42
353.579651,1.579651,61.340027,69.340027,-2.4,65.3,43
355.800262,3.800262,61.352356,69.352356,-0.1,65.3,44
358.180098,6.180098,61.299187,69.299187,2.18,65.2,45
1.197893,9.197893,61.019737,69.019737,5.19,65.0,46
8.912148,16.912148,60.708778,68.708778,12.9,64.7,47
16.103432,24.103432,60.911255,68.911255,20.1,64.9,48
