fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
17,344.955505,352.955505,56.906483,64.906483,-11.0,60.9
18,345.642426,353.642426,58.511345,66.511345,-10.0,62.5
19,345.693695,353.693695,59.578465,67.578465,-10.0,63.5
20,345.61145,353.61145,60.648735,68.648735,-10.0,64.6
21,345.085846,353.085846,61.384789,69.384789,-10.0,65.3
50,346.525635,354.525635,54.035305,62.035305,-9.4,58.0
51,346.603516,354.603516,57.615234,65.615234,-9.3,61.6
52,348.2258,356.2258,58.126831,66.126831,-7.7,62.1
53,347.652893,355.652893,58.650208,66.650208,-8.300000000000002,62.6
54,348.075134,356.075134,58.875233,66.875233,-7.9,62.8
55,348.486237,356.486237,59.091736,67.091736,-7.5,63.0
56,348.718658,356.718658,59.206249,67.206249,-7.2,63.2
57,348.459442,356.459442,59.637009,67.637009,-7.5,63.6
58,348.344513,356.344513,60.257103,68.257103,-7.6,64.2
59,348.226166,356.226166,60.547066,68.547066,-7.7,64.5
60,348.522858,356.522858,60.539108,68.539108,-7.4,64.5
61,348.417542,356.417542,60.954544,68.954544,-7.5,64.9
62,349.478241,357.478241,61.018593,69.018593,-6.5,65.0
