fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
22,347.134521,355.134521,51.031643,59.031643,-8.800000000000002,55.0
23,350.129333,358.129333,52.140068,60.140068,-5.8,56.1
24,352.559906,0.559906,53.089272,61.089272,-3.4,57.0
25,355.203369,3.203369,53.771435,61.771435,-0.7,57.7
26,358.246784,6.246784,54.4277,62.4277,2.24,58.4
27,0.765886,8.765886,55.202084,63.202084,4.76,59.2
28,2.985297,10.985297,55.833054,63.833054,6.98,59.8
29,4.338313000000001,12.338313,56.519066,64.519066,8.33,60.5
30,5.7604,13.7604,57.1376,65.1376,9.76,61.1
31,7.184693,15.184693,57.537178,65.537178,11.1,61.5
32,15.188303,23.188303,57.151592,65.151592,19.1,61.1
33,18.687016,26.687016,57.181023,65.181023,22.6,61.1
34,18.825573,26.825573,57.86161,65.86161,22.8,61.8
35,19.602245,27.602245,58.018417,66.018417,23.6,62.0
36,19.936695,27.936695,58.085686,66.085686,23.9,62.0
37,21.674185,29.674185,58.291935,66.291935,25.6,62.2
38,24.321154,32.321154,58.546333,66.546333,28.3,62.5
39,26.04381,34.04381,58.942745,66.942745,30.0,62.9
40,26.723162,34.723162,59.419338,67.419338,30.7,63.4
41,27.388695,35.388695,59.5788,67.5788,31.3,63.5
42,26.117212,34.117212,60.414223,68.414223,30.1,64.4
43,27.866535,35.866535,60.82814,68.82814,31.8,64.8
44,29.998341,37.998341,60.595894,68.595894,33.9,64.5
45,30.362213,38.362213,60.497124,68.497124,34.3,64.4
46,29.810005,37.810005,60.555397,68.555397,33.8,64.5
47,32.522732,40.522732,60.986694,68.986694,36.5,64.9
