lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
345.90274,353.90274,50.681908,58.681908,-10.0,54.6,21
348.620636,356.620636,51.803406,59.803406,-7.3,55.8,22
350.136963,358.136963,52.758675,60.758675,-5.8,56.7,23
351.201447,359.201447,53.482941,61.482941,-4.7,57.4,24
351.441803,359.441803,54.40617,62.40617,-4.5,58.4,25
351.431274,359.431274,55.271805,63.271805,-4.5,59.2,26
351.240692,359.240692,55.755314,63.755314,-4.7,59.7,27
351.269592,359.269592,56.114613,64.114613,-4.7,60.1,28
351.396729,359.396729,56.920807,64.920807,-4.6,60.9,29
349.867188,357.867188,58.025627,66.025627,-6.1,62.0,30
347.487549,355.487549,58.65115,66.65115,-8.5,62.6,31
344.842102,352.842102,58.520405,66.520405,-11.0,62.5,32
