fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
5,346.306183,354.306183,50.270775,58.270775,-9.6,54.2
6,350.433502,358.433502,51.127811,59.127811,-5.5,55.1
7,353.805359,1.805359,52.010277,60.010277,-2.1,56.0
8,357.052808,5.052808,52.732616,60.732616,1.05,56.7
9,0.131821,8.131821,53.247597,61.247597,4.13,57.2
10,2.822731,10.822731,53.813293,61.813293,6.82,57.8
11,5.167314,13.167314,54.490376,62.490376,9.16,58.4
12,6.718862,14.718862,55.159348,63.159348,10.7,59.1
13,8.846802,16.846802,55.581657,63.581657,12.8,59.5
14,11.090859,19.090859,55.905479,63.905479,15.0,59.9
15,12.999762,20.999762,56.151741,64.151741,16.9,60.1
16,14.507086,22.507086,56.366688,64.366688,18.5,60.3
17,15.784006,23.784006,56.630215,64.630215,19.7,60.6
18,17.574812,25.574812,56.881973,64.881973,21.5,60.8
19,18.966114,26.966114,57.168499,65.168499,22.9,61.1
20,20.342545,28.342545,57.591198,65.591198,24.3,61.5
21,22.110628,30.110628,58.103531,66.103531,26.1,62.1
22,23.235151,31.235151,58.570419,66.570419,27.2,62.5
23,23.921062,31.921062,59.053089,67.053089,27.9,63.0
24,24.615377,32.615377,59.6357,67.6357,28.6,63.6
25,25.018095,33.018095,60.41806,68.41806,29.0,64.4
26,24.163433,32.163433,60.786942,68.786942,28.1,64.7
27,22.782482,30.782482,60.909164,68.909164,26.7,64.9
28,21.305378,29.305378,61.46434,69.46434,25.3,65.4
29,19.699518,27.699518,61.499664,69.499664,23.6,65.4
30,19.67798,27.67798,61.119789,69.119789,23.6,65.1
31,19.886726,27.886726,60.624893,68.624893,23.8,64.6
32,18.657106,26.657106,60.720695,68.720695,22.6,64.7
33,19.145937,27.145937,60.139069,68.139069,23.1,64.1
34,19.992838,27.992838,59.577538,67.577538,23.9,63.5
35,20.746002,28.746002,59.080959,67.080959,24.7,63.0
36,21.524908,29.524908,58.528896,66.528896,25.5,62.5
37,23.710829,31.710829,58.261589,66.261589,27.7,62.2
38,24.928345,32.928345,58.050072,66.050072,28.9,62.0
39,25.707964,33.707964,57.745979,65.745979,29.7,61.7
40,25.856047,33.856047,58.053226,66.053226,29.8,62.0
41,27.259129,35.259129,58.267483,66.267483,31.2,62.2
