fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
22,346.358185,354.358185,53.954346,61.954346,-9.6,57.9
23,348.997681,356.997681,54.332687,62.332687,-7.0,58.3
24,352.927155,0.927155,55.336807,63.336807,-3.0,59.3
25,357.347339,5.347339,56.524597,64.524597,1.34,60.5
26,0.606361,8.606361,56.939693,64.939693,4.6,60.9
27,3.151437,11.151437,57.576809,65.576809,7.15,61.5
28,4.111928,12.111928,58.034607,66.034607,8.11,62.0
29,6.37339,14.37339,57.967747,65.967747,10.3,61.9
30,13.443262,21.443262,56.214767,64.214767,17.4,60.2
31,16.782694,24.782694,55.655556,63.655556,20.7,59.6
32,18.642542,26.642542,55.182549,63.182549,22.6,59.1
33,21.154825,29.154825,54.574299,62.574299,25.1,58.5
34,23.66638,31.66638,53.797379,61.797379,27.6,57.7
35,26.532366,34.532366,52.921341,60.921341,30.5,56.9
36,29.70541,37.70541,51.513306,59.513306,33.7,55.5
37,34.111992,42.111992,48.071434,56.071434,38.1,52.0
38,36.204132,44.204132,47.256611,55.256611,40.2,51.2
39,38.198879,46.198879,46.595596,54.595596,42.1,50.5
40,40.898872,48.898872,46.298672,54.298672,44.8,50.2
41,42.639244,50.639244,46.139671,54.139671,46.6,50.1
42,44.338326,52.338326,45.89798,53.89798,48.3,49.8
43,46.310966,54.310966,45.675823,53.675823,50.3,49.6
44,48.308594,56.308594,45.824436,53.824436,52.3,49.8
45,48.585423,56.585423,46.205822,54.205822,52.5,50.2
46,49.892033,57.892033,47.401001,55.401001,53.8,51.4
47,53.695183,61.695183,49.549355,57.549355,57.6,53.5
48,55.717411,63.717411,50.179085,58.179085,59.7,54.1
49,57.664822,65.664822,50.867916,58.867916,61.6,54.8
50,59.47126,67.47126,51.60445,59.60445,63.4,55.6
51,61.298111,69.298111,52.198238,60.198238,65.2,56.1
52,62.95813,70.95813,52.495502,60.495502,66.9,56.4
53,64.771156,72.771156,52.921021,60.921021,68.7,56.9
