lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,fid
344.748535,352.748535,35.789368,43.789368,-11.0,39.7,36
346.77597,354.77597,37.318417,45.318417,-9.2,41.3,37
349.067139,357.067139,39.283844,47.283844,-6.9,43.2,38
350.866058,358.866058,41.330784,49.330784,-5.1,45.3,39
352.723297,0.723297,43.052345,51.052345,-3.2,47.0,40
354.279236,2.279236,44.823101,52.823101,-1.7,48.8,41
355.797211,3.797211,46.117378,54.117378,-0.2,50.1,42
357.637465,5.637465,47.349003,55.349003,1.63,51.3,43
358.943387,6.943387,48.353733,56.353733,2.94,52.3,44
1.137744,9.137744,49.298328,57.298328,5.13,53.2,45
3.508345,11.508345,49.992153,57.992153,7.5,53.9,46
5.55967,13.55967,50.473679,58.473679,9.55,54.4,47
7.263824,15.263824,50.931522,58.931522,11.2,54.9,48
8.989003,16.989003,51.288929,59.288929,12.9,55.2,49
10.793306,18.793306,51.676296,59.676296,14.7,55.6,50
12.479305,20.479305,52.142517,60.142517,16.4,56.1,51
13.802256,21.802256,52.65947,60.65947,17.8,56.6,52
15.405979,23.405979,52.743893,60.743893,19.4,56.7,53
16.713142,24.713142,53.047436,61.047436,20.7,57.0,54
18.019476,26.019476,53.446327,61.446327,22.0,57.4,55
18.797512,26.797512,53.841694,61.841694,22.7,57.8,56
19.988819,27.988819,54.48959,62.48959,23.9,58.4,57
20.954697,28.954697,55.49873,63.49873,24.9,59.4,58
21.715183,29.715183,56.754818,64.754818,25.7,60.7,59
22.294901,30.294901,57.524048,65.524048,26.2,61.5,60
22.756668,30.756668,57.80632,65.80632,26.7,61.8,61
23.084629,31.084629,58.189457,66.189457,27.0,62.1,62
23.673655,31.673655,58.697239,66.697239,27.6,62.6,63
23.729717,31.729717,58.94043,66.94043,27.7,62.9,64
23.328812,31.328812,58.683956,66.683956,27.3,62.6,65
22.9611,30.9611,58.460464,66.460464,26.9,62.4,66
22.532179,30.532179,58.095528,66.095528,26.5,62.0,67
22.502953,30.502953,57.865562,65.865562,26.5,61.8,68
22.281765,30.281765,57.376652,65.376652,26.2,61.3,69
22.091452,30.091452,56.603973,64.603973,26.0,60.6,70
22.294691,30.294691,56.332104,64.332104,26.2,60.3,71
22.370827,30.370827,56.253204,64.253204,26.3,60.2,72
22.588572,30.588572,55.882397,63.882397,26.5,59.8,73
22.940706,30.940706,55.563419,63.563419,26.9,59.5,74
23.004635,31.004635,55.419617,63.419617,27.0,59.4,75
22.950111,30.950111,55.090214,63.090214,26.9,59.0,76
24.353699,32.353699,55.254257,63.254257,28.3,59.2,77
24.917627,32.917627,55.071518,63.071518,28.9,59.0,78
24.959465,32.959465,54.487854,62.487854,28.9,58.4,79
25.694763,33.694763,54.506126,62.506126,29.6,58.5,80
26.730511,34.730511,54.682014,62.682014,30.7,58.6,81
27.753902,35.753902,54.643585,62.643585,31.7,58.6,82
28.392429,36.392429,54.344822,62.344822,32.3,58.3,83
29.296906,37.296906,54.282898,62.282898,33.2,58.2,84
30.297886,38.297886,54.56105,62.56105,34.2,58.5,85
32.179562,40.179562,54.688259,62.688259,36.1,58.6,86
34.059448,42.059448,54.688015,62.688015,38.0,58.6,87
35.983276,43.983276,55.503307,63.503307,39.9,59.5,88
38.031307,46.031307,57.211609,65.211609,42.0,61.2,89
39.653599,47.653599,57.821442,65.821442,43.6,61.8,90
41.459938,49.459938,58.8573,66.8573,45.4,62.8,91
42.702454,50.702454,60.079498,68.079498,46.7,64.0,92
44.528595,52.528595,60.460426,68.460426,48.5,64.4,93
45.506329,53.506329,60.411148,68.411148,49.5,64.4,94
46.472054,54.472054,60.363625,68.363625,50.4,64.3,95
48.433865,56.433865,60.430275,68.430275,52.4,64.4,96
49.507774,57.507774,60.242783,68.242783,53.5,64.2,97
