fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
10,346.126282,354.126282,51.301071,59.301071,-9.8,55.3
11,350.916229,358.916229,51.504124,59.504124,-5.0,55.5
12,355.513275,3.513275,51.710186,59.710186,-0.4,55.7
13,359.588959,7.588959,51.922848,59.922848,3.58,55.9
14,3.12064,11.12064,52.219833,60.219833,7.12,56.2
15,6.519473,14.519473,52.46661,60.46661,10.5,56.4
16,9.796303,17.796303,52.673435,60.673435,13.7,56.6
17,13.193558,21.193558,52.836342,60.836342,17.1,56.8
18,15.835495,23.835495,52.998466,60.998466,19.8,56.9
19,18.213062,26.213062,53.203159,61.203159,22.2,57.2
20,20.449411,28.449411,53.395138,61.395138,24.4,57.3
21,22.84549,30.84549,53.748528,61.748528,26.8,57.7
22,25.006256,33.006256,53.857014,61.857014,29.0,57.8
23,27.134464,35.134464,53.957767,61.957767,31.1,57.9
24,28.951397,36.951397,54.161839,62.161839,32.9,58.1
25,30.799801,38.799801,54.304779,62.304779,34.7,58.3
26,33.267338,41.267338,54.64846,62.64846,37.2,58.6
27,35.523449,43.523449,54.976307,62.976307,39.5,58.9
28,37.51757,45.51757,55.220287,63.220287,41.5,59.2
29,41.021336,49.021336,55.529976,63.529976,45.0,59.5
30,43.447369,51.447369,55.904495,63.904495,47.4,59.9
31,45.338123,53.338123,56.198063,64.198063,49.3,60.1
32,46.659843,54.659843,56.312096,64.312096,50.6,60.3
33,48.742393,56.742393,56.322548,64.322548,52.7,60.3
34,52.001953,60.001953,56.754379,64.754379,56.0,60.7
35,55.026329,63.026329,57.123569,65.123569,59.0,61.1
36,58.243317,66.243317,57.152645,65.152645,62.2,61.1
37,61.347229,69.347229,57.169018,65.169018,65.3,61.1
38,62.084389,70.084389,58.144753,66.144753,66.0,62.1
