fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
15,346.09079,354.09079,47.738251,55.738251,-9.9,51.7
16,348.759918,356.759918,49.165634,57.165634,-7.2,53.1
17,351.569611,359.569611,50.453529,58.453529,-4.400000000000001,54.4
18,354.239166,2.239166,51.481575,59.481575,-1.7,55.4
19,356.940345,4.940345,52.544403,60.544403,0.94,56.5
20,359.657063,7.657063,53.160263,61.160263,3.65,57.1
21,2.321824,10.321824,53.821247,61.821247,6.32,57.8
22,5.071764,13.071764,54.454933,62.454933,9.07,58.4
23,7.404413,15.404413,54.756493,62.756493,11.4,58.7
24,9.55057,17.55057,55.022934,63.022934,13.5,59.0
25,12.458281,20.458281,54.745129,62.745129,16.4,58.7
