fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
17,344.468781,352.468781,53.174454,61.174454,-11.0,57.1
18,346.435455,354.435455,55.262409,63.262409,-9.5,59.2
19,347.951569,355.951569,57.069099,65.069099,-8.0,61.0
20,349.182068,357.182068,58.863419,66.863419,-6.8,62.8
21,350.190063,358.190063,60.375648,68.375648,-5.8,64.3
22,351.152771,359.152771,62.061485,70.061485,-4.8,66.0
23,352.003693,0.003693,63.929535,71.929535,-3.9,67.9
24,352.640442,0.640442,65.493011,73.493011,-3.3,69.4
25,352.658569,0.658569,67.156532,75.156532,-3.3,71.1
26,353.078156,1.078156,68.55146,76.55146,-2.9,72.5
27,352.639496,0.639496,69.85463,77.85463,-3.3,73.8
28,351.916199,359.916199,70.876488,78.876488,-4.0,74.8
