fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
18,345.943481,353.943481,47.937408,55.937408,-10.0,51.9
19,350.143311,358.143311,48.617287,56.617287,-5.8,52.6
20,353.285187,1.285187,49.449841,57.449841,-2.7,53.4
21,356.404433,4.404433,50.392773,58.392773,0.4,54.3
22,359.372775,7.372775,51.317207,59.317207,3.37,55.3
23,2.013435,10.013435,52.145382,60.145382,6.01,56.1
24,3.619756,11.619756,52.788403,60.788403,7.61,56.7
25,5.445882,13.445882,53.335732,61.335732,9.44,57.3
26,6.746552,14.746552,53.902039,61.902039,10.7,57.9
27,7.741852,15.741852,54.335911,62.335911,11.7,58.3
28,8.835162,16.835162,54.539703,62.539703,12.8,58.5
29,10.759127,18.759127,54.812351,62.812351,14.7,58.8
30,12.72854,20.72854,55.119976,63.119976,16.7,59.1
31,14.424904,22.424904,55.347755,63.347755,18.4,59.3
32,16.244846,24.244846,55.615459,63.615459,20.2,59.6
33,18.342308,26.342308,56.257721,64.257721,22.3,60.2
34,20.294346,28.294346,56.68277,64.68277,24.2,60.6
35,22.010111,30.010111,57.011086,65.011086,26.0,61.0
36,23.210588,31.210588,57.202888,65.202888,27.2,61.2
37,24.98369,32.98369,57.640808,65.640808,28.9,61.6
38,26.595552,34.595552,58.18018,66.18018,30.5,62.1
39,28.707027,36.707027,58.684322,66.684322,32.7,62.6
40,30.815449,38.815449,59.266251,67.266251,34.8,63.2
41,32.983864,40.983864,60.158661,68.158661,36.9,64.1
42,34.28302,42.28302,60.786545,68.786545,38.2,64.7
43,35.552975,43.552975,61.833458,69.833458,39.5,65.8
44,35.80365,43.80365,62.754616,70.754616,39.8,66.7
45,36.605556,44.605556,62.779961,70.779961,40.6,66.7
46,37.577332,45.577332,63.246323,71.246323,41.5,67.2
47,38.700306,46.700306,63.417984,71.417984,42.7,67.4
48,40.162315,48.162315,63.057327,71.057327,44.1,67.0
49,44.176598,52.176598,62.221039,70.221039,48.1,66.2
50,47.47332,55.47332,61.919853,69.919853,51.4,65.9
51,49.922283,57.922283,61.858345,69.858345,53.9,65.8
52,54.181171,62.181171,61.525337,69.525337,58.1,65.5
