fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
12,347.421997,355.421997,43.387684,51.387684,-8.5,47.3
13,351.196899,359.196899,43.611179,51.611179,-4.8,47.6
14,354.450653,2.450653,43.283165,51.283165,-1.5,47.2
15,357.671726,5.671726,42.718048,50.718048,1.67,46.7
16,1.605569,9.605569,41.919151,49.919151,5.6,45.9
17,4.978458,12.978458,41.035683,49.035683,8.970000000000002,45.0
18,7.03132,15.03132,40.509781,48.509781,11.0,44.5
19,8.595905,16.595905,40.415398,48.415398,12.5,44.4
20,10.143461,18.143461,40.258358,48.258358,14.1,44.2
21,12.570887,20.570887,39.904701,47.904701,16.5,43.9
22,15.831625,23.831625,40.055138,48.055138,19.8,44.0
23,19.112947,27.112947,41.268982,49.268982,23.1,45.2
24,21.523169,29.523169,42.207001,50.207001,25.5,46.2
25,22.990931,30.990931,42.786819,50.786819,26.9,46.7
26,24.45577,32.45577,43.410736,51.410736,28.4,47.4
27,26.005583,34.005583,44.257809,52.257809,30.0,48.2
28,27.292215,35.292215,45.246361,53.246361,31.2,49.2
29,28.139042,36.139042,45.974464,53.974464,32.1,49.9
30,29.234791,37.234791,46.792385,54.792385,33.2,50.7
31,30.179111,38.179111,47.713894,55.713894,34.1,51.7
32,30.901798,38.901798,48.450031,56.450031,34.9,52.4
33,31.773315,39.773315,48.879948,56.879948,35.7,52.8
34,32.875698,40.875698,49.396835,57.396835,36.8,53.3
35,33.907871,41.907871,50.034016,58.034016,37.9,54.0
36,34.834702,42.834702,50.252857,58.252857,38.8,54.2
37,36.31543,44.31543,50.666096,58.666096,40.3,54.6
38,38.257568,46.257568,51.222008,59.222008,42.2,55.2
39,39.770737,47.770737,51.316689,59.316689,43.7,55.3
40,40.680614,48.680614,51.46656,59.46656,44.6,55.4
41,43.006824,51.006824,51.881104,59.881104,47.0,55.8
42,44.696648,52.696648,52.349808,60.349808,48.6,56.3
43,45.650974,53.650974,52.539402,60.539402,49.6,56.5
44,45.336624,53.336624,52.486576,60.486576,49.3,56.4
45,45.739704,53.739704,52.579121,60.579121,49.7,56.5
46,46.722576,54.722576,52.708332,60.708332,50.7,56.7
47,47.337944,55.337944,52.485584,60.485584,51.3,56.4
48,47.7672,55.7672,52.135078,60.135078,51.7,56.1
49,49.260178,57.260178,51.618011,59.618011,53.2,55.6
50,50.527222,58.527222,51.474388,59.474388,54.5,55.4
51,50.588272,58.588272,51.549782,59.549782,54.5,55.5
52,52.656639,60.656639,50.964703,58.964703,56.6,54.9
