fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
130,344.051208,352.051208,48.831646,56.831646,-11.0,52.8
131,345.385193,353.385193,49.24181,57.24181,-10.0,53.2
132,346.437134,354.437134,49.408009,57.408009,-9.5,53.4
133,347.645966,355.645966,49.303795,57.303795,-8.300000000000002,53.3
134,349.555267,357.555267,49.254471,57.254471,-6.4,53.2
135,351.627472,359.627472,48.898575,56.898575,-4.3,52.8
136,353.633087,1.633087,48.679882,56.679882,-2.3,52.6
137,355.789886,3.789886,48.417606,56.417606,-0.2,52.4
138,358.191148,6.191148,48.552063,56.552063,2.19,52.5
139,1.761013,9.761013,50.335392,58.335392,5.76,54.3
140,4.723225,12.723225,52.059975,60.059975,8.720000000000002,56.0
141,6.597814,14.597814,52.269619,60.269619,10.5,56.2
142,8.209908,16.209908,51.964306,59.964306,12.2,55.9
143,10.019148,18.019148,51.921684,59.921684,14.0,55.9
144,11.385283,19.385283,51.881409,59.881409,15.3,55.8
145,12.18668,20.18668,51.882538,59.882538,16.1,55.8
146,13.563242,21.563242,51.745739,59.745739,17.5,55.7
147,15.105505,23.105505,51.550797,59.550797,19.1,55.5
148,16.325314,24.325314,51.464153,59.464153,20.3,55.4
149,18.179029,26.179029,51.10273,59.10273,22.1,55.1
150,19.590918,27.590918,50.933983,58.933983,23.5,54.9
151,20.998493,28.998493,50.765114,58.765114,24.9,54.7
152,23.352211,31.352211,50.321533,58.321533,27.3,54.3
153,25.883732,33.883732,49.847908,57.847908,29.8,53.8
154,27.205956,35.205956,50.002979,58.002979,31.2,54.0
155,28.69775,36.69775,50.017513,58.017513,32.6,54.0
156,30.611389,38.611389,50.00639,58.00639,34.6,54.0
157,30.707451,38.707451,51.623489,59.623489,34.7,55.6
158,31.103664,39.103664,51.902779,59.902779,35.1,55.9
