fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
33,347.203308,355.203308,56.648899,64.648899,-8.7,60.6
34,349.435425,357.435425,56.612064,64.612064,-6.5,60.6
35,352.615265,0.615265,56.879608,64.879608,-3.3,60.8
36,354.036865,2.036865,56.247005,64.247005,-1.9,60.2
37,356.457333,4.457333,55.835491,63.835491,0.45,59.8
38,359.075462,7.075462,55.168465,63.168465,3.07,59.1
39,1.297049,9.297049,52.090561,60.090561,5.29,56.0
40,4.507279,12.507279,51.780952,59.780952,8.5,55.7
41,8.194416,16.194416,51.318142,59.318142,12.1,55.3
42,10.903487,18.903487,50.971867,58.971867,14.9,54.9
43,16.063124,24.063124,50.68895,58.68895,20.0,54.6
44,19.264517,27.264517,51.166069,59.166069,23.2,55.1
45,22.439377,30.439377,52.273167,60.273167,26.4,56.2
46,25.546455,33.546455,54.214218,62.214218,29.5,58.2
47,27.255465,35.255465,54.631165,62.631165,31.2,58.6
48,29.616112,37.616112,55.270809,63.270809,33.6,59.2
49,33.048912,41.048912,55.915215,63.915215,37.0,59.9
50,37.510689,45.510689,56.769016,64.769016,41.5,60.7
51,41.516518,49.516518,57.761753,65.761753,45.5,61.7
52,44.270325,52.270325,58.435493,66.435493,48.2,62.4
53,47.291969,55.291969,59.092327,67.092327,51.2,63.0
54,49.800365,57.800365,59.854191,67.854191,53.8,63.8
55,52.311859,60.311859,60.479126,68.479126,56.3,64.4
56,62.825851,70.825851,61.19207,69.19207,66.8,65.1
57,65.851578,73.851578,61.502327,69.502327,69.8,65.5
