fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
15,347.235107,355.235107,53.265553,61.265553,-8.7,57.2
16,350.456635,358.456635,53.89431,61.89431,-5.5,57.8
17,353.11795,1.11795,54.276154,62.276154,-2.8,58.2
18,355.859436,3.859436,54.585667,62.585667,-0.1,58.5
19,358.479579,6.479579,54.651531,62.651531,2.47,58.6
20,1.064171,9.064171,54.495975,62.495975,5.06,58.4
21,3.355346,11.355346,54.890594,62.890594,7.35,58.8
22,4.931264,12.931264,55.613976,63.613976,8.93,59.6
23,6.421526,14.421526,55.979324,63.979324,10.4,59.9
24,7.345436,15.345436,56.482162,64.482162,11.3,60.4
25,7.937051,15.937051,56.673504,64.673504,11.9,60.6
26,9.181911,17.181911,56.834808,64.834808,13.1,60.8
27,10.584614,18.584614,56.969402,64.969402,14.5,60.9
28,11.324052,19.324052,57.044407,65.044407,15.3,61.0
29,12.087988,20.087988,57.088184,65.088184,16.0,61.0
30,13.285343,21.285343,57.209824,65.209824,17.2,61.2
31,14.643127,22.643127,57.128246,65.128246,18.6,61.1
32,15.367418,23.367418,57.177498,65.177498,19.3,61.1
33,17.081785,25.081785,57.290314,65.290314,21.0,61.2
34,18.156092,26.156092,57.380646,65.380646,22.1,61.3
35,19.275862,27.275862,57.61171,65.61171,23.2,61.6
36,20.908104,28.908104,58.021488,66.021488,24.9,62.0
37,22.603926,30.603926,58.841515,66.841515,26.6,62.8
38,24.235651,32.235651,59.620838,67.620838,28.2,63.6
39,24.117929,32.117929,59.999836,67.999836,28.1,63.9
40,24.148714,32.148714,60.258484,68.258484,28.1,64.2
41,25.803787,33.803787,60.863113,68.863113,29.8,64.8
42,27.302746,35.302746,61.386955,69.386955,31.3,65.3
43,29.324612,37.324612,62.342667,70.342667,33.3,66.3
44,32.638702,40.638702,64.759224,72.759224,36.6,68.7
45,34.252888,42.252888,64.822639,72.822639,38.2,68.8
46,35.940063,43.940063,65.209335,73.209335,39.9,69.2
47,37.072876,45.072876,65.142822,73.142822,41.0,69.1
48,39.192165,47.192165,65.272873,73.272873,43.1,69.2
49,41.308186,49.308186,65.223732,73.223732,45.3,69.2
50,44.13633,52.13633,64.987114,72.987114,48.1,68.9
51,48.033451,56.033451,64.105705,72.105705,52.0,68.1
52,49.991425,57.991425,64.642082,72.642082,53.9,68.6
53,53.66024,61.66024,64.993874,72.993874,57.6,68.9
54,56.379089,64.379089,65.714302,73.714302,60.3,69.7
55,58.760628,66.760628,66.478348,74.478348,62.7,70.4
56,63.486458,71.486458,67.25898,75.25898,67.4,71.2
