fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
46,346.388794,354.388794,51.587425,59.587425,-9.6,55.5
47,349.609833,357.609833,51.630047,59.630047,-6.3,55.6
48,353.126709,1.126709,51.379753,59.379753,-2.8,55.3
49,356.220011,4.220011000000002,51.022064,59.022064,0.22,55.0
50,358.684258,6.684258,50.911018,58.911018,2.68,54.9
51,0.66996,8.66996,50.886784,58.886784,4.66,54.8
52,2.657051,10.657051,50.882183,58.882183,6.65,54.8
53,5.227633,13.227633,50.854958,58.854958,9.22,54.8
54,8.684461000000002,16.684461,50.862198,58.862198,12.6,54.8
55,12.060617,20.060617,50.827076,58.827076,16.0,54.8
56,14.573156,22.573156,50.757618,58.757618,18.5,54.7
57,16.814459,24.814459,50.674259,58.674259,20.8,54.6
58,18.896973,26.896973,50.560238,58.560238,22.8,54.5
59,21.347198,29.347198,50.734653,58.734653,25.3,54.7
60,23.639153,31.639153,51.053665,59.053665,27.6,55.0
61,25.389433,33.389433,51.187237,59.187237,29.3,55.1
62,27.448341,35.448341,51.341183,59.341183,31.4,55.3
63,29.066063,37.066063,52.257404,60.257404,33.0,56.2
64,30.322762,38.322762,52.973236,60.973236,34.3,56.9
65,31.886578,39.886578,53.616783,61.616783,35.8,57.6
66,32.856968,40.856968,54.922009,62.922009,36.8,58.9
67,33.880318,41.880318,56.105129,64.105129,37.8,60.1
68,34.853584,42.853584,57.307728,65.307728,38.8,61.3
69,36.499901,44.499901,58.26289,66.26289,40.4,62.2
70,37.562992,45.562992,59.055676,67.055676,41.5,63.0
71,38.684467,46.684467,59.504917,67.504917,42.6,63.5
72,39.092999,47.092999,60.482025,68.482025,43.0,64.4
73,39.464672,47.464672,61.165939,69.165939,43.4,65.1
74,40.102295,48.102295,61.850319,69.850319,44.1,65.8
75,40.147736,48.147736,62.31778,70.31778,44.1,66.3
76,39.997459,47.997459,63.012276,71.012276,43.9,67.0
